Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
151830042;06/29/2015;11:00 AM;4.0;INTIMIDATION;;;4311 W MONROVIA WAY
151790036;06/28/2015;01:07 AM;7.0;MOTOR VEHICLE THEFT;;;4971 N TEUTONIA AV #LWR
151790079;06/28/2015;01:40 PM;4.0;MOTOR VEHICLE THEFT;;;5419 N 38TH ST
151790080;06/28/2015;12:16 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;1301 W HAMPTON AV
151790082;06/28/2015;11:49 AM;4.0;MOTOR VEHICLE THEFT;;;5353 N GREEN BAY AV
151790083;06/28/2015;02:55 PM;4.0;MOTOR VEHICLE THEFT;;;5353 N GREEN BAY AV
151790106;06/28/2015;03:30 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5331 N 26TH ST
151790159;06/28/2015;09:17 PM;7.0;ARSON;;;4659 N 20TH ST
151810182;06/28/2015;10:31 PM;4.0;ALL OTHER LARCENY;;;6116 N 40TH ST
151780005;06/27/2015;12:22 AM;7.0;AGGRAVATED ASSAULT;;;4811 N TEUTONIA AV
151780027;06/27/2015;01:48 AM;4.0;SIMPLE ASSAULT;;;5692 N 40TH ST
151780052;06/27/2015;11:13 AM;4.0;MOTOR VEHICLE THEFT;;;3025 W ORIOLE DR
151780079;06/27/2015;03:09 PM;4.0;MOTOR VEHICLE THEFT;;;2726 W VILLARD AV
151780100;06/27/2015;04:02 PM;4.0;MOTOR VEHICLE THEFT;;;5239 N 38TH ST
151780104;06/27/2015;06:28 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5343 N 33RD ST
151780140;06/27/2015;09:17 PM;4.0;MOTOR VEHICLE THEFT;;;3414 W FLORIST AV
151770033;06/26/2015;07:06 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;2462 W CAPITOL DR
151770038;06/26/2015;07:33 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4446 N 28TH ST #203
151770047;06/26/2015;07:47 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5573 N 31ST ST
151770086;06/26/2015;01:26 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4158 N 15TH ST
151770114;06/26/2015;02:04 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4062 N 12TH ST
151770138;06/26/2015;07:28 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1604 W CONGRESS ST
151770165;06/26/2015;07:15 PM;7.0;SIMPLE ASSAULT;;;4918 N 19TH PL
151760043;06/25/2015;09:06 AM;4.0;AGGRAVATED ASSAULT;;;5240 N 38TH ST
151760048;06/25/2015;09:36 AM;4.0;MOTOR VEHICLE THEFT;;;5301 N TEUTONIA AV
151760051;06/25/2015;08:50 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;BURGLARY/BREAKING AND ENTERING;;4876 N 25TH ST
151760051;06/25/2015;08:50 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4876 N 25TH ST
151760061;06/25/2015;10:48 AM;4.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;6054 N 40TH ST
151760096;06/25/2015;02:33 PM;5.0;MOTOR VEHICLE THEFT;;;1900 W OLIVE ST
151760100;06/25/2015;02:12 PM;4.0;INTIMIDATION;;;6146 N 40TH ST
151760125;06/25/2015;04:40 PM;7.0;AGGRAVATED ASSAULT;;;4810 N TEUTONIA AV
151760175;06/25/2015;10:02 PM;4.0;THEFT FROM MOTOR VEHICLE;;;5662 N 36TH ST
151760176;06/25/2015;09:55 PM;7.0;SIMPLE ASSAULT;;;3916 W FAIRMOUNT AV #4
151750004;06/24/2015;12:17 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5012 N 48TH ST
151750019;06/24/2015;01:03 AM;7.0;SIMPLE ASSAULT;;;5164 N SHERMAN BL
151750025;06/24/2015;12:15 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4224 W VILLARD AV #13
151750039;06/24/2015;02:59 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5016 N HOPKINS ST
151750048;06/24/2015;06:24 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5539 N 32ND ST
151750107;06/24/2015;02:43 PM;4.0;MOTOR VEHICLE THEFT;;;5877 N TEUTONIA AV
151750118;06/24/2015;03:25 PM;4.0;SIMPLE ASSAULT;;;4132 W KIEHNAU AV
151750134;06/24/2015;07:45 AM;4.0;THEFT FROM MOTOR VEHICLE;;;5537 N 13TH ST
151750152;06/24/2015;07:30 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4415 N 22ND ST
151750158;06/24/2015;08:02 PM;4.0;ROBBERY;;;6400 N 43RD ST
151750168;06/24/2015;09:09 PM;7.0;AGGRAVATED ASSAULT;;;5168 N 35TH ST #11
151740053;06/23/2015;09:41 AM;5.0;MOTOR VEHICLE THEFT;;;4453 N GREEN BAY AV
151740072;06/23/2015;12:45 PM;4.0;AGGRAVATED ASSAULT;;;5240 N 38TH ST
151740075;06/23/2015;12:56 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3518 W SILVER SPRING DR
151740082;06/23/2015;10:18 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4038 N 24TH PL
151740087;06/23/2015;01:50 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4172 N 17TH ST
151740103;06/23/2015;03:11 PM;4.0;MOTOR VEHICLE THEFT;;;3300 W VILLARD AV
151740110;06/23/2015;03:27 PM;5.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;2061 W ATKINSON AV #304
151740145;06/23/2015;06:47 PM;4.0;MOTOR VEHICLE THEFT;;;3518 W SILVER SPRING DR
151740189;06/23/2015;10:25 PM;5.0;ARSON;;;2022 W ATKINSON AV
151740190;06/23/2015;06:52 PM;4.0;AGGRAVATED ASSAULT;;;5471-B N 36TH ST
151720033;06/22/2015;03:14 AM;;HOMICIDE;;;4532 W EGGERT PL
151730003;06/22/2015;12:01 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5016 N HOPKINS ST
151730023;06/22/2015;12:32 AM;4.0;AGGRAVATED ASSAULT;;;3412 W ROHR AV
151730040;06/22/2015;02:10 AM;7.0;ROBBERY;;;4821 N HOPKINS ST
151730044;06/22/2015;04:05 AM;4.0;ARSON;;;5573 N 31ST ST
151730046;06/22/2015;04:53 AM;7.0;MOTOR VEHICLE THEFT;;;2344 W LINWAL LA
151730054;06/22/2015;05:19 AM;5.0;AGGRAVATED ASSAULT;;;4759 N TEUTONIA AV
151730118;06/22/2015;01:47 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3501 W SILVER SPRING DR
151730145;06/22/2015;03:52 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4148 N 22ND ST
151730178;06/22/2015;05:50 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3106 W CAMERON AV
151730215;06/22/2015;07:42 PM;7.0;ROBBERY;;;4964 N 38TH ST
151730229;06/22/2015;10:01 PM;5.0;AGGRAVATED ASSAULT;;;2214 W ATKINSON AV
151720010;06/21/2015;12:50 AM;7.0;SIMPLE ASSAULT;;;5010 N 26TH ST
151720062;06/21/2015;10:40 AM;4.0;MOTOR VEHICLE THEFT;;;3124 W SHERIDAN AV
151720077;06/21/2015;12:10 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4765 N 32ND ST #314
151720093;06/21/2015;02:41 PM;7.0;MOTOR VEHICLE THEFT;;;2815 W VILLARD AV
151720098;06/21/2015;02:41 PM;4.0;ROBBERY;;;3800 W CUSTER AV
151720129;06/21/2015;07:09 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4855 N HOPKINS ST
151720134;06/21/2015;07:29 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3009 W ORIOLE DR
151720140;06/21/2015;07:33 PM;7.0;SIMPLE ASSAULT;;;5019 N HOPKINS ST
151720146;06/21/2015;07:30 PM;4.0;INTIMIDATION;;;5533 N 35TH ST
151720163;06/21/2015;10:23 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5501 N LONG ISLAND DR
151720163;06/21/2015;10:23 PM;4.0;SIMPLE ASSAULT;;;5501 N LONG ISLAND DR
151710022;06/20/2015;03:39 AM;4.0;ARSON;;;6810 N DARIEN ST
151710025;06/20/2015;02:20 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6810 N DARIEN ST #3
151710035;06/20/2015;07:49 AM;4.0;THEFT FROM MOTOR VEHICLE;;;5397 N LONG ISLAND DR
151710088;06/20/2015;03:15 PM;4.0;SIMPLE ASSAULT;;;5753 N 42ND ST
151710116;06/20/2015;06:14 PM;5.0;SHOPLIFTING;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;4030 N TEUTONIA AV
151710121;06/20/2015;07:43 PM;5.0;MOTOR VEHICLE THEFT;;;4422 N 28TH ST
151700013;06/19/2015;12:48 AM;7.0;ROBBERY;;;5109 N 24TH PL
151700033;06/19/2015;05:56 AM;7.0;INTIMIDATION;;;4945 N 39TH ST #16
151700077;06/19/2015;10:25 AM;4.0;AGGRAVATED ASSAULT;;;3402 W FLORIST AV
151700101;06/19/2015;12:52 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4195 N 21ST ST
151700152;06/19/2015;05:17 PM;4.0;MOTOR VEHICLE THEFT;;;6151 N TEUTONIA AV
151700204;06/19/2015;09:25 PM;4.0;AGGRAVATED ASSAULT;;;5367 N 38TH ST
151710002;06/19/2015;11:19 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4201 N 22ND ST
151690029;06/18/2015;02:47 AM;4.0;AGGRAVATED ASSAULT;;;5555 N TEUTONIA AV #3
151690063;06/18/2015;08:59 AM;7.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5160 N 51ST BL
151690070;06/18/2015;09:58 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5942 N SHERMAN BL
151690080;06/18/2015;11:00 AM;4.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;6930 N TEUTONIA AV
151690125;06/18/2015;03:05 PM;7.0;SIMPLE ASSAULT;;;5047 N 26TH ST
151690131;06/18/2015;03:52 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3924 W GOOD HOPE RD
151690139;06/18/2015;04:38 PM;7.0;AGGRAVATED ASSAULT;;;4818 W HAMPTON AV #UPR
151690212;06/18/2015;10:50 PM;4.0;AGGRAVATED ASSAULT;;;5247 N 34TH ST
151690213;06/18/2015;09:06 PM;7.0;ROBBERY;;;2226 W LANCASTER AV
151680002;06/17/2015;12:06 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2136 W CONGRESS ST
151680027;06/17/2015;06:39 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5813 N 33RD ST
151680031;06/17/2015;07:57 AM;5.0;THEFT FROM MOTOR VEHICLE;;;4172 N 15TH ST
151680034;06/17/2015;08:17 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5041 N 32ND ST
151680039;06/17/2015;08:44 AM;5.0;ROBBERY;;;2643 W ATKINSON AV
151680052;06/17/2015;11:51 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2311 W ROOSEVELT DR
151680077;06/17/2015;03:08 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3323 W VILLARD AV
151680086;06/17/2015;03:38 PM;4.0;SIMPLE ASSAULT;;;5514 N 34TH ST
151680142;06/17/2015;08:06 PM;4.0;AGGRAVATED ASSAULT;;;6010 N 35TH ST #203
151680145;06/17/2015;08:42 PM;4.0;ALL OTHER LARCENY;;;5224 N 29TH ST
151680149;06/17/2015;09:14 PM;4.0;AGGRAVATED ASSAULT;;;3812 W VILLARD AV #6
151680150;06/17/2015;09:50 PM;4.0;AGGRAVATED ASSAULT;;;3414 W FLORIST AV #308
151680167;06/17/2015;10:41 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4833 W LUSCHER AV
151670028;06/16/2015;05:25 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3801 W DOUGLAS AV
151670036;06/16/2015;06:30 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5016 N HOPKINS ST
151670039;06/16/2015;07:32 AM;5.0;MOTOR VEHICLE THEFT;;;4142 N 22ND ST
151670065;06/16/2015;10:29 AM;7.0;ROBBERY;;;5185 N 35TH ST
151670067;06/16/2015;11:06 AM;7.0;SIMPLE ASSAULT;;;4522 W HAMPTON AV
151670087;06/16/2015;01:14 PM;5.0;SIMPLE ASSAULT;;;4249 N 18TH ST
151670119;06/16/2015;12:01 PM;4.0;THEFT FROM BUILDING;;;5219 N 38TH ST
151670151;06/16/2015;07:20 PM;4.0;SIMPLE ASSAULT;;;5249 N 34TH ST
151670168;06/16/2015;07:38 PM;7.0;AGGRAVATED ASSAULT;;;5010 N 26TH ST
151680001;06/16/2015;11:29 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4207 N 21ST ST
151660013;06/15/2015;12:41 AM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;3801-B W DOUGLAS AV
151660013;06/15/2015;12:41 AM;4.0;SIMPLE ASSAULT;;;3801-B W DOUGLAS AV
151660032;06/15/2015;02:58 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4055 N TEUTONIA AV #102
151660037;06/15/2015;06:46 AM;7.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;4758 N 19TH PL
151660050;06/15/2015;09:25 AM;5.0;THEFT FROM MOTOR VEHICLE;;;4045 N 12TH ST
151660059;06/15/2015;09:25 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4633 N 30TH ST
151660082;06/15/2015;12:09 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3217 W VILLARD AV
151660091;06/15/2015;12:57 PM;5.0;MOTOR VEHICLE THEFT;;;2541 W VICTORY LA
151660116;06/15/2015;02:42 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4456 N TEUTONIA AV
151660121;06/15/2015;12:46 PM;5.0;THEFT FROM BUILDING;;;4021 N 24TH ST
151660163;06/15/2015;07:24 PM;7.0;THEFT FROM MOTOR VEHICLE;;;1200 W HAMPTON AV
151670002;06/15/2015;10:39 PM;7.0;SIMPLE ASSAULT;;;4816 N 51ST BL
151670013;06/15/2015;11:15 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4941 N 46TH ST
151650058;06/14/2015;07:20 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2222 W CAPITOL DR
151650061;06/14/2015;09:13 AM;4.0;SIMPLE ASSAULT;;;6952 N 37TH ST #2
151650062;06/14/2015;08:23 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4117 N 15TH ST
151650087;06/14/2015;12:58 PM;4.0;SIMPLE ASSAULT;;;6925 N 37TH ST #4
151650103;06/14/2015;04:05 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4026 W FLORIST AV
151650145;06/14/2015;08:11 PM;5.0;AGGRAVATED ASSAULT;;;4143 N 24TH PL #UPR
151650150;06/14/2015;08:36 PM;4.0;INTIMIDATION;;;2918 W ORIOLE DR
151650170;06/14/2015;11:44 PM;7.0;MOTOR VEHICLE THEFT;;;5125 W FAIRMOUNT AV
151660001;06/14/2015;05:23 PM;7.0;AGGRAVATED ASSAULT;;;5162 N 53RD ST #UPR
151660016;06/14/2015;07:19 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4836 N 47TH ST
151630184;06/13/2015;01:00 AM;4.0;AGGRAVATED ASSAULT;;;6923 N TEUTONIA AV
151640016;06/13/2015;02:34 AM;5.0;MOTOR VEHICLE THEFT;;;4551 N 24TH ST
151640020;06/13/2015;02:44 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5016 N HOPKINS ST
151640033;06/13/2015;05:27 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5150 N 40TH ST
151640050;06/13/2015;08:05 AM;5.0;AGGRAVATED ASSAULT;;;2482 W CAPITOL DR
151640064;06/13/2015;10:37 AM;5.0;MOTOR VEHICLE THEFT;;;4241 N 27TH ST
151640066;06/13/2015;09:11 AM;4.0;SHOPLIFTING;;;7171 N TEUTONIA AV
151640074;06/13/2015;09:52 AM;5.0;ALL OTHER LARCENY;;;2700 W CAPITOL DR
151640086;06/13/2015;11:36 AM;4.0;AGGRAVATED ASSAULT;;;5693-A N 38TH ST
151640116;06/13/2015;08:25 AM;4.0;MOTOR VEHICLE THEFT;;;5867 N 39TH ST
151640128;06/13/2015;06:01 PM;4.0;MOTOR VEHICLE THEFT;;;6907 N TEUTONIA AV
151640141;06/13/2015;03:47 PM;7.0;AGGRAVATED ASSAULT;;;5121 N 22ND ST
151640160;06/13/2015;06:42 PM;7.0;ROBBERY;;;5003 N 32ND ST
151640166;06/13/2015;10:41 PM;4.0;MOTOR VEHICLE THEFT;;;6014 N SHERMAN BL
151640171;06/13/2015;10:05 PM;4.0;INTIMIDATION;;;5863 N 37TH ST
151630030;06/12/2015;07:25 AM;4.0;THEFT FROM MOTOR VEHICLE;;;5555 N TEUTONIA AV
151630040;06/12/2015;08:38 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5045 N HOPKINS ST #UPR
151630093;06/12/2015;01:30 PM;5.0;INTIMIDATION;;;2500 W CAPITOL DR
151630104;06/12/2015;03:40 PM;4.0;MOTOR VEHICLE THEFT;;;3909 W CLINTON AV
151620005;06/11/2015;12:01 AM;7.0;SIMPLE ASSAULT;;;4854 N 39TH ST
151620010;06/11/2015;12:30 AM;4.0;ROBBERY;;;5240 N 38TH ST #REAR
151620032;06/11/2015;06:51 AM;5.0;ALL OTHER LARCENY;;;4001 N 27TH ST
151620099;06/11/2015;02:15 PM;7.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5033 N 25TH ST
151620101;06/11/2015;03:29 PM;7.0;ROBBERY;;;4808 N HOPKINS ST
151620106;06/11/2015;01:34 PM;7.0;AGGRAVATED ASSAULT;;;5082 N 53RD ST
151620107;06/11/2015;04:41 PM;4.0;MOTOR VEHICLE THEFT;;;5962 N SHERMAN BL
151620111;06/11/2015;05:19 PM;7.0;ALL OTHER LARCENY;;;4817 N 47TH ST
151620113;06/11/2015;06:12 PM;5.0;ALL OTHER LARCENY;;;4227 N TEUTONIA AV
151620128;06/11/2015;10:53 PM;7.0;AGGRAVATED ASSAULT;;;4935 N 19TH PL
151620156;06/11/2015;07:11 PM;4.0;SIMPLE ASSAULT;;;5927 N TEUTONIA AV #8
151620172;06/11/2015;10:51 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5474 N 41ST ST
151670032;06/11/2015;05:58 AM;7.0;THEFT FROM MOTOR VEHICLE;;;3523 W VILLARD AV
151610007;06/10/2015;12:03 AM;4.0;AGGRAVATED ASSAULT;;;5432 N 41ST ST
151610013;06/10/2015;01:46 AM;5.0;AGGRAVATED ASSAULT;;;4611 N 32ND ST
151610065;06/10/2015;10:34 AM;4.0;MOTOR VEHICLE THEFT;;;5420 N 42ND ST
151610067;06/10/2015;11:53 AM;5.0;MOTOR VEHICLE THEFT;;;2320 W HOPE AV
151610070;06/10/2015;08:24 AM;7.0;THEFT FROM BUILDING;;;3427 W VILLARD AV #306
151610075;06/10/2015;10:22 AM;7.0;THEFT FROM MOTOR VEHICLE;;;4821 N 22ND ST
151610078;06/10/2015;12:23 PM;5.0;AGGRAVATED ASSAULT;;;4050 N 19TH PL
151610080;06/10/2015;12:24 PM;4.0;ROBBERY;;;5503 N 35TH ST
151610085;06/10/2015;11:16 AM;4.0;MOTOR VEHICLE THEFT;;;4014 W KAUL AV
151610106;06/10/2015;04:23 PM;5.0;MOTOR VEHICLE THEFT;;;4136 N GREEN BAY AV
151610109;06/10/2015;04:35 PM;4.0;MOTOR VEHICLE THEFT;;;3700 W KAUL AV
151610123;06/10/2015;04:50 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4962 N 28TH ST
151610131;06/10/2015;07:15 PM;4.0;ALL OTHER LARCENY;;;5534 N 32ND ST
151610146;06/10/2015;08:29 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5975 N 40TH ST
151610155;06/10/2015;09:13 PM;4.0;AGGRAVATED ASSAULT;;;5952 N 42ND ST
151610165;06/10/2015;10:19 PM;7.0;MOTOR VEHICLE THEFT;;;3230 W FAIRMOUNT AV
151610170;06/10/2015;10:47 PM;7.0;AGGRAVATED ASSAULT;;;4903 N 39TH ST
151620013;06/10/2015;11:07 PM;5.0;AGGRAVATED ASSAULT;;;4264 N 27TH ST
151620020;06/10/2015;11:49 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5936 N SHERMAN BL #2
151600014;06/09/2015;02:00 AM;5.0;ROBBERY;;;4136 N 13TH ST
151600055;06/09/2015;09:03 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5686 N TEUTONIA AV
151600084;06/09/2015;10:12 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4870 N TEUTONIA AV
151600096;06/09/2015;12:37 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5308 N 29TH ST
151600099;06/09/2015;01:24 PM;5.0;ROBBERY;;;4783 N 30TH ST
151600144;06/09/2015;05:42 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2452 W CAPITOL DR
151600186;06/09/2015;06:45 PM;5.0;MOTOR VEHICLE THEFT;;;4130 N 15TH ST
151600191;06/09/2015;09:13 PM;7.0;MOTOR VEHICLE THEFT;;;4922 N 44TH ST
151590039;06/08/2015;06:27 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2402 W HOPE AV
151590051;06/08/2015;08:41 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5016 N HOPKINS ST
151590073;06/08/2015;11:57 AM;5.0;THEFT FROM BUILDING;;;4224 N 27TH ST
151590119;06/08/2015;04:54 PM;4.0;MOTOR VEHICLE THEFT;;;3500 W SILVER SPRING DR
151590124;06/08/2015;04:22 PM;4.0;SHOPLIFTING;;;1935 W SILVER SPRING DR
151590135;06/08/2015;05:48 PM;4.0;MOTOR VEHICLE THEFT;;;5455 N 37TH ST
151590140;06/08/2015;05:31 PM;4.0;PURSE SNATCHING;;;5995 N TEUTONIA AV
151590147;06/08/2015;05:24 PM;4.0;MOTOR VEHICLE THEFT;;;5200 N 36TH ST
151630127;06/08/2015;06:17 PM;5.0;MOTOR VEHICLE THEFT;;;4022 N 27TH ST
151580043;06/07/2015;09:21 AM;4.0;AGGRAVATED ASSAULT;;;6829 N DARIEN ST #4
151580052;06/07/2015;09:39 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;4026 W FLORIST AV
151580054;06/07/2015;11:25 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5104 N 47TH ST
151580069;06/07/2015;01:21 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6969 N TEUTONIA AV
151580071;06/07/2015;12:35 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;4001 W PORTAGE ST
151580073;06/07/2015;01:33 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1900 W HAMPTON AV
151580088;06/07/2015;03:01 PM;4.0;SIMPLE ASSAULT;;;6929 N 37TH ST #1
151580115;06/07/2015;06:19 PM;4.0;ROBBERY;;;5925 N 32ND ST
151580132;06/07/2015;04:32 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;3228 W SILVER SPRING DR
151570011;06/06/2015;01:33 AM;4.0;ALL OTHER LARCENY;;;5600 N TEUTONIA AV
151570062;06/06/2015;11:02 AM;5.0;MOTOR VEHICLE THEFT;;;4453 N 25TH ST
151570073;06/06/2015;12:39 PM;7.0;MOTOR VEHICLE THEFT;;;5035 N 26TH ST
151570091;06/06/2015;03:12 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4882 N 25TH ST
151570133;06/06/2015;08:39 PM;7.0;THEFT FROM MOTOR VEHICLE;;;3600 W HAMPTON AV
151560009;06/05/2015;12:01 AM;5.0;SIMPLE ASSAULT;;;3000 W CAPITOL DR #206
151560062;06/05/2015;07:14 PM;5.0;SIMPLE ASSAULT;;;4259 N 27TH ST #5
151560073;06/05/2015;11:37 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4717 N 28TH ST
151560105;06/05/2015;12:45 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4829 N 52ND ST
