Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
150550029;02/24/2015;09:46 AM;5.0;ROBBERY;;;2222 W CAPITOL DR
150550073;02/24/2015;04:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5743 N 39TH ST
150550081;02/24/2015;04:50 PM;5.0;SIMPLE ASSAULT;;;4121-A N 24TH PL
150550102;02/24/2015;07:43 PM;4.0;MOTOR VEHICLE THEFT;;;4560 W MILL RD
150550106;02/24/2015;06:28 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2415 W HAMPTON AV
150550134;02/24/2015;10:25 PM;5.0;AGGRAVATED ASSAULT;DISORDERLY CONDUCT;;4120 N 27TH ST #8
150540054;02/23/2015;09:50 AM;5.0;SIMPLE ASSAULT;;;4347 N 27TH ST #3
150540061;02/23/2015;11:13 AM;4.0;MOTOR VEHICLE THEFT;;;6043 N 38TH ST
150540064;02/23/2015;07:21 PM;5.0;AGGRAVATED ASSAULT;;;2826 W ATKINSON AV #201
150540113;02/23/2015;04:39 PM;7.0;SIMPLE ASSAULT;;;4903 N 39TH ST
150540148;02/23/2015;09:32 PM;4.0;SIMPLE ASSAULT;;;5847 N 39TH ST
150550009;02/23/2015;11:55 PM;5.0;SIMPLE ASSAULT;;;4476 N 29TH ST #8
150530025;02/22/2015;09:04 AM;7.0;SIMPLE ASSAULT;;;5049 N 33RD ST
150530044;02/22/2015;11:06 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5486 N LONG ISLAND DR #LWR
150530109;02/22/2015;10:25 PM;5.0;MOTOR VEHICLE THEFT;;;4179 N 20TH ST
150520003;02/21/2015;12:16 AM;7.0;AGGRAVATED ASSAULT;;;5118 N 23RD ST
150520029;02/21/2015;08:03 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5962 N SHERMAN BL
150520063;02/21/2015;02:52 PM;5.0;AGGRAVATED ASSAULT;;;2330 W ROOSEVELT DR
150520079;02/21/2015;05:51 PM;7.0;SIMPLE ASSAULT;;;4825 N 39TH ST
150520083;02/21/2015;06:23 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4113 W CLINTON AV
150520108;02/21/2015;08:16 PM;4.0;THEFT FROM BUILDING;;;6862 N DARIEN ST
150520112;02/21/2015;10:38 PM;5.0;ROBBERY;;;4162 N 17TH ST
150510034;02/20/2015;08:30 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4857 N MOTHER DANIELS WA
150510046;02/20/2015;08:48 AM;4.0;ALL OTHER LARCENY;;;5350 N LONG ISLAND DR #UPR
150510071;02/20/2015;11:13 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5168 N 35TH ST #8
150510108;02/20/2015;05:33 PM;7.0;SIMPLE ASSAULT;;;4127 W STARK ST
150510113;02/20/2015;06:59 PM;4.0;THEFT FROM BUILDING;;;4208 W VILLARD AV
150510123;02/20/2015;05:49 PM;5.0;ROBBERY;;;2620 W ATKINSON AV #REAR
150510127;02/20/2015;09:14 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2027 W ATKINSON AV
150510134;02/20/2015;09:43 PM;7.0;MOTOR VEHICLE THEFT;;;4689 N 19TH ST
150520002;02/20/2015;11:04 PM;5.0;ROBBERY;;;4175 N 26TH ST
150500016;02/19/2015;03:34 AM;4.0;SIMPLE ASSAULT;;;5232 N TEUTONIA AV #1
150500061;02/19/2015;10:55 AM;5.0;AGGRAVATED ASSAULT;KIDNAPING;;2061 W ATKINSON AV #302
150500076;02/19/2015;01:03 PM;4.0;SHOPLIFTING;;;7171 N TEUTONIA AV
150500084;02/19/2015;01:17 PM;5.0;AGGRAVATED ASSAULT;;;4403 N 29TH ST
150500085;02/19/2015;02:33 PM;7.0;THEFT FROM BUILDING;;;3500 W MOTHER DANIELS WA
150500098;02/19/2015;03:59 PM;4.0;ALL OTHER LARCENY;;;5555 N 33RD ST
150490022;02/18/2015;08:06 AM;4.0;MOTOR VEHICLE THEFT;;;3800 W VILLARD AV
150490029;02/18/2015;08:26 AM;4.0;ALL OTHER LARCENY;;;6016 N 39TH ST
150490046;02/18/2015;12:24 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2201 W HAMPTON AV
150490069;02/18/2015;02:50 PM;5.0;ALL OTHER LARCENY;;;4536 N 30TH ST
150490072;02/18/2015;01:39 PM;7.0;SIMPLE ASSAULT;;;5030 N 24TH PL
150490098;02/18/2015;05:09 PM;7.0;AGGRAVATED ASSAULT;;;4923 W VILLARD AV
150490124;02/18/2015;09:32 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5406 N 39TH ST
150480020;02/17/2015;05:25 AM;4.0;MOTOR VEHICLE THEFT;;;4230 W FLORIST AV
150480054;02/17/2015;09:49 AM;5.0;THEFT FROM MOTOR VEHICLE;;;2402 W CAPITOL DR
150480058;02/17/2015;10:27 AM;4.0;SHOPLIFTING;;;7537 N TEUTONIA AV
150480061;02/17/2015;12:04 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5722 N 39TH ST
150480084;02/17/2015;02:13 PM;5.0;MOTOR VEHICLE THEFT;;;4126 N TEUTONIA AV
150480091;02/17/2015;03:21 PM;4.0;AGGRAVATED ASSAULT;;;6523 N 49TH CT
150480098;02/17/2015;02:43 PM;7.0;INTIMIDATION;;;4135 W LANCASTER AV
150480100;02/17/2015;05:01 PM;5.0;THEFT FROM BUILDING;;;4777 N 32ND ST
150480138;02/17/2015;08:20 PM;7.0;MOTOR VEHICLE THEFT;;;4834 N MOTHER DANIELS WA
150480140;02/17/2015;09:10 PM;5.0;ROBBERY;;;4231 N 27TH ST
150490002;02/17/2015;11:55 PM;4.0;SIMPLE ASSAULT;;;5710 N 41ST ST
150470019;02/16/2015;07:03 AM;5.0;MOTOR VEHICLE THEFT;;;4356 N 16TH ST
150470029;02/16/2015;09:43 AM;4.0;THEFT FROM MOTOR VEHICLE;;;7835 N GREEN BAY RD
150470113;02/16/2015;06:55 PM;7.0;MOTOR VEHICLE THEFT;;;4803 N GREEN BAY AV
150470149;02/16/2015;10:04 PM;4.0;AGGRAVATED ASSAULT;;;6125 N 40TH ST
150480007;02/16/2015;11:47 PM;4.0;ARSON;;;5564 N 34TH ST
150460002;02/15/2015;12:17 AM;4.0;MOTOR VEHICLE THEFT;;;3115 W REICHERT PL
150460024;02/15/2015;05:56 AM;5.0;MOTOR VEHICLE THEFT;;;4126 N TEUTONIA AV
150460041;02/15/2015;10:25 AM;7.0;ALL OTHER LARCENY;;;4970 N 38TH ST
150460058;02/15/2015;02:14 PM;7.0;ROBBERY;;;3927 W VILLARD AV
150460087;02/15/2015;05:40 PM;4.0;SHOPLIFTING;;;1935 W SILVER SPRING DR
150460088;02/15/2015;07:55 PM;7.0;MOTOR VEHICLE THEFT;;;4801 N TEUTONIA AV
150460094;02/15/2015;07:15 PM;5.0;SIMPLE ASSAULT;;;4765 N 32ND ST #202
150450008;02/14/2015;12:41 AM;4.0;SIMPLE ASSAULT;LIQUOR LAW VIOLATIONS;;5741 N 36TH ST
150450011;02/14/2015;01:43 AM;5.0;AGGRAVATED ASSAULT;;;2022 W ATKINSON AV #6
150450025;02/14/2015;03:13 AM;4.0;SIMPLE ASSAULT;;;5839 N 38TH ST
150450032;02/14/2015;06:58 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4962 N HOPKINS ST
150450039;02/14/2015;07:55 AM;7.0;SIMPLE ASSAULT;;;5118 N 31ST ST
150450088;02/14/2015;04:30 PM;4.0;THEFT FROM BUILDING;;;3120 W VILLARD AV
150450101;02/14/2015;05:55 PM;5.0;THEFT FROM BUILDING;;;4261 N TEUTONIA AV
150450120;02/14/2015;08:18 PM;4.0;SIMPLE ASSAULT;;;5318 N 35TH ST
150450126;02/14/2015;08:56 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4846 N 19TH ST
150440025;02/13/2015;06:57 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;2232 W CAPITOL DR
150440036;02/13/2015;10:33 AM;5.0;AGGRAVATED ASSAULT;;;1700 W CORNELL ST
150440038;02/13/2015;10:29 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4539 N TEUTONIA AV
150440046;02/13/2015;10:58 AM;7.0;SIMPLE ASSAULT;;;4323 W FAIRMOUNT AV
150440083;02/13/2015;05:20 PM;4.0;MOTOR VEHICLE THEFT;;;5327 N 33RD ST
150440084;02/13/2015;05:23 PM;4.0;MOTOR VEHICLE THEFT;;;5327 N 33RD ST
150440086;02/13/2015;05:30 PM;4.0;THEFT FROM MOTOR VEHICLE;;;5678 N 37TH ST
150440091;02/13/2015;05:57 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5266 N 28TH ST
150440128;02/13/2015;09:25 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5236 N 29TH ST
150440141;02/13/2015;11:29 PM;7.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;4965 N HOPKINS ST #15
150430031;02/12/2015;08:40 AM;5.0;THEFT FROM MOTOR VEHICLE;;;2012 W CAPITOL DR
150430049;02/12/2015;12:13 PM;7.0;MOTOR VEHICLE THEFT;;;3336 W CAPITOL DR
150430061;02/12/2015;01:37 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4143 N 24TH PL
150430064;02/12/2015;12:57 PM;5.0;SIMPLE ASSAULT;;;4558 N 26TH ST
150430077;02/12/2015;02:59 PM;7.0;SIMPLE ASSAULT;;;4950 N 24TH ST
150430099;02/12/2015;07:54 PM;5.0;THEFT FROM BUILDING;;;1801 W OLIVE ST
150430117;02/12/2015;08:02 PM;4.0;AGGRAVATED ASSAULT;;;5464 N 41ST ST
150420018;02/11/2015;12:38 AM;4.0;INTIMIDATION;;;4307 W DOUGLAS AV
150420033;02/11/2015;08:26 AM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;4930 N 38TH ST
150420073;02/11/2015;12:37 PM;5.0;AGGRAVATED ASSAULT;;;2620 W CAPITOL DR
150420090;02/11/2015;03:54 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4328 N 21ST ST
150420117;02/11/2015;05:27 PM;5.0;SIMPLE ASSAULT;;;2041 W ATKINSON AV #206
150430002;02/11/2015;11:19 PM;4.0;AGGRAVATED ASSAULT;;;4136 W GOOD HOPE RD
150410042;02/10/2015;10:49 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4522 N 22ND ST
150410052;02/10/2015;12:22 PM;4.0;ALL OTHER LARCENY;;;7031 N 41ST ST
150410073;02/10/2015;01:11 PM;7.0;ROBBERY;;;4802 N 24TH PL
150410107;02/10/2015;09:33 PM;7.0;SIMPLE ASSAULT;;;5059 N 21ST ST
150410117;02/10/2015;05:47 PM;5.0;MOTOR VEHICLE THEFT;;;4120 N 24TH ST
150410138;02/10/2015;09:01 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4800 N TEUTONIA AV
150410152;02/10/2015;10:41 PM;5.0;AGGRAVATED ASSAULT;;;4347 N 27TH ST #3
150400003;02/09/2015;09:06 AM;7.0;MOTOR VEHICLE THEFT;;;2924 W CAMERON AV
150400034;02/09/2015;09:44 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4800 N HOPKINS ST
150400045;02/09/2015;10:38 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6971 N 43RD ST
150400048;02/09/2015;10:54 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5977 N 36TH ST
150400070;02/09/2015;12:49 PM;4.0;AGGRAVATED ASSAULT;;;7039 N TEUTONIA AV
150400116;02/09/2015;05:04 PM;4.0;ROBBERY;;;5963 N 35TH ST
150400127;02/09/2015;06:32 PM;4.0;THEFT FROM MOTOR VEHICLE;;;5330 N 36TH ST
150390029;02/08/2015;02:27 AM;5.0;AGGRAVATED ASSAULT;;;4100 N 21ST ST
150390054;02/08/2015;10:24 AM;5.0;ALL OTHER LARCENY;;;2620 W CAPITOL DR
150390096;02/08/2015;08:16 PM;4.0;ROBBERY;;;1935 W SILVER SPRING DR
150390134;02/08/2015;10:47 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2825 W HOPE AV
150390135;02/08/2015;10:22 PM;4.0;SIMPLE ASSAULT;;;5240 N 38TH ST
150390139;02/08/2015;09:52 PM;4.0;SIMPLE ASSAULT;;;7215 N 38TH ST #4
150380046;02/07/2015;09:50 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6811 N TEUTONIA AV
150370012;02/06/2015;02:14 AM;7.0;SIMPLE ASSAULT;;;5168 N 35TH ST #9
150370045;02/06/2015;11:39 AM;7.0;SIMPLE ASSAULT;;;4800 W FAIRMOUNT AV
150370067;02/06/2015;04:40 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;1320 W CAPITOL DR
150370107;02/06/2015;07:31 PM;4.0;THEFT FROM MOTOR VEHICLE;;;3628 W FLORIST AV
150360009;02/05/2015;12:30 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5230 N SHERMAN BL #12
150360013;02/05/2015;08:08 AM;5.0;THEFT FROM BUILDING;;;4346 N 16TH ST
150360036;02/05/2015;11:04 AM;5.0;SIMPLE ASSAULT;;;1801 W OLIVE ST
150360038;02/05/2015;11:50 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;6158 N 40TH ST
150360068;02/05/2015;03:39 PM;4.0;MOTOR VEHICLE THEFT;;;5948 N SHERMAN BL
150360103;02/05/2015;06:21 PM;7.0;MOTOR VEHICLE THEFT;;;4105 W VILLARD AV
150360108;02/05/2015;06:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5724 N 35TH ST
150360114;02/05/2015;08:08 PM;7.0;THEFT FROM BUILDING;;;4821 N 22ND ST #3401
150360120;02/05/2015;06:56 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;4512 W GREEN TREE RD
150350011;02/04/2015;06:37 AM;4.0;THEFT FROM MOTOR VEHICLE;;;5760 N 33RD ST
150350032;02/04/2015;12:02 PM;4.0;ROBBERY;;;6921 N SUSSEX ST
150350072;02/04/2015;03:43 PM;7.0;SIMPLE ASSAULT;;;4507-A W VILLARD AV
150350074;02/04/2015;03:41 PM;4.0;AGGRAVATED ASSAULT;;;6180 N 38TH ST
150350114;02/04/2015;11:26 PM;4.0;THEFT FROM BUILDING;;;5512 N 31ST ST
150340015;02/03/2015;06:24 AM;7.0;MOTOR VEHICLE THEFT;;;4825 N 25TH ST
150340025;02/03/2015;07:37 AM;7.0;SIMPLE ASSAULT;;;5076 N 47TH ST
150340043;02/03/2015;11:42 AM;7.0;MOTOR VEHICLE THEFT;;;4105 W VILLARD AV
150340067;02/03/2015;02:45 PM;7.0;AGGRAVATED ASSAULT;LIQUOR LAW VIOLATIONS;;5000 N 51ST BL
150340067;02/03/2015;02:45 PM;7.0;AGGRAVATED ASSAULT;;;5000 N 51ST BL
150340067;02/03/2015;02:45 PM;7.0;LIQUOR LAW VIOLATIONS;AGGRAVATED ASSAULT;;5000 N 51ST BL
150340088;02/03/2015;06:04 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5445 N 37TH ST
150350003;02/03/2015;11:54 PM;5.0;AGGRAVATED ASSAULT;;;4768 N 30TH ST
150330007;02/02/2015;02:04 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4404 W HAMPTON AV #LWR
150330008;02/02/2015;01:30 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5960 N 40TH ST #UPR
150330020;02/02/2015;08:39 AM;4.0;MOTOR VEHICLE THEFT;;;6908 N 37TH ST
150330028;02/02/2015;11:31 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5000 N 35TH ST
150330059;02/02/2015;03:59 PM;4.0;THEFT FROM BUILDING;;;3700 W VILLARD AV
150330063;02/02/2015;04:10 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;2643 W ATKINSON AV
150330064;02/02/2015;11:39 AM;7.0;ALL OTHER LARCENY;;;4861 N GREEN BAY AV
150330085;02/02/2015;06:20 PM;7.0;THEFT FROM BUILDING;;;4836 N 51ST BL
150330106;02/02/2015;10:03 PM;5.0;AGGRAVATED ASSAULT;;;4558 N TEUTONIA AV
150320012;02/01/2015;01:49 AM;5.0;SIMPLE ASSAULT;;;4254 N 28TH ST
150320028;02/01/2015;08:09 AM;5.0;MOTOR VEHICLE THEFT;;;1100 W FIEBRANTZ AV
150590010;02/28/2015;02:34 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5805 W ST PAUL AV
150590031;02/28/2015;08:54 AM;3.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;2661 N 56TH ST
150590034;02/28/2015;09:53 AM;3.0;ROBBERY;;;1810 N 55TH ST #UPR
150580081;02/27/2015;02:25 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;1603 N 48TH ST
150580107;02/27/2015;08:56 PM;3.0;ALL OTHER LARCENY;;;2326 N 54TH ST
150580113;02/27/2015;09:47 PM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;227 N 38TH ST
150580124;02/27/2015;10:26 PM;3.0;SIMPLE ASSAULT;;;2518 N 52ND ST
150570048;02/26/2015;01:39 PM;3.0;THEFT FROM BUILDING;;;7025 W MAIN ST
150570095;02/26/2015;07:11 PM;3.0;ROBBERY;;;408 S 73RD ST
150570095;02/26/2015;07:11 PM;3.0;SIMPLE ASSAULT;;;408 S 73RD ST
150560029;02/25/2015;08:03 AM;7.0;MOTOR VEHICLE THEFT;;;6308 W RICHMOND AV
150560034;02/25/2015;08:39 AM;3.0;MOTOR VEHICLE THEFT;;;2549 N 60TH ST
150560036;02/25/2015;08:52 AM;7.0;MOTOR VEHICLE THEFT;;;3015 N 69TH ST
150560091;02/25/2015;04:49 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;7124 W APPLETON AV
150560120;02/25/2015;06:22 PM;3.0;SIMPLE ASSAULT;;;538-A S 74TH ST
150560128;02/25/2015;06:47 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;6640 W CHAMBERS ST
150560133;02/25/2015;09:49 PM;7.0;MOTOR VEHICLE THEFT;;;7530 W BURLEIGH ST
150550026;02/24/2015;10:02 AM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;5424 W CHAMBERS ST
150550026;02/24/2015;10:02 AM;7.0;THEFT FROM MOTOR VEHICLE;;;5424 W CHAMBERS ST
150550036;02/24/2015;02:26 PM;7.0;MOTOR VEHICLE THEFT;;;3913 N 70TH ST
150550064;02/24/2015;02:05 PM;7.0;SIMPLE ASSAULT;;;7224 W BURLEIGH ST #1
150550069;02/24/2015;03:36 PM;3.0;MOTOR VEHICLE THEFT;;;425 N 41ST ST
150550079;02/24/2015;05:05 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2355 N 53RD ST
150550089;02/24/2015;05:48 PM;3.0;MOTOR VEHICLE THEFT;;;1374 N 42ND ST
150540012;02/23/2015;01:52 AM;3.0;AGGRAVATED ASSAULT;;;4715 W WELLS ST #1
150540021;02/23/2015;07:31 AM;7.0;MOTOR VEHICLE THEFT;;;3062 N 54TH ST
150540038;02/23/2015;08:02 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3781 N 74TH ST
150540151;02/23/2015;06:52 PM;3.0;SIMPLE ASSAULT;;;450 S 70TH ST
150550005;02/23/2015;11:50 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;3531 N 62ND ST
150530015;02/22/2015;04:56 AM;7.0;THEFT FROM BUILDING;;;7285 W APPLETON AV
150530056;02/22/2015;01:59 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2809 N SHOLES AV #LWR
150530111;02/22/2015;10:29 PM;7.0;MOTOR VEHICLE THEFT;;;3071 N 60TH ST
150530113;02/22/2015;10:05 PM;7.0;SIMPLE ASSAULT;;;3203-A N 53RD ST
150540011;02/22/2015;10:56 PM;7.0;SIMPLE ASSAULT;;;3775 N 61ST ST
150520105;02/21/2015;09:29 PM;7.0;SIMPLE ASSAULT;;;3747 N 63RD ST
150510105;02/20/2015;04:47 PM;7.0;ROBBERY;;;3207 N 53RD ST
150500021;02/19/2015;06:56 AM;7.0;MOTOR VEHICLE THEFT;;;3867 N 61ST ST
150500054;02/19/2015;10:15 AM;7.0;MOTOR VEHICLE THEFT;;;6700 W APPLETON AV
150500099;02/19/2015;03:37 PM;7.0;ROBBERY;;;2931 N 51ST ST
150500102;02/19/2015;04:42 PM;3.0;INTIMIDATION;;;2321 N 58TH ST
150500143;02/19/2015;08:24 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;2202 N 55TH ST
150490019;02/18/2015;05:22 AM;3.0;THEFT FROM MOTOR VEHICLE;;;529 S HAWLEY RD
150490108;02/18/2015;05:44 PM;7.0;ROBBERY;;;2840 N 58TH ST
150490126;02/18/2015;10:12 PM;3.0;ALL OTHER LARCENY;;;101 S DANA CT
150480016;02/17/2015;04:55 AM;7.0;SIMPLE ASSAULT;;;7012 W APPLETON AV #104
150480027;02/17/2015;07:21 AM;7.0;ROBBERY;;;6330 W LISBON AV
150480050;02/17/2015;11:04 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3435 N 60TH ST
150480078;02/17/2015;11:31 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;520 S 92ND ST
150480145;02/17/2015;07:31 PM;7.0;AGGRAVATED ASSAULT;;;3202 N 76TH ST #5
150470072;02/16/2015;02:06 PM;3.0;SIMPLE ASSAULT;;;231 S 74TH ST
150470105;02/16/2015;05:27 PM;7.0;THEFT FROM MOTOR VEHICLE;;;3311 N 57TH ST
150470122;02/16/2015;07:15 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2700 N 68TH ST
150480004;02/16/2015;11:06 PM;7.0;AGGRAVATED ASSAULT;;;6000 W KEEFE AVENUE PK
150480006;02/16/2015;11:36 PM;3.0;INTIMIDATION;;;212 N 60TH ST
150460013;02/15/2015;01:30 AM;3.0;INTIMIDATION;;;1326 N 43RD ST #UPR
150460014;02/15/2015;01:43 AM;7.0;ROBBERY;;;6798 W APPLETON AV
150460020;02/15/2015;04:10 AM;7.0;MOTOR VEHICLE THEFT;;;3049 N 58TH ST
150460034;02/15/2015;09:15 AM;3.0;ROBBERY;;;2658 N 57TH ST
150460089;02/15/2015;04:03 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;3854 N 68TH ST
150460099;02/15/2015;08:53 PM;3.0;MOTOR VEHICLE THEFT;;;2675 N 52ND ST
150460118;02/15/2015;09:03 PM;7.0;SIMPLE ASSAULT;;;2905 N 50TH ST
150450071;02/14/2015;01:48 PM;7.0;MOTOR VEHICLE THEFT;;;7352 W POTOMAC AV
150450128;02/14/2015;08:28 PM;7.0;ALL OTHER LARCENY;;;3009 N 54TH ST
150440064;02/13/2015;02:00 PM;7.0;MOTOR VEHICLE THEFT;;;2855 N 53RD ST
150440087;02/13/2015;05:16 PM;3.0;ROBBERY;;;2028 N 60TH ST
150440118;02/13/2015;08:51 PM;7.0;MOTOR VEHICLE THEFT;;;3354 N 55TH ST
150440129;02/13/2015;09:26 PM;3.0;SIMPLE ASSAULT;;;1326 N 43RD ST
150420042;02/11/2015;09:53 AM;7.0;MOTOR VEHICLE THEFT;;;3212 N 54TH ST
150410005;02/10/2015;01:12 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;529-A S 71ST ST
150410022;02/10/2015;07:37 AM;7.0;ALL OTHER LARCENY;;;2730 N 56TH ST
150410044;02/10/2015;08:05 AM;7.0;INTIMIDATION;;;2815-A N 57TH ST
150410058;02/10/2015;12:23 PM;3.0;SIMPLE ASSAULT;;;2002 N 51ST ST
150410060;02/10/2015;11:46 AM;7.0;SIMPLE ASSAULT;;;6041 W LISBON AV
150410078;02/10/2015;02:53 PM;3.0;ALL OTHER LARCENY;;;1158 N 46TH ST
150410128;02/10/2015;01:49 PM;7.0;THEFT FROM BUILDING;;;5000 W CHAMBERS ST
150400025;02/09/2015;08:45 AM;7.0;MOTOR VEHICLE THEFT;;;5601 W BURLEIGH ST
