Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
152100055;07/29/2015;11:08 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5408 N 38TH ST
152100122;07/29/2015;06:58 PM;4.0;AGGRAVATED ASSAULT;;;6040 N 37TH ST
152100128;07/29/2015;06:21 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4650 N 20TH ST
152100147;07/29/2015;08:58 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4362 N 20TH ST
152090024;07/28/2015;01:23 AM;4.0;AGGRAVATED ASSAULT;;;3000 W SILVER SPRING DR
152090042;07/28/2015;06:56 AM;4.0;ALL OTHER LARCENY;;;5569 N 41ST ST
152090051;07/28/2015;08:28 AM;4.0;THEFT FROM BUILDING;;;5385 N GREEN BAY AV
152090052;07/28/2015;10:03 AM;7.0;THEFT FROM MOTOR VEHICLE;;;4909 N 39TH ST
152090069;07/28/2015;11:25 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4847 N 42ND ST
152090099;07/28/2015;02:36 PM;7.0;ALL OTHER LARCENY;;;5031 N 20TH ST
152090110;07/28/2015;04:13 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4909 N 39TH ST
152090125;07/28/2015;04:34 PM;5.0;SIMPLE ASSAULT;;;4318 N 27TH ST
152090133;07/28/2015;04:57 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5372 N 39TH ST
152090142;07/28/2015;06:48 PM;7.0;ALL OTHER LARCENY;;;1301 W HAMPTON AV
152090174;07/28/2015;08:54 PM;7.0;AGGRAVATED ASSAULT;;;4937 N 25TH ST
152090186;07/28/2015;10:24 PM;7.0;SIMPLE ASSAULT;;;4820 N 37TH ST
152080032;07/27/2015;04:07 AM;7.0;INTIMIDATION;;;2025 W COLFAX PL
152080082;07/27/2015;04:38 PM;7.0;AGGRAVATED ASSAULT;;;4827 W FAIRMOUNT AV
152080090;07/27/2015;12:09 PM;4.0;AGGRAVATED ASSAULT;;;5828 N 32ND ST
152080096;07/27/2015;12:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5828 N 32ND ST
152080111;07/27/2015;02:15 PM;7.0;SHOPLIFTING;;;2601 W HAMPTON AV
152080116;07/27/2015;03:32 PM;4.0;MOTOR VEHICLE THEFT;;;5842 N 43RD ST
152080137;07/27/2015;05:39 PM;7.0;THEFT FROM MOTOR VEHICLE;;;5100 N 24TH ST
152080151;07/27/2015;06:21 PM;7.0;INTIMIDATION;;;3048 W EGGERT PL
152080201;07/27/2015;10:43 PM;7.0;INTIMIDATION;;;2025 W COLFAX PL
151940009;07/26/2015;06:44 PM;4.0;MOTOR VEHICLE THEFT;;;5230 N SHERMAN BL #14
152070066;07/26/2015;08:48 AM;7.0;THEFT FROM MOTOR VEHICLE;;;2300 W LINWAL LA
152070073;07/26/2015;10:11 AM;7.0;MOTOR VEHICLE THEFT;;;4841 N MOTHER DANIELS WA
152070076;07/26/2015;09:59 AM;4.0;SIMPLE ASSAULT;;;6905 N TEUTONIA AV #4
152070078;07/26/2015;10:28 AM;7.0;AGGRAVATED ASSAULT;;;5023 N 37TH ST
152070087;07/26/2015;09:44 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4276 N 27TH ST #4
152070099;07/26/2015;01:29 PM;7.0;THEFT FROM MOTOR VEHICLE;;;2400 W LINCOLN CREEK PK
152070105;07/26/2015;02:01 PM;4.0;MOTOR VEHICLE THEFT;;;7306 N 38TH ST
152070112;07/26/2015;03:05 PM;7.0;ALL OTHER LARCENY;;;2450 W FAIRMOUNT AV
152070114;07/26/2015;03:17 PM;5.0;MOTOR VEHICLE THEFT;;;2433 W ROOSEVELT DR
152070121;07/26/2015;04:27 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4012 W GREEN TREE RD
152070156;07/26/2015;08:50 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;4116 W SILVER SPRING DR
152070157;07/26/2015;08:30 PM;7.0;SIMPLE ASSAULT;;;3019 W EGGERT PL
152050184;07/25/2015;02:29 AM;4.0;MOTOR VEHICLE THEFT;;;3200 W VILLARD AV
152060044;07/25/2015;07:39 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;;2608 W RUBY AV
152060076;07/25/2015;11:43 AM;5.0;AGGRAVATED ASSAULT;;;4200 N 19TH ST
152060077;07/25/2015;11:44 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4909 N 39TH ST
152060097;07/25/2015;02:27 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4900 N 26TH ST
152060121;07/25/2015;04:18 PM;4.0;ROBBERY;;;5301 N TEUTONIA AV
152060126;07/25/2015;03:14 PM;7.0;ROBBERY;;;2601 W HAMPTON AV
152060137;07/25/2015;07:17 PM;4.0;THEFT FROM BUILDING;;;5800 N 33RD ST
152060149;07/25/2015;08:22 PM;5.0;ROBBERY;;;2222 W CAPITOL DR
152060171;07/25/2015;11:06 PM;7.0;MOTOR VEHICLE THEFT;;;4873 N 40TH ST
152070017;07/25/2015;05:10 PM;4.0;SIMPLE ASSAULT;;;5343 N 26TH ST
152040107;07/24/2015;12:00 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4500 N 22ND ST
152050007;07/24/2015;12:42 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;2210 W CAPITOL DR
152050108;07/24/2015;04:37 PM;5.0;MOTOR VEHICLE THEFT;;;4174 N 22ND ST
152050117;07/24/2015;03:08 PM;4.0;INTIMIDATION;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;1639 W LAWN AV
152050143;07/24/2015;06:51 PM;5.0;ROBBERY;;;2012 W CAPITOL DR
152050164;07/24/2015;09:53 PM;7.0;MOTOR VEHICLE THEFT;;;5150 N TEUTONIA AV
152050189;07/24/2015;11:29 PM;5.0;ARSON;;;4235 N 14TH ST
152050190;07/24/2015;11:02 PM;7.0;AGGRAVATED ASSAULT;;;4623 N GREEN BAY AV
152060045;07/24/2015;11:30 AM;7.0;THEFT FROM MOTOR VEHICLE;;;2912 W CAMERON AV
152040011;07/23/2015;12:26 AM;7.0;AGGRAVATED ASSAULT;;;5048 N 35TH ST
152040019;07/23/2015;12:43 AM;4.0;MOTOR VEHICLE THEFT;;;6875 N 43RD ST
152040040;07/23/2015;03:58 AM;4.0;AGGRAVATED ASSAULT;BURGLARY/BREAKING AND ENTERING;KIDNAPING;5460 N 41ST ST #LWR
152040046;07/23/2015;08:23 AM;5.0;MOTOR VEHICLE THEFT;;;4765 N 32ND ST
152040064;07/23/2015;10:38 AM;5.0;MOTOR VEHICLE THEFT;;;4175 N 21ST ST
152040065;07/23/2015;10:40 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2715 W FAIRMOUNT AV
152040122;07/23/2015;04:05 PM;4.0;INTIMIDATION;;;5646 N 39TH ST
152040132;07/23/2015;08:26 PM;5.0;MOTOR VEHICLE THEFT;;;2700 W ATKINSON AV
152040138;07/23/2015;04:40 PM;4.0;AGGRAVATED ASSAULT;;;7009 N 43RD ST #6
152040150;07/23/2015;04:40 PM;4.0;SIMPLE ASSAULT;;;7009 N 43RD ST
152040164;07/23/2015;07:05 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2601 W HAMPTON AV
152040168;07/23/2015;06:20 AM;4.0;MOTOR VEHICLE THEFT;;;6944 N TEUTONIA AV
152040205;07/23/2015;10:08 PM;4.0;ROBBERY;;;5442 N 37TH ST
152030024;07/22/2015;12:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;3530 W SILVER SPRING DR
152030038;07/22/2015;03:37 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;2012 W CAPITOL DR
152030063;07/22/2015;08:42 AM;4.0;SIMPLE ASSAULT;;;5916 N SHERMAN BL #3
152030071;07/22/2015;10:09 AM;4.0;ROBBERY;;;1935 W SILVER SPRING DR
152030099;07/22/2015;01:47 PM;7.0;ALL OTHER LARCENY;;;1824 W COURTLAND AV
152030146;07/22/2015;05:39 PM;5.0;ROBBERY;;;4295 N TEUTONIA AV
152030179;07/22/2015;08:56 PM;5.0;AGGRAVATED ASSAULT;;;4552 N 28TH ST
152030215;07/22/2015;08:49 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5037 N 28TH ST
152020033;07/21/2015;05:15 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;3406 W VILLARD AV
152020038;07/21/2015;07:41 AM;7.0;MOTOR VEHICLE THEFT;;;4721 N 22ND ST
152020041;07/21/2015;08:20 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6044 N 36TH ST
152020055;07/21/2015;09:39 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6233 N TEUTONIA AV
152020074;07/21/2015;10:15 AM;5.0;AGGRAVATED ASSAULT;;;2826 W ATKINSON AV #106
152020078;07/21/2015;12:31 PM;4.0;MOTOR VEHICLE THEFT;;;7030 N 37TH ST
152020080;07/21/2015;11:50 AM;5.0;ALL OTHER LARCENY;;;4133 N 24TH PL
152020090;07/21/2015;01:42 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4519 W VILLARD AV
152020145;07/21/2015;07:44 PM;7.0;SIMPLE ASSAULT;;;4827 W FAIRMOUNT AV
152020173;07/21/2015;10:37 PM;7.0;AGGRAVATED ASSAULT;;;4002 W FAIRMOUNT AV
152020180;07/21/2015;10:45 PM;5.0;ARSON;;;2214 W ROOSEVELT DR
152020181;07/21/2015;10:45 PM;5.0;ROBBERY;;;2650 W ROOSEVELT DR
152010010;07/20/2015;12:01 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3922 W SHERIDAN AV #LWR
152010040;07/20/2015;08:18 AM;4.0;MOTOR VEHICLE THEFT;;;5364 N 38TH ST
152010054;07/20/2015;08:39 AM;5.0;SIMPLE ASSAULT;;;4357 N 16TH ST
152010057;07/20/2015;10:03 AM;4.0;MOTOR VEHICLE THEFT;;;6151 N TEUTONIA AV
152010087;07/20/2015;01:39 PM;5.0;AGGRAVATED ASSAULT;;;4365 N 19TH ST
152010101;07/20/2015;03:35 PM;7.0;AGGRAVATED ASSAULT;;;4975 N 49TH ST
152010116;07/20/2015;12:39 PM;7.0;AGGRAVATED ASSAULT;;;4827 W FAIRMOUNT AV
152010131;07/20/2015;06:06 PM;4.0;MOTOR VEHICLE THEFT;;;3700 W CUSTER AV
152010172;07/20/2015;08:58 PM;7.0;AGGRAVATED ASSAULT;;;2030 W HAMPTON AV
152010187;07/20/2015;11:41 PM;5.0;MOTOR VEHICLE THEFT;;;2500 W GLENDALE AV
152000027;07/19/2015;01:27 AM;4.0;SIMPLE ASSAULT;;;3500 W SILVER SPRING DR
152000030;07/19/2015;03:00 AM;7.0;SIMPLE ASSAULT;;;4760 N 18TH ST
152000042;07/19/2015;06:02 AM;7.0;INTIMIDATION;ALL OTHER OFFENSES;;4948 W HAMPTON AV #2
152000069;07/19/2015;11:49 AM;5.0;SIMPLE ASSAULT;;;4175 N GREEN BAY AV
152000081;07/19/2015;12:40 PM;4.0;MOTOR VEHICLE THEFT;;;5540 N 42ND ST
152000105;07/19/2015;04:07 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;6528 N 51ST ST
152000126;07/19/2015;06:26 PM;5.0;ARSON;;;4540 N 30TH ST
152000131;07/19/2015;06:35 PM;;HOMICIDE;;;5116 N 47TH ST
152000161;07/19/2015;10:40 PM;7.0;MOTOR VEHICLE THEFT;;;4946 N 52ND ST
151990087;07/18/2015;12:11 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5353 N 13TH ST
151990093;07/18/2015;07:30 AM;7.0;MOTOR VEHICLE THEFT;;;5144 N 40TH ST
151990106;07/18/2015;05:17 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4144 N 14TH ST
151990110;07/18/2015;03:23 PM;5.0;AGGRAVATED ASSAULT;;;2610 W VICTORY LA
151990130;07/18/2015;02:41 PM;7.0;ROBBERY;;;4818 W HAMPTON AV
151990157;07/18/2015;09:48 PM;4.0;SIMPLE ASSAULT;;;3918 W SHERIDAN AV
151980027;07/17/2015;05:46 AM;7.0;MOTOR VEHICLE THEFT;;;5123 N 38TH ST
151980039;07/17/2015;08:21 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5504 N 42ND ST
151980058;07/17/2015;10:48 AM;7.0;THEFT FROM MOTOR VEHICLE;;;4821 N 22ND ST
151980101;07/17/2015;05:19 PM;5.0;MOTOR VEHICLE THEFT;;;4200 N 19TH ST
151980104;07/17/2015;05:48 PM;4.0;ALL OTHER LARCENY;;;5350 N LONG ISLAND DR #2
151980116;07/17/2015;05:31 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4927 W LUSCHER AV #1
151980138;07/17/2015;02:05 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5239 N TEUTONIA AV
151980157;07/17/2015;10:49 PM;4.0;MOTOR VEHICLE THEFT;;;5208 N TEUTONIA AV
151990005;07/17/2015;11:59 PM;7.0;AGGRAVATED ASSAULT;;;5151-A N 31ST ST
151990005;07/17/2015;11:59 PM;7.0;SIMPLE ASSAULT;;;5151-A N 31ST ST
151970046;07/16/2015;09:04 AM;7.0;MOTOR VEHICLE THEFT;;;5063 N 26TH ST
151970094;07/16/2015;02:14 PM;5.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;4304 N 19TH ST
151970111;07/16/2015;03:56 PM;4.0;ROBBERY;;;4000 W KIEHNAU AV
151980009;07/16/2015;11:26 PM;7.0;INTIMIDATION;;;4633 N 19TH ST
151960009;07/15/2015;12:16 AM;4.0;INTIMIDATION;;;6024 N 38TH ST
151960013;07/15/2015;01:22 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4919 N 24TH ST
151960029;07/15/2015;04:49 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5228 N HOPKINS ST
151960042;07/15/2015;09:57 AM;5.0;AGGRAVATED ASSAULT;;;4480 N 22ND ST
151960112;07/15/2015;02:46 PM;4.0;MOTOR VEHICLE THEFT;;;5466 N 40TH ST
151960120;07/15/2015;03:00 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4030 N TEUTONIA AV
151960122;07/15/2015;03:46 PM;7.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;3733 W FAIRMOUNT AV
151960173;07/15/2015;06:44 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;3720 W FAIRMOUNT AV #LWR
151960181;07/15/2015;09:59 PM;7.0;AGGRAVATED ASSAULT;;;4930 N 37TH ST
151970004;07/15/2015;11:49 PM;7.0;ROBBERY;;;4214 N 35TH ST
151950027;07/14/2015;06:43 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6464 N TEUTONIA AV
151950032;07/14/2015;06:35 AM;5.0;ROBBERY;;;4156 N 21ST ST
151950038;07/14/2015;08:30 AM;7.0;MOTOR VEHICLE THEFT;;;4909 N 39TH ST
151950039;07/14/2015;07:43 AM;4.0;SIMPLE ASSAULT;;;5727 N 41ST ST
151950060;07/14/2015;09:45 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4228 N 30TH ST
151950061;07/14/2015;11:03 AM;5.0;AGGRAVATED ASSAULT;;;4210 N GREEN BAY AV
151950102;07/14/2015;02:49 PM;5.0;ARSON;;;4540 N 30TH ST
151950105;07/14/2015;12:56 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4282 N 27TH ST #2
151950110;07/14/2015;03:15 PM;4.0;AGGRAVATED ASSAULT;;;6918 N 40TH ST
151950156;07/14/2015;02:53 PM;7.0;ROBBERY;;;2301 W LANCASTER AV
151960011;07/14/2015;09:04 PM;7.0;ROBBERY;;;5100 N SHERMAN BL
151940012;07/13/2015;12:12 AM;7.0;AGGRAVATED ASSAULT;;;5008 W HAMPTON AV
151940043;07/13/2015;07:46 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6957 N TEUTONIA AV #2
151940060;07/13/2015;08:34 AM;4.0;MOTOR VEHICLE THEFT;;;5707 N 38TH ST #A
151940068;07/13/2015;09:13 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6955 N TEUTONIA AV
151940073;07/13/2015;10:54 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6864 N DARIEN ST
151940101;07/13/2015;01:08 PM;4.0;THEFT FROM MOTOR VEHICLE;;;3505 W KILEY AV
151940110;07/13/2015;02:00 PM;4.0;ROBBERY;;;1935 W SILVER SPRING DR
151940113;07/13/2015;02:36 PM;5.0;ROBBERY;;;4539 N TEUTONIA AV #4
151940131;07/13/2015;02:48 PM;5.0;AGGRAVATED ASSAULT;;;2232 W CAPITOL DR
151940141;07/13/2015;04:56 PM;7.0;ALL OTHER LARCENY;;;1301 W HAMPTON AV
151940154;07/13/2015;06:05 PM;5.0;AGGRAVATED ASSAULT;;;4261 N 28TH ST
151940171;07/13/2015;07:16 PM;7.0;MOTOR VEHICLE THEFT;;;5173 N 35TH ST
151940183;07/13/2015;08:39 PM;4.0;MOTOR VEHICLE THEFT;;;5208 N TEUTONIA AV
151940206;07/13/2015;10:36 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5419 N 38TH ST #LWR
151940208;07/13/2015;06:07 PM;5.0;MOTOR VEHICLE THEFT;;;4235 N 26TH ST
151930042;07/12/2015;05:10 AM;7.0;AGGRAVATED ASSAULT;;;4956 N 49TH ST
151930118;07/12/2015;03:58 PM;5.0;AGGRAVATED ASSAULT;;;4594 N TEUTONIA AV
151930122;07/12/2015;04:12 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5261 N 33RD ST
151930122;07/12/2015;04:12 PM;4.0;INTIMIDATION;;;5261 N 33RD ST
151930127;07/12/2015;05:20 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3814 W SHERIDAN AV
151930129;07/12/2015;03:51 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;6167 N 35TH ST
151930146;07/12/2015;06:19 PM;4.0;AGGRAVATED ASSAULT;;;3301 W SHERIDAN AV
151930149;07/12/2015;07:35 PM;5.0;MOTOR VEHICLE THEFT;;;4187 N 22ND ST
151930150;07/12/2015;03:13 PM;5.0;MOTOR VEHICLE THEFT;;;4030 N TEUTONIA AV
151930156;07/12/2015;03:13 PM;5.0;MOTOR VEHICLE THEFT;;;4030 N TEUTONIA AV
151940003;07/12/2015;03:15 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;2303 W CONGRESS ST
151940011;07/12/2015;11:57 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;7343 N TEUTONIA AV
151920033;07/11/2015;03:48 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4639 N GREEN BAY AV
151920051;07/11/2015;06:38 AM;4.0;SIMPLE ASSAULT;;;7105 N TEUTONIA AV #203
151920059;07/11/2015;07:50 AM;7.0;MOTOR VEHICLE THEFT;;;4869 N 25TH ST
151920064;07/11/2015;10:21 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5463 N 39TH ST
151920078;07/11/2015;12:04 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5267 N 34TH ST
151920089;07/11/2015;10:44 AM;4.0;SHOPLIFTING;;;6201 N TEUTONIA AV
151920104;07/11/2015;03:58 PM;4.0;THEFT FROM MOTOR VEHICLE;;;6900 N 37TH ST
151920118;07/11/2015;03:10 PM;4.0;SIMPLE ASSAULT;;;7017 N TEUTONIA AV
151920126;07/11/2015;05:56 PM;4.0;SIMPLE ASSAULT;;;3806 W ROHR AV
151920138;07/11/2015;07:45 PM;;HOMICIDE;;;2678 W PORT SUNLIGHT WA
151930018;07/11/2015;06:12 PM;5.0;MOTOR VEHICLE THEFT;;;4452 N 28TH ST
151910054;07/10/2015;08:37 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5301 N TEUTONIA AV
151910085;07/10/2015;03:33 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;;4453 N GREEN BAY AV
151910094;07/10/2015;11:40 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4668 N 30TH ST
151910112;07/10/2015;01:32 PM;5.0;AGGRAVATED ASSAULT;;;4249 N 26TH ST
151910143;07/10/2015;06:04 PM;4.0;THEFT FROM MOTOR VEHICLE;;;6111 N TEUTONIA AV
151910181;07/10/2015;09:28 PM;7.0;AGGRAVATED ASSAULT;;;4823 N 49TH ST
151910185;07/10/2015;09:14 PM;7.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5031 N 51ST BL
151900012;07/09/2015;01:09 AM;7.0;ARSON;;;4919 N 26TH ST
151900025;07/09/2015;04:43 AM;4.0;AGGRAVATED ASSAULT;;;1517 W CUSTER AV
151900080;07/09/2015;01:41 PM;7.0;AGGRAVATED ASSAULT;;;2470 W HAMPTON AV
151900085;07/09/2015;02:32 PM;5.0;MOTOR VEHICLE THEFT;;;4313 N 22ND ST
151900087;07/09/2015;02:38 PM;5.0;ALL OTHER LARCENY;;;4000 N TEUTONIA AV
151900107;07/09/2015;04:05 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4350 N 14TH ST
151900108;07/09/2015;07:47 PM;4.0;MOTOR VEHICLE THEFT;;;6111 N TEUTONIA AV
151900118;07/09/2015;05:24 PM;7.0;INTIMIDATION;;;4857 N 47TH ST
151900120;07/09/2015;05:43 PM;4.0;SIMPLE ASSAULT;;;4415 W GOOD HOPE RD
151900157;07/09/2015;10:13 PM;7.0;MOTOR VEHICLE THEFT;;;4910 N TEUTONIA AV
151900158;07/09/2015;10:24 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5763 N 34TH ST
151890005;07/08/2015;12:09 AM;7.0;SIMPLE ASSAULT;;;4821 N 19TH ST
151890012;07/08/2015;12:35 AM;;HOMICIDE;;;2127 W EGGERT PL
151890061;07/08/2015;10:57 AM;5.0;MOTOR VEHICLE THEFT;;;4026 N TEUTONIA AV
151890062;07/08/2015;08:45 AM;4.0;MOTOR VEHICLE THEFT;;;2706 W BOBOLINK AV
151890090;07/08/2015;12:50 PM;7.0;AGGRAVATED ASSAULT;;;4839 N 18TH ST
151890117;07/08/2015;02:16 PM;4.0;AGGRAVATED ASSAULT;;;2806 W BOBOLINK AV #8
151890159;07/08/2015;07:34 PM;4.0;MOTOR VEHICLE THEFT;;;4112 W KAUL AV
151890160;07/08/2015;07:11 PM;7.0;ROBBERY;;;4100 N 35TH ST
151890168;07/08/2015;04:13 PM;5.0;THEFT FROM MOTOR VEHICLE;;;3000 W CAPITOL DR
151880007;07/07/2015;02:00 AM;4.0;ARSON;;;4611 W WOOLWORTH AV
151880019;07/07/2015;10:26 AM;7.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;4938 N 52ND ST
151880035;07/07/2015;08:03 AM;5.0;THEFT FROM MOTOR VEHICLE;;;2400 W CORNELL ST
151880053;07/07/2015;09:41 AM;4.0;ALL OTHER LARCENY;;;5724 N 35TH ST
151880062;07/07/2015;09:27 AM;7.0;AGGRAVATED ASSAULT;;;4633 N 19TH ST
151880117;07/07/2015;03:45 PM;5.0;AGGRAVATED ASSAULT;;;1964 W CONGRESS ST
151880156;07/07/2015;07:41 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4100 W LANCASTER AV
151880157;07/07/2015;07:42 PM;7.0;MOTOR VEHICLE THEFT;;;4819 W LUSCHER AV
151880170;07/07/2015;08:16 PM;5.0;BURGLARY/BREAKING AND ENTERING;ROBBERY;;4259 N 27TH ST #4
151880197;07/07/2015;09:48 PM;5.0;ROBBERY;;;1928 W CAPITOL DR
151880204;07/07/2015;10:03 PM;7.0;ROBBERY;;;4811 N TEUTONIA AV
151890016;07/07/2015;10:13 PM;5.0;ROBBERY;;;2220 W ATKINSON AV
151890025;07/07/2015;11:47 PM;4.0;MOTOR VEHICLE THEFT;;;1852 W SHERIDAN AV #UPR
152070127;07/07/2015;05:57 PM;4.0;AGGRAVATED ASSAULT;;;5268 N 31ST ST
151870007;07/06/2015;12:15 AM;5.0;AGGRAVATED ASSAULT;;;4548 N TEUTONIA AV
151870039;07/06/2015;07:01 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4609 N 28TH ST
151870096;07/06/2015;02:23 PM;7.0;THEFT FROM MOTOR VEHICLE;;;2116 W FAIRMOUNT AV
151870110;07/06/2015;04:06 PM;7.0;AGGRAVATED ASSAULT;;;5132 N 47TH ST
151870113;07/06/2015;05:01 PM;5.0;THEFT FROM BUILDING;;;4031 N 24TH ST
151870135;07/06/2015;07:02 PM;7.0;THEFT FROM BUILDING;;;4931 N 19TH ST
151870138;07/06/2015;07:20 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;7003 N 41ST ST
151880003;07/06/2015;10:31 PM;4.0;ROBBERY;;;3903 W FLORIST AV
151860034;07/05/2015;03:00 AM;;HOMICIDE;;;3820 W CHEYENNE ST
151860043;07/05/2015;03:26 AM;4.0;ROBBERY;;;5318 N 29TH ST #1
151860066;07/05/2015;11:07 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4197 N 16TH ST
