Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
062720254;09/29/2006;10:00 PM;7.0;ROBBERY;;;;4808 N HOPKINS ST
062720255;09/29/2006;11:10 PM;7.0;SIMPLE ASSAULT;;;;4126 N TEUTONIA AV
062730004;09/29/2006;11:58 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1931 W FIEBRANTZ AV
062710028;09/28/2006;04:32 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4956 N 49TH ST #UPPR
062710065;09/28/2006;09:32 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3425 W SILVER SPRING DR
062710082;09/28/2006;09:54 AM;4.0;ALL OTHER LARCENY;;;;5762 N TEUTONIA AV
062710186;09/28/2006;09:34 PM;4.0;MOTOR VEHICLE THEFT;;;;3740 W GREEN TREE RD
062710188;09/28/2006;07:44 PM;4.0;MOTOR VEHICLE THEFT;;;;5966 N 35TH ST
062710197;09/28/2006;07:47 PM;7.0;ALL OTHER LARCENY;;;;3800 W HAMPTON AV
062710226;09/28/2006;11:23 PM;7.0;MOTOR VEHICLE THEFT;;;;2433 W ROOSEVELT DR
062710231;09/28/2006;10:32 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5460 N 36TH ST
062670213;09/27/2006;03:18 PM;5.0;AGGRAVATED ASSAULT;;;;4300 N GREEN BAY AV
062700018;09/27/2006;02:04 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;7311 N TEUTONIA AV
062700024;09/27/2006;06:42 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4230 W FAIRMOUNT AV
062700035;09/27/2006;08:37 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4915 N 19TH ST
062700037;09/27/2006;09:24 AM;4.0;MOTOR VEHICLE THEFT;;;;5541 N TEUTONIA AV
062700051;09/27/2006;08:02 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2215 W HAMPTON AV
062700112;09/27/2006;02:15 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4453 N 25TH ST
062700129;09/27/2006;02:08 PM;7.0;ALL OTHER LARCENY;;;;3110 W CAMERON AV
062700157;09/27/2006;03:39 PM;7.0;ALL OTHER LARCENY;;;;4941 N SHERMAN BL
062700178;09/27/2006;06:38 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2273 W ROHR AV
062700181;09/27/2006;06:12 PM;7.0;ROBBERY;;;;5120 N 32ND ST
062700211;09/27/2006;09:32 PM;4.0;AGGRAVATED ASSAULT;;;;4116 W SILVER SPRING DR
062700231;09/27/2006;10:39 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4126 N TEUTONIA AV
062700235;09/27/2006;11:04 PM;4.0;MOTOR VEHICLE THEFT;;;;5677 N 33RD ST
062710004;09/27/2006;12:54 AM;7.0;MOTOR VEHICLE THEFT;;;;5028 N 23RD ST
062710009;09/27/2006;11:05 PM;7.0;ROBBERY;;;;3709 W VILLARD AV
062690005;09/26/2006;12:21 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2121 W EGGERT PL
062690018;09/26/2006;12:06 AM;7.0;MOTOR VEHICLE THEFT;;;;3450 W HOPKINS ST
062690036;09/26/2006;12:13 AM;4.0;BURGLARY/BREAKING AND ENTERING;AGGRAVATED ASSAULT;;;3918 W SILVER SPRING DR
062690043;09/26/2006;05:47 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5400 N GREEN BAY AV
062690070;09/26/2006;08:53 AM;7.0;ALL OTHER LARCENY;;;;4854 N 50TH ST
062690072;09/26/2006;09:04 AM;7.0;MOTOR VEHICLE THEFT;;;;5188 N TEUTONIA AV
062690103;09/26/2006;09:13 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5754 N TEUTONIA AV
062690109;09/26/2006;12:30 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6159 N 40TH ST
062690143;09/26/2006;02:16 PM;4.0;ALL OTHER LARCENY;;;;6401 N 43RD ST
062690164;09/26/2006;03:42 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;5022 N SHERMAN BL
062690201;09/26/2006;05:04 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4456 N 25TH ST
062690216;09/26/2006;06:35 PM;7.0;ALL OTHER LARCENY;;;;4735 N 19TH PL
062690219;09/26/2006;01:50 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;7037 N 42ND ST
062690231;09/26/2006;07:38 PM;7.0;ALL OTHER LARCENY;;;;1801 W OLIVE ST
062690234;09/26/2006;05:44 PM;7.0;AGGRAVATED ASSAULT;;;;5190 N 40TH ST
062690239;09/26/2006;08:08 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;1810 W OLIVE ST
062690244;09/26/2006;05:44 PM;7.0;AGGRAVATED ASSAULT;;;;5190 N 40TH ST
062690267;09/26/2006;11:20 PM;7.0;MOTOR VEHICLE THEFT;;;;1700 W OLIVE ST
062690268;09/26/2006;11:27 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;5150 N 35TH ST
062700009;09/26/2006;11:59 PM;4.0;AGGRAVATED ASSAULT;;;;6835 N DARIEN ST #4
062680013;09/25/2006;08:05 AM;7.0;ARSON;;;;4649 N 19TH ST
062680024;09/25/2006;04:33 AM;7.0;MOTOR VEHICLE THEFT;;;;4578 N 23RD ST
062680035;09/25/2006;07:40 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6094 N HOPKINS ST
062680043;09/25/2006;06:54 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4071 N 15TH ST
062680060;09/25/2006;07:53 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;3809 W FAIRMOUNT AV
062680064;09/25/2006;09:14 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;5541 N TEUTONIA AV
062680066;09/25/2006;07:29 AM;7.0;MOTOR VEHICLE THEFT;;;;4321 N 25TH ST
062680067;09/25/2006;08:56 AM;4.0;SIMPLE ASSAULT;ALL OTHER LARCENY;;;6925 N DARIEN ST
062680071;09/25/2006;09:39 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1700 W CAPITOL DR
062680080;09/25/2006;08:18 AM;4.0;SIMPLE ASSAULT;;;;5312 N 36TH ST
062680127;09/25/2006;10:29 AM;7.0;MOTOR VEHICLE THEFT;;;;4575 N TEUTONIA AV
062680129;09/25/2006;10:53 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4519 N 21ST ST
062680139;09/25/2006;10:16 AM;7.0;ALL OTHER LARCENY;;;;4944 N 25TH ST
062680151;09/25/2006;02:41 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5045 N 47TH ST
062680159;09/25/2006;12:40 PM;7.0;MOTOR VEHICLE THEFT;;;;4821 N 22ND ST
062680164;09/25/2006;02:07 PM;4.0;MOTOR VEHICLE THEFT;;;;3740 W CLINTON AV
062680193;09/25/2006;12:54 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5240 N 35TH ST
062680197;09/25/2006;04:59 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3825 W GREEN TREE RD
062680205;09/25/2006;04:32 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5640 N 34TH ST
062680206;09/25/2006;04:57 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5037 N 48TH ST
062680239;09/25/2006;04:10 PM;7.0;MOTOR VEHICLE THEFT;;;;4375 N 27TH ST
062680240;09/25/2006;06:05 PM;7.0;SIMPLE ASSAULT;;;;5051 N 48TH ST
062680244;09/25/2006;05:37 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6916 N 43RD ST
062680248;09/25/2006;07:39 PM;4.0;ALL OTHER LARCENY;;;;6401 N 43RD ST
062680254;09/25/2006;07:52 PM;4.0;MOTOR VEHICLE THEFT;;;;3825 W VERA AV
062680255;09/25/2006;07:53 PM;4.0;ALL OTHER LARCENY;;;;3825 W VERA AV
062680263;09/25/2006;07:49 PM;4.0;ALL OTHER LARCENY;;;;4701 W MILL RD
062690009;09/25/2006;11:18 PM;7.0;SIMPLE ASSAULT;;;;5128 N 23RD ST
062690011;09/25/2006;10:49 PM;7.0;MOTOR VEHICLE THEFT;;;;4933 N TEUTONIA AV
062690019;09/25/2006;10:18 PM;7.0;MOTOR VEHICLE THEFT;;;;4230 W FAIRMOUNT AV
062670005;09/24/2006;12:23 AM;7.0;MOTOR VEHICLE THEFT;;;;1956 W CONGRESS ST
062670035;09/24/2006;01:36 PM;4.0;MOTOR VEHICLE THEFT;;;;3500 W SILVER SPRING DR
062670074;09/24/2006;09:36 AM;7.0;MOTOR VEHICLE THEFT;;;;1916 W CONGRESS ST
062670090;09/24/2006;12:17 PM;7.0;MOTOR VEHICLE THEFT;;;;4800 N 39TH ST
062670096;09/24/2006;12:35 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;7373 N TEUTONIA AV
062670126;09/24/2006;03:36 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;7835 N GREEN BAY RD
062670136;09/24/2006;01:34 PM;7.0;SIMPLE ASSAULT;ALL OTHER LARCENY;;;1901 W VILLARD AV
062670180;09/24/2006;07:08 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3354 W HOPKINS ST
062680002;09/24/2006;11:59 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;5828 N TEUTONIA AV
062660038;09/23/2006;02:55 AM;7.0;ROBBERY;;;;4965 N 24TH ST
062660061;09/23/2006;07:45 AM;3.0;SIMPLE ASSAULT;;;;2041 W ATKINSON AVE
062660065;09/23/2006;08:29 AM;7.0;ALL OTHER LARCENY;;;;4383 N 27TH ST
062660076;09/23/2006;10:16 AM;7.0;MOTOR VEHICLE THEFT;;;;4954 N 51ST BL
062660097;09/23/2006;12:14 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4731 N 28TH ST
062660101;09/23/2006;10:59 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;1960 W ATKINSON AV
062660132;09/23/2006;02:10 PM;5.0;AGGRAVATED ASSAULT;;;;1408 W CAPITOL DR
062660135;09/23/2006;02:43 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;7305 N SUSSEX ST
062660166;09/23/2006;04:40 PM;4.0;MOTOR VEHICLE THEFT;;;;7463 N TEUTONIA AV
062660172;09/23/2006;03:23 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4401 N 26TH ST
062660175;09/23/2006;06:15 PM;7.0;ALL OTHER LARCENY;;;;4500 N TEUTONIA AV
062660187;09/23/2006;07:34 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4872 N 41ST ST
062660200;09/23/2006;06:31 PM;7.0;MOTOR VEHICLE THEFT;;;;2531 W VICTORY LA
062660209;09/23/2006;07:14 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4675 N 20TH ST
062650050;09/22/2006;09:01 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;4109 W DOUGLAS AV
062650054;09/22/2006;09:28 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4940 N 22ND ST
062650082;09/22/2006;11:59 AM;7.0;ALL OTHER LARCENY;;;;2900 W CAPITOL DR
062650095;09/22/2006;12:14 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6681 N TEUTONIA AV
062650100;09/22/2006;11:37 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5839 N TEUTONIA AV #1
062650113;09/22/2006;11:12 AM;7.0;ALL OTHER LARCENY;;;;5000 N 53RD ST
062650120;09/22/2006;01:23 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;7835 N GREEN BAY RD
062650125;09/22/2006;10:07 AM;4.0;MOTOR VEHICLE THEFT;;;;3806 W DOUGLAS AV
062650165;09/22/2006;02:30 PM;7.0;ROBBERY;;;;3217 W VILLARD AV
062650173;09/22/2006;11:49 AM;4.0;ROBBERY;;;;5308 N 29TH ST #1
062650178;09/22/2006;05:08 PM;7.0;MOTOR VEHICLE THEFT;;;;4965 N 52ND ST
062650182;09/22/2006;06:27 PM;7.0;MOTOR VEHICLE THEFT;;;;1800 W OLIVE ST
062650212;09/22/2006;08:07 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;7047 N 43RD ST #2
062650226;09/22/2006;09:23 PM;4.0;AGGRAVATED ASSAULT;;;;3002 W SILVER SPRING DR
062650229;09/22/2006;10:40 PM;4.0;ROBBERY;;;;6093 N 36TH ST
062660012;09/22/2006;09:22 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5067 N 41ST ST
062640014;09/21/2006;01:49 AM;7.0;MOTOR VEHICLE THEFT;;;;4941 N 52ND ST
062640048;09/21/2006;08:36 AM;7.0;MOTOR VEHICLE THEFT;;;;4000 N 27TH ST
062640128;09/21/2006;04:10 PM;7.0;SIMPLE ASSAULT;;;;4245 N 27TH ST #7
062640139;09/21/2006;05:51 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5692 N 36TH ST
062640142;09/21/2006;06:05 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4245 N 27TH ST #2
062640144;09/21/2006;04:46 PM;4.0;AGGRAVATED ASSAULT;;;;6969 N TEUTONIA AV #4
062640147;09/21/2006;06:26 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4800 N SHERMAN BL
062640168;09/21/2006;08:12 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2040 W ATKINSON AV
062650005;09/21/2006;10:30 PM;7.0;ROBBERY;;;;5173 N 35TH ST
062630017;09/20/2006;01:28 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;3432 W SILVER SPRING DR
062630019;09/20/2006;02:11 AM;4.0;AGGRAVATED ASSAULT;;;;7049 N TEUTONIA AV
062630025;09/20/2006;02:24 AM;7.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;5117 N 49TH ST #1
062630059;09/20/2006;10:16 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;THEFT FROM MOTOR VEHICLE;;;1500 W CORNELL ST
062630074;09/20/2006;11:11 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;7355 N 38TH ST
062630124;09/20/2006;03:29 PM;5.0;SIMPLE ASSAULT;;;;1030 W FIEBRANTZ AV #2
062630128;09/20/2006;04:18 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4800 W HAMPTON AV
062630137;09/20/2006;02:27 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4875 N 32ND ST
062630153;09/20/2006;05:27 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4123 W DOUGLAS AV
062630164;09/20/2006;05:35 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;7123 N TEUTONIA AV #106
062630208;09/20/2006;09:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5454 N 39TH ST
062630216;09/20/2006;10:42 PM;7.0;SIMPLE ASSAULT;;;;4950 N 21ST ST
062630218;09/20/2006;11:14 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4975 N 49TH ST
062640004;09/20/2006;10:49 PM;4.0;MOTOR VEHICLE THEFT;;;;5462 N 37TH ST
062640032;09/20/2006;05:57 PM;7.0;ALL OTHER LARCENY;;;;4215 N 24TH PL
062620024;09/19/2006;03:05 AM;4.0;SIMPLE ASSAULT;;;;3632 W GOOD HOPE RD
062620028;09/19/2006;05:14 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2912 W FAIRMOUNT AV #UPR
062620037;09/19/2006;07:39 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1801 W OLIVE ST
062620054;09/19/2006;08:00 AM;7.0;ROBBERY;;;;2001 W ATKINSON AV
062620066;09/19/2006;09:41 AM;7.0;THEFT FROM MOTOR VEHICLE;MOTOR VEHICLE THEFT;;;4821 N 22ND ST
062620087;09/19/2006;10:45 AM;7.0;MOTOR VEHICLE THEFT;;;;4074 N TEUTONIA AV
062620143;09/19/2006;12:10 PM;4.0;ROBBERY;;;;7213 N TEUTONIA AV
062620149;09/19/2006;12:06 PM;7.0;MOTOR VEHICLE THEFT;;;;4000 N TEUTONIA AV
062620165;09/19/2006;03:30 PM;7.0;SIMPLE ASSAULT;;;;4320 W EGGERT PL #3
062620202;09/19/2006;05:55 PM;7.0;ALL OTHER LARCENY;;;;5045 N 50TH ST
062620206;09/19/2006;06:19 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3700 W HAMPTON AV
062620209;09/19/2006;06:30 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4631 N PARKWAY AV
062620212;09/19/2006;06:08 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2705 W COURTLAND AV #1
062620222;09/19/2006;06:38 PM;4.0;ROBBERY;;;;5208 N TEUTONIA AV
062620244;09/19/2006;08:49 PM;4.0;MOTOR VEHICLE THEFT;;;;7171 N 42ND ST
062620245;09/19/2006;08:03 PM;7.0;SIMPLE ASSAULT;;;;3101 W GLENDALE AV
062620255;09/19/2006;06:15 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4943 N 20TH ST
062620265;09/19/2006;11:29 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1801 W OLIVE ST
062630008;09/19/2006;09:23 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4231 N 27TH ST #10
062610069;09/18/2006;09:20 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;7036 N 37TH ST
062610074;09/18/2006;09:04 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5053 N 32ND ST
062610089;09/18/2006;10:51 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5224 N 29TH ST
062610090;09/18/2006;10:53 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4836 N 47TH ST
062610110;09/18/2006;01:16 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4422 W HAMPTON AV
062610118;09/18/2006;01:15 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;5364 N 38TH ST
062610162;09/18/2006;03:38 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5512 N 31ST ST #6
062610164;09/18/2006;03:37 PM;4.0;ALL OTHER LARCENY;;;;2037 W NEIL PL
062610169;09/18/2006;03:17 PM;7.0;SIMPLE ASSAULT;;;;4200 W HAMPTON AV
062610173;09/18/2006;03:33 PM;7.0;ALL OTHER LARCENY;;;;5065 N HOPKINS ST #APT13
062610205;09/18/2006;05:50 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4200 N 16TH ST
062610214;09/18/2006;05:24 PM;7.0;DISORDERLY CONDUCT;AGGRAVATED ASSAULT;;;4513 W VILLARD AV #A
062610263;09/18/2006;10:29 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3720 W GREEN TREE RD
062610269;09/18/2006;08:19 PM;7.0;ROBBERY;;;;2851 W RUBY AV
062610271;09/18/2006;10:50 PM;7.0;AGGRAVATED ASSAULT;;;;4301 N TEUTONIA AV
062620002;09/18/2006;10:12 PM;7.0;ROBBERY;;;;4855 N 20TH ST
062600010;09/17/2006;01:47 AM;4.0;MOTOR VEHICLE THEFT;;;;5839 N 35TH ST
062600066;09/17/2006;09:16 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4934 W FAIRMOUNT AV
062600115;09/17/2006;02:10 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5747 N 29TH ST
062600128;09/17/2006;03:02 PM;4.0;MOTOR VEHICLE THEFT;;;;7265 N TEUTONIA AV
062600129;09/17/2006;03:08 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4344 N 27TH ST
062600147;09/17/2006;02:41 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5224 N 29TH ST
062600158;09/17/2006;04:48 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3531 W SILVER SPRING DR
062600170;09/17/2006;02:58 PM;7.0;ROBBERY;;;;4922 N 51ST BL
062600172;09/17/2006;04:02 PM;7.0;ARSON;;;;4629 N 19TH ST
062600185;09/17/2006;05:46 PM;4.0;AGGRAVATED ASSAULT;DISORDERLY CONDUCT;;;4118 W KAUL AV
062600186;09/17/2006;07:11 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4700 W HAMPTON AV
062600204;09/17/2006;04:17 PM;7.0;MOTOR VEHICLE THEFT;;;;2522 W CAPITOL DR
062600206;09/17/2006;06:27 PM;7.0;SHOPLIFTING;;;;2222 W CAPITOL DR
062610026;09/17/2006;09:18 PM;7.0;MOTOR VEHICLE THEFT;;;;4472 N 25TH ST
062590016;09/16/2006;01:22 AM;7.0;SIMPLE ASSAULT;;;;4952 N 25TH ST
062590025;09/16/2006;01:10 AM;4.0;THEFT FROM BUILDING;;;;5273 N 38TH ST #UPR
062590045;09/16/2006;02:28 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;2400 W VILLARD AV
062590045;09/16/2006;02:28 AM;4.0;DISORDERLY CONDUCT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2400 W VILLARD AV
062590076;09/16/2006;10:18 AM;7.0;SIMPLE ASSAULT;;;;2316 W RUBY AV
062590122;09/16/2006;01:52 PM;4.0;ALL OTHER LARCENY;;;;5509 N 35TH ST
062590166;09/16/2006;04:26 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5748 N 37TH ST
062590216;09/16/2006;10:40 PM;7.0;ALL OTHER LARCENY;;;;2701 W ATKINSON AV
062590218;09/16/2006;09:26 PM;4.0;MOTOR VEHICLE THEFT;;;;5695 N 41ST ST
062590220;09/16/2006;11:06 PM;7.0;SIMPLE ASSAULT;;;;4861 N 52ND ST
062580040;09/15/2006;07:03 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4617 N PARKWAY AV
062580045;09/15/2006;07:49 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4165 N 19TH PL
062580047;09/15/2006;07:25 AM;7.0;SIMPLE ASSAULT;;;;4857 N 49TH ST
062580057;09/15/2006;08:03 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;2301 W PURDUE ST
062580062;09/15/2006;09:28 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;2500 W ATKINSON AV
062580110;09/15/2006;01:38 PM;7.0;ALL OTHER LARCENY;;;;2700 W ROOSEVELT DR
062580119;09/15/2006;01:57 PM;7.0;SIMPLE ASSAULT;;;;4972-A W FAIRMOUNT AV
062580124;09/15/2006;02:46 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2221 W HAMPTON AV
062580128;09/15/2006;01:46 PM;4.0;THEFT FROM BUILDING;;;;6111 N TEUTONIA AV
062580145;09/15/2006;02:27 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5170 N 31ST ST
