Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
063330181;11/29/2006;06:08 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3300 W CAMERON AV
063330197;11/29/2006;05:13 PM;7.0;KIDNAPING;SIMPLE ASSAULT;;;4295 N TEUTONIA AV
063330213;11/29/2006;04:46 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;7105 N TEUTONIA AV #10
063330232;11/29/2006;10:18 PM;4.0;ALL OTHER LARCENY;;;;5253 N 31ST ST
063330233;11/29/2006;07:25 PM;7.0;ALL OTHER LARCENY;;;;5041 N 22ND ST
063360021;11/29/2006;01:03 PM;4.0;ALL OTHER LARCENY;;;;4124 W GOOD HOPE RD
063320052;11/28/2006;09:43 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4304 N 22ND ST
063320054;11/28/2006;09:44 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4306 N 22ND ST
063320073;11/28/2006;10:22 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;1801 W OLIVE ST
063320075;11/28/2006;11:33 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4237 N 21ST ST
063320077;11/28/2006;11:31 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;2321 W HAMPTON AV
063320099;11/28/2006;12:13 PM;7.0;SHOPLIFTING;;;;5016 N HOPKINS ST
063320105;11/28/2006;11:47 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4450 N 21ST ST
063320156;11/28/2006;11:59 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;2208 W NEIL PL
063320160;11/28/2006;04:31 PM;7.0;SIMPLE ASSAULT;;;;4938 N 47TH ST
063320179;11/28/2006;03:04 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4445 N 27TH ST
063320180;11/28/2006;04:34 PM;7.0;MOTOR VEHICLE THEFT;;;;3209 W VILLARD AV
063320206;11/28/2006;08:00 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5104 N 20TH ST
063320208;11/28/2006;06:57 PM;4.0;ROBBERY;;;;5426 N 38TH ST
063320213;11/28/2006;07:33 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4620 N 28TH ST
063320214;11/28/2006;06:58 PM;4.0;SHOPLIFTING;;;;3030 W VILLARD AV
063320217;11/28/2006;06:36 PM;7.0;MOTOR VEHICLE THEFT;;;;4157 N 21ST ST
063320229;11/28/2006;10:05 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5036 N 28TH ST
063320230;11/28/2006;08:12 PM;4.0;SIMPLE ASSAULT;;;;6900 N SUSSEX ST
063290020;11/27/2006;07:10 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6280 N TEUTONIA AV
063310014;11/27/2006;01:59 AM;4.0;MOTOR VEHICLE THEFT;;;;2136 W NEIL PL
063310020;11/27/2006;04:16 AM;4.0;ALL OTHER LARCENY;;;;6865 N 42ND ST
063310021;11/27/2006;06:13 AM;7.0;MOTOR VEHICLE THEFT;;;;2606 W CAPITOL DR
063310023;11/27/2006;05:56 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;THEFT FROM MOTOR VEHICLE;;;5740 N 32ND ST
063310034;11/27/2006;06:41 AM;4.0;MOTOR VEHICLE THEFT;;;;5665 N TEUTONIA AV
063310036;11/27/2006;07:54 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;1500 W CONGRESS ST
063310043;11/27/2006;06:59 AM;4.0;MOTOR VEHICLE THEFT;;;;5821 N 34TH ST
063310047;11/27/2006;08:30 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1836 W CONGRESS ST
063310066;11/27/2006;08:18 AM;7.0;ALL OTHER LARCENY;;;;4044 N 31ST ST
063310139;11/27/2006;10:49 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5163 N 27TH ST
063310151;11/27/2006;02:57 PM;7.0;MOTOR VEHICLE THEFT;;;;5200 W HAMPTON AV
063310158;11/27/2006;12:11 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4756 N 24TH PL
063310167;11/27/2006;04:24 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4933 N 42ND ST
063310194;11/27/2006;04:40 PM;7.0;ROBBERY;;;;4030 N TEUTONIA AV
063310210;11/27/2006;07:09 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5075 N SHERMAN BL
063310222;11/27/2006;05:52 PM;7.0;AGGRAVATED ASSAULT;;;;4021 N 24TH PL #APTLW
063310224;11/27/2006;07:06 PM;4.0;MOTOR VEHICLE THEFT;;;;4202 W SILVER SPRING DR
063310230;11/27/2006;09:02 PM;4.0;MOTOR VEHICLE THEFT;;;;2830 W BOBOLINK AV #4
063310249;11/27/2006;06:52 PM;7.0;MOTOR VEHICLE THEFT;;;;5076 N 23RD ST
063300030;11/26/2006;01:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6263 N TEUTONIA AV
063300031;11/26/2006;01:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6263 N TEUTONIA AV
063300032;11/26/2006;01:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6263 N TEUTONIA AV
063300033;11/26/2006;01:15 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6263 N TEUTONIA AV
063300034;11/26/2006;01:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6263 N TEUTONIA AV
063300035;11/26/2006;01:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6263 N TEUTONIA AV
063300036;11/26/2006;01:15 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6263 N TEUTONIA AV
063300040;11/26/2006;03:06 AM;4.0;SIMPLE ASSAULT;;;;5372 N 36TH ST
063300045;11/26/2006;02:03 AM;7.0;AGGRAVATED ASSAULT;;;;4327 N 25TH ST
063300056;11/26/2006;07:29 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;6043 N 36TH ST
063300062;11/26/2006;08:02 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4033 N 18TH ST
063300065;11/26/2006;08:38 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6263 N TEUTONIA AV
063300068;11/26/2006;07:37 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;4732 W WOOLWORTH AV
063300080;11/26/2006;09:20 AM;4.0;ALL OTHER LARCENY;;;;3500 W VILLARD AV
063300081;11/26/2006;08:04 AM;7.0;MOTOR VEHICLE THEFT;;;;4566 N 31ST ST
063300087;11/26/2006;09:58 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;2936 W HAMPTON AV
063300088;11/26/2006;09:58 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2936 W HAMPTON AV
063300089;11/26/2006;09:07 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4831 N 19TH PL #A
063300106;11/26/2006;10:44 AM;4.0;SIMPLE ASSAULT;;;;3700 W GREEN TREE RD #3
063300115;11/26/2006;10:49 AM;4.0;MOTOR VEHICLE THEFT;THEFT FROM MOTOR VEHICLE;;;3118 W THURSTON AV
063300123;11/26/2006;12:32 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4101 W THURSTON AV
063300153;11/26/2006;02:41 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3033 W BOBOLINK AV
063300156;11/26/2006;02:51 PM;7.0;SIMPLE ASSAULT;;;;4415 N 25TH ST
063300171;11/26/2006;02:57 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4320 W EGGERT PL #6
063300172;11/26/2006;04:14 PM;4.0;MOTOR VEHICLE THEFT;;;;2917 W CUSTER AV
063300178;11/26/2006;05:13 PM;5.0;SIMPLE ASSAULT;;;;4133 N 10TH ST
063300179;11/26/2006;03:49 PM;7.0;ROBBERY;;;;2129 W ATKINSON AV
063300181;11/26/2006;05:22 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;AGGRAVATED ASSAULT;;;4819 W LUSCHER AV
063300184;11/26/2006;06:15 PM;4.0;ALL OTHER LARCENY;;;;7155 N 43RD ST
063300194;11/26/2006;06:29 PM;7.0;SIMPLE ASSAULT;;;;4965 N HOPKINS ST #12
063300206;11/26/2006;07:27 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6767 N TEUTONIA AV
063300210;11/26/2006;06:59 PM;7.0;SIMPLE ASSAULT;;;;4850 N 48TH ST #9
063300237;11/26/2006;11:35 PM;4.0;MOTOR VEHICLE THEFT;;;;5427 N 40TH ST
063290012;11/25/2006;12:50 AM;7.0;AGGRAVATED ASSAULT;;;;5048 N 35TH ST #LOWER
063290032;11/25/2006;04:15 AM;7.0;SIMPLE ASSAULT;ALL OTHER LARCENY;;;4864 N 22ND ST
063290041;11/25/2006;08:15 AM;4.0;AGGRAVATED ASSAULT;;;;6418 N 51ST ST
063290046;11/25/2006;08:11 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4709 N 21ST ST
063290051;11/25/2006;08:37 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4852 N 37TH ST
063290058;11/25/2006;09:09 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4970 N 36TH ST
063290062;11/25/2006;09:15 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4956 N 27TH ST
063290068;11/25/2006;09:53 AM;4.0;ALL OTHER LARCENY;;;;5115 W GOOD HOPE RD
063290069;11/25/2006;08:36 AM;4.0;MOTOR VEHICLE THEFT;;;;4240 W SILVER SPRING DR
063290084;11/25/2006;09:13 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5670 N 38TH ST
063290099;11/25/2006;11:38 AM;4.0;SIMPLE ASSAULT;;;;3920 W GOOD HOPE RD #5
063290103;11/25/2006;11:38 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3920 W GOOD HOPE RD #5
063290134;11/25/2006;04:15 PM;7.0;MOTOR VEHICLE THEFT;;;;2061 W ATKINSON AV
063290168;11/25/2006;07:14 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;5104 N 20TH ST
063290169;11/25/2006;06:17 PM;7.0;ROBBERY;;;;4560 W FAIRMOUNT AV
063290187;11/25/2006;08:31 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4740 W GREEN TREE RD
063290192;11/25/2006;08:45 PM;7.0;SHOPLIFTING;DISORDERLY CONDUCT;;;4030 N TEUTONIA AV
063290215;11/25/2006;09:02 PM;7.0;ROBBERY;;;;5117 N 32ND ST
063290220;11/25/2006;10:36 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;3310 W VILLARD AV
063300051;11/25/2006;09:58 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5743 N 39TH ST
063280019;11/24/2006;01:35 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4574 N 22ND ST
063280065;11/24/2006;09:48 AM;4.0;ALL OTHER LARCENY;;;;6865 N 42ND ST #LOWER
063280082;11/24/2006;11:40 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4304 N 22ND ST
063280087;11/24/2006;11:38 AM;4.0;SIMPLE ASSAULT;;;;3410 W FLORIST AV
063280100;11/24/2006;08:27 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4375 N 27TH ST
063280111;11/24/2006;02:47 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5747 N 29TH ST
063280135;11/24/2006;04:26 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4777 N 30TH ST
063280144;11/24/2006;05:12 PM;7.0;MOTOR VEHICLE THEFT;;;;5173 N TEUTONIA AV
063280158;11/24/2006;05:25 PM;4.0;ALL OTHER LARCENY;;;;6263 N TEUTONIA AV
063280165;11/24/2006;06:26 PM;7.0;MOTOR VEHICLE THEFT;;;;4148 N 24TH PL
063280184;11/24/2006;07:54 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;;;5127 N 19TH PL
063280189;11/24/2006;08:54 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;2750 W STARK ST
063280201;11/24/2006;09:08 PM;7.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4888 N 22ND ST
063270018;11/23/2006;01:41 AM;7.0;AGGRAVATED ASSAULT;;;;2810 W GLENDALE AV #UPPER
063270038;11/23/2006;03:54 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4037 N 17TH ST
063270050;11/23/2006;05:48 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4219 N 16TH ST
063270071;11/23/2006;08:46 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4831-A N 19TH PL
063270072;11/23/2006;08:46 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4831 N 19TH PL #A
063270093;11/23/2006;12:23 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6099 N 35TH ST
063270117;11/23/2006;03:24 PM;7.0;MOTOR VEHICLE THEFT;;;;2800 W CONGRESS ST
063270123;11/23/2006;12:44 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4719 N 30TH ST
063270130;11/23/2006;04:30 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6945 N 41ST ST
063270138;11/23/2006;06:30 PM;7.0;MOTOR VEHICLE THEFT;;;;4624 N 29TH ST
063270169;11/23/2006;10:38 PM;4.0;MOTOR VEHICLE THEFT;;;;5748 N 37TH ST
063260008;11/22/2006;06:45 AM;7.0;ARSON;;;;4805 N SHERMAN BL
063260021;11/22/2006;03:47 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2601 W HAMPTON AV
063260025;11/22/2006;04:10 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5123 W VILLARD AV
063260036;11/22/2006;08:20 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4525 N 20TH ST
063260045;11/22/2006;08:56 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;1801 W OLIVE ST
063260050;11/22/2006;08:04 AM;4.0;AGGRAVATED ASSAULT;;;;4652 W BRENTWOOD CT
063260071;11/22/2006;11:23 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4188 N 21ST ST
063260082;11/22/2006;12:11 PM;7.0;ALL OTHER LARCENY;;;;2629 W ROOSEVELT DR #1
063260092;11/22/2006;01:15 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1812 W CONGRESS ST
063260132;11/22/2006;02:17 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;4117 N 14TH ST
063260161;11/22/2006;06:02 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5033 N 19TH PL
063260186;11/22/2006;08:34 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;DISORDERLY CONDUCT;;;4248 N 25TH ST
063270002;11/22/2006;10:55 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5239 N 37TH ST
063270011;11/22/2006;10:56 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5753 N 39TH ST
063250031;11/21/2006;07:51 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5273 N 33RD ST
063250046;11/21/2006;08:29 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3322 W VERA AV
063250057;11/21/2006;08:40 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4668 N 27TH ST
063250163;11/21/2006;08:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5163 N 28TH ST
063250177;11/21/2006;09:55 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1812 W CONGRESS ST
063250222;11/21/2006;03:02 PM;4.0;ALL OTHER LARCENY;;;;3600 W ELM ST
063250232;11/21/2006;03:55 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5230 N SHERMAN BL
063250251;11/21/2006;04:04 PM;5.0;AGGRAVATED ASSAULT;DISORDERLY CONDUCT;;;1229 W OLIVE ST
063250256;11/21/2006;04:04 PM;5.0;SIMPLE ASSAULT;;;;1229 W OLIVE ST
063250262;11/21/2006;05:33 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4506 N 22ND ST
063250271;11/21/2006;05:46 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5019 N 24TH PL
063250283;11/21/2006;06:52 PM;4.0;ALL OTHER LARCENY;;;;6177 N 39TH ST
063250307;11/21/2006;08:45 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4101 N 14TH ST
063250308;11/21/2006;08:02 PM;7.0;ROBBERY;;;;4888 N 22ND ST
063250310;11/21/2006;09:41 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2801 W CUSTER AV
063240017;11/20/2006;01:43 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;5236 N 34TH ST #APTA
063240019;11/20/2006;01:31 AM;5.0;ALL OTHER LARCENY;;;;4172 N 14TH ST
063240029;11/20/2006;03:53 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;3244 W VERA AV
063240102;11/20/2006;11:08 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4834 N 24TH PL
063240119;11/20/2006;01:32 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4520 N 27TH ST #8
063240134;11/20/2006;02:30 PM;7.0;ALL OTHER LARCENY;;;;5075 N SHERMAN BL
063240163;11/20/2006;03:57 PM;4.0;SHOPLIFTING;;;;6512 N TEUTONIA AV
063240173;11/20/2006;05:03 PM;4.0;MOTOR VEHICLE THEFT;;;;5220 N 35TH ST
063240178;11/20/2006;04:47 PM;4.0;MOTOR VEHICLE THEFT;;;;6617 N TEUTONIA AV
063240187;11/20/2006;06:02 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1900 W FIEBRANTZ AV
063240249;11/20/2006;08:15 PM;5.0;AGGRAVATED ASSAULT;;;;4182 N 13TH ST
063250004;11/20/2006;08:31 PM;7.0;ALL OTHER LARCENY;;;;4755 N 30TH ST
063250007;11/20/2006;07:57 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5179 N TEUTONIA AV #2
063230019;11/19/2006;01:23 AM;;HOMICIDE;;;;2502 W HAMPTON AV
063230024;11/19/2006;02:33 AM;7.0;MOTOR VEHICLE THEFT;;;;4780 N 30TH ST
063230036;11/19/2006;05:32 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6969 N 43RD ST
063230040;11/19/2006;06:19 AM;7.0;AGGRAVATED ASSAULT;;;;2020 W FAIRMOUNT AV
063230081;11/19/2006;10:26 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4752 N 19TH ST
063230100;11/19/2006;12:13 PM;4.0;MOTOR VEHICLE THEFT;;;;5533 N 35TH ST
063230169;11/19/2006;05:57 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5050 N 25TH ST
063220010;11/18/2006;12:55 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;5060 N 26TH ST
063220011;11/18/2006;12:50 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;5049 N 35
063220012;11/18/2006;12:50 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;5049 N 35TH ST
063220022;11/18/2006;07:49 AM;7.0;ROBBERY;;;;3300 W HAMPTON AV
063220027;11/18/2006;03:14 AM;7.0;AGGRAVATED ASSAULT;;;;4963 N 37TH ST
063220061;11/18/2006;08:23 AM;4.0;SIMPLE ASSAULT;;;;5976 N 36TH ST
063220064;11/18/2006;09:16 AM;7.0;ALL OTHER LARCENY;;;;5107 N 21ST ST
063220077;11/18/2006;09:15 AM;7.0;SIMPLE ASSAULT;;;;3819 W FAIRMOUNT AV
063220085;11/18/2006;11:11 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4750 N 24TH PL
063220120;11/18/2006;02:20 PM;4.0;MOTOR VEHICLE THEFT;;;;5230 N 42ND ST
063220123;11/18/2006;11:29 AM;7.0;AGGRAVATED ASSAULT;;;;4925 N 24TH ST
063220123;11/18/2006;11:29 AM;7.0;ROBBERY;;;;4925 N 24TH ST
063220151;11/18/2006;05:28 PM;4.0;MOTOR VEHICLE THEFT;;;;5748 N 35TH ST
063220169;11/18/2006;06:49 PM;4.0;MOTOR VEHICLE THEFT;;;;5237 N 35TH ST
063220179;11/18/2006;07:34 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5048 N 39TH ST #LWR
063220182;11/18/2006;08:07 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;5070 N 20TH ST
063220187;11/18/2006;08:19 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4927 N 46TH ST
063220189;11/18/2006;07:40 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;7123 N TEUTONIA AV #105
063220205;11/18/2006;09:23 PM;7.0;AGGRAVATED ASSAULT;;;;4877 N 37TH ST
063210014;11/17/2006;01:00 AM;4.0;AGGRAVATED ASSAULT;;;;3244 W VERA AV
063210032;11/17/2006;04:40 AM;7.0;ARSON;;;;2225 W OLIVE ST
063210037;11/17/2006;06:56 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1801 W GLENDALE AV
063210038;11/17/2006;06:56 AM;7.0;ALL OTHER LARCENY;;;;1801 W GLENDALE AV
063210057;11/17/2006;07:16 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;4554 W WOOLWORTH AV
063210076;11/17/2006;11:01 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4909 N 39TH ST
063210086;11/17/2006;11:30 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;5144 N 19TH ST
063210094;11/17/2006;12:11 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4290 N TEUTONIA AV
063210101;11/17/2006;12:21 PM;7.0;MOTOR VEHICLE THEFT;;;;4903 N 39TH ST #5
063210116;11/17/2006;12:00 PM;5.0;MOTOR VEHICLE THEFT;;;;1132 W CAPITOL DR
063210120;11/17/2006;01:58 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4118 N GREEN BAY AV
063210121;11/17/2006;02:07 PM;4.0;ALL OTHER LARCENY;;;;6024 N 35TH ST #102
063210133;11/17/2006;11:31 AM;7.0;ROBBERY;;;;4114 N 22ND ST
063210137;11/17/2006;02:09 PM;4.0;ALL OTHER LARCENY;;;;4116 W SILVER SPRING DR
063210168;11/17/2006;05:24 PM;7.0;MOTOR VEHICLE THEFT;;;;3027 W EGGERT PL
063210171;11/17/2006;05:28 PM;4.0;SIMPLE ASSAULT;;;;5489 N LONG ISLAND DR #LWR
063210172;11/17/2006;05:10 PM;7.0;SIMPLE ASSAULT;ALL OTHER OFFENSES;;;4300 W HAMPTON AV
063210173;11/17/2006;06:00 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4070 N 24TH PL
063210197;11/17/2006;07:32 PM;4.0;MOTOR VEHICLE THEFT;;;;3425 W SILVER SPRING DR
063210204;11/17/2006;07:15 PM;7.0;ALL OTHER LARCENY;;;;5057 N 26TH ST #LOWER
063210212;11/17/2006;08:22 PM;7.0;AGGRAVATED ASSAULT;;;;3211 W FAIRMOUNT AV #A
063220002;11/17/2006;11:16 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;1934 W CONGRESS ST
