Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
062420038;08/30/2006;07:46 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4785 N 30TH ST
062420041;08/30/2006;07:50 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;5568 N 38TH ST
062420069;08/30/2006;09:04 AM;4.0;ROBBERY;;;;3328 W VILLARD AV
062420071;08/30/2006;09:38 AM;4.0;MOTOR VEHICLE THEFT;;;;5839 N TEUTONIA AV
062420078;08/30/2006;10:51 AM;7.0;SIMPLE ASSAULT;;;;4850 N 44TH ST
062420095;08/30/2006;09:44 AM;4.0;MOTOR VEHICLE THEFT;;;;7289 N TEUTONIA AV
062420097;08/30/2006;12:37 PM;7.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3800 W HAMPTON AV
062420137;08/30/2006;04:26 PM;4.0;MOTOR VEHICLE THEFT;;;;5530 N 36TH ST
062420196;08/30/2006;01:46 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4238 N 30TH ST
062420230;08/30/2006;09:23 PM;7.0;SIMPLE ASSAULT;;;;4572 N TEUTONIA AV
062420239;08/30/2006;07:57 PM;4.0;ALL OTHER LARCENY;;;;3312 W VERA AV
062420243;08/30/2006;10:55 PM;;HOMICIDE;;;;5323 N 39TH ST
062410051;08/29/2006;07:01 AM;7.0;MOTOR VEHICLE THEFT;;;;4801 W LUSCHER AV
062410057;08/29/2006;08:32 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5676 N 39TH ST
062410063;08/29/2006;08:49 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;5163 N 20TH ST
062410094;08/29/2006;11:13 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4350 N 25TH ST
062410098;08/29/2006;11:24 AM;7.0;ALL OTHER LARCENY;;;;1975 W CONGRESS ST
062410117;08/29/2006;12:48 PM;7.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4358 N 17TH ST
062410196;08/29/2006;03:52 PM;7.0;THEFT FROM BUILDING;;;;4876 N 50TH ST
062410214;08/29/2006;07:01 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6049 N 41ST ST
062410231;08/29/2006;05:59 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4820 N 52ND ST
062410237;08/29/2006;10:31 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5100 W HAMPTON AV
062410239;08/29/2006;09:22 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4462 N 21ST ST
062420011;08/29/2006;10:41 PM;7.0;MOTOR VEHICLE THEFT;;;;4888 N 24TH PL
062420013;08/29/2006;11:22 PM;4.0;MOTOR VEHICLE THEFT;;;;6883 N DARIEN ST
062420021;08/29/2006;11:52 PM;7.0;AGGRAVATED ASSAULT;;;;4030 W FAIRMOUNT AV
062400052;08/28/2006;08:50 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6122 N 36TH ST
062400067;08/28/2006;08:36 AM;7.0;ALL OTHER LARCENY;;;;4920 N 32ND ST
062400076;08/28/2006;09:59 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;5026 N 39TH ST
062400081;08/28/2006;08:24 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6041 N TEUTONIA AV
062400093;08/28/2006;08:24 AM;4.0;MOTOR VEHICLE THEFT;THEFT FROM MOTOR VEHICLE;;;6041 N TEUTONIA AV
062400096;08/28/2006;09:08 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6041 N TEUTONIA AV
062400099;08/28/2006;11:04 AM;7.0;ALL OTHER LARCENY;;;;4624 N 18TH ST
062400100;08/28/2006;11:05 AM;7.0;ALL OTHER LARCENY;;;;4618 N 18TH ST
062400102;08/28/2006;10:20 AM;7.0;MOTOR VEHICLE THEFT;;;;4204 N 22ND ST
062400135;08/28/2006;01:40 PM;7.0;ALL OTHER LARCENY;;;;2425 W PURDUE ST
062400136;08/28/2006;01:43 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1801 W OLIVE ST
062400138;08/28/2006;01:54 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;1801 W OLIVE ST
062400162;08/28/2006;03:30 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4964 N 53RD ST
062400164;08/28/2006;01:40 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;1801 W OLIVE ST #MSTRC
062400165;08/28/2006;01:40 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1801 W OLIVE ST #MSTRC
062400192;08/28/2006;01:34 PM;4.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;5512 N 31ST ST #10
062400203;08/28/2006;06:25 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5904 N SHERMAN BL
062400212;08/28/2006;06:53 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3902 W SHERIDAN AV
062400225;08/28/2006;07:03 PM;7.0;SIMPLE ASSAULT;;;;4573 N 29TH ST
062400248;08/28/2006;08:14 PM;4.0;AGGRAVATED ASSAULT;;;;6902 N 42ND ST
062400264;08/28/2006;10:02 PM;4.0;ROBBERY;;;;6807 N DARIEN ST
062380205;08/27/2006;10:30 PM;;HOMICIDE;;;;3425 W SILVER SPRING DR
062390020;08/27/2006;01:11 AM;5.0;SIMPLE ASSAULT;;;;4136 N GREEN BAY AV
062390021;08/27/2006;01:11 AM;5.0;AGGRAVATED ASSAULT;;;;4136 N GREEN BAY AV
062390053;08/27/2006;05:49 AM;7.0;MOTOR VEHICLE THEFT;;;;4105 N 20TH ST
062390084;08/27/2006;09:47 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5676 N 39TH ST #LWR
062390091;08/27/2006;11:14 AM;4.0;MOTOR VEHICLE THEFT;;;;5742 N 37TH ST
062390107;08/27/2006;01:06 PM;4.0;ALL OTHER LARCENY;;;;3300 W GOOD HOPE RD
062390121;08/27/2006;01:46 PM;4.0;MOTOR VEHICLE THEFT;;;;3001 W SILVER SPRING DR
062390138;08/27/2006;02:53 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4679 N 18TH ST
062390162;08/27/2006;04:40 PM;4.0;ALL OTHER LARCENY;;;;3500 W SILVER SPRING DR
062390184;08/27/2006;06:09 PM;7.0;ALL OTHER LARCENY;;;;5016 N 26TH ST
062390198;08/27/2006;09:40 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4931 N 52ND ST
062390211;08/27/2006;06:43 PM;4.0;AGGRAVATED ASSAULT;;;;3639 W GREEN TREE RD
062390224;08/27/2006;10:22 PM;7.0;ROBBERY;;;;5110 W HAMPTON AV
062400005;08/27/2006;09:58 PM;7.0;AGGRAVATED ASSAULT;;;;4282 N 27TH ST
062380015;08/26/2006;01:07 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4824 N 25TH ST
062380028;08/26/2006;01:54 AM;7.0;AGGRAVATED ASSAULT;;;;3101 W VILLARD AV
062380043;08/26/2006;05:47 AM;4.0;MOTOR VEHICLE THEFT;;;;5450 N 38TH ST
062380051;08/26/2006;07:40 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;5735 N 39TH ST
062380060;08/26/2006;06:47 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;1930 W CONGRESS ST
062380062;08/26/2006;06:48 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4233 N 28TH ST
062380068;08/26/2006;09:29 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5771 N 38TH ST
062380087;08/26/2006;11:02 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5329 N TEUTONIA AV
062380090;08/26/2006;11:31 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4224 W VILLARD AV
062380095;08/26/2006;11:18 AM;4.0;MOTOR VEHICLE THEFT;;;;6028 N 35TH ST
062380104;08/26/2006;11:59 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5225 N 29TH ST
062380123;08/26/2006;02:37 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3513 W VILLARD AV
062380144;08/26/2006;03:47 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4810 N TEUTONIA AV
062380181;08/26/2006;05:06 PM;7.0;AGGRAVATED ASSAULT;;;;4629 N 30TH ST
062380188;08/26/2006;05:29 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4722 N 29TH ST
062390005;08/26/2006;07:15 PM;7.0;AGGRAVATED ASSAULT;;;;4770 N 30TH ST
062390018;08/26/2006;05:06 PM;7.0;ALL OTHER LARCENY;;;;4629 N 30TH ST
062430004;08/26/2006;10:10 PM;4.0;AGGRAVATED ASSAULT;;;;2806 W BOBOLINK AV
062370007;08/25/2006;12:32 AM;7.0;SIMPLE ASSAULT;;;;5065 N HOPKINS ST #4
062370020;08/25/2006;02:15 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5040 N 23RD ST
062370057;08/25/2006;09:12 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;7171 N TEUTONIA AV
062370085;08/25/2006;12:04 PM;7.0;ALL OTHER LARCENY;;;;1932 W HAMPTON AV
062370089;08/25/2006;12:15 PM;7.0;ALL OTHER LARCENY;;;;2826 W ATKINSON AV
062370096;08/25/2006;09:30 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4514 N 29TH ST
062370097;08/25/2006;11:53 AM;4.0;AGGRAVATED ASSAULT;;;;4016 W GOOD HOPE RD
062370103;08/25/2006;01:09 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6825 N DARIEN ST
062370107;08/25/2006;11:12 AM;4.0;ROBBERY;;;;5150 N GREEN BAY AV
062370142;08/25/2006;05:53 AM;5.0;ROBBERY;;;;4057 N GREEN BAY AV
062370150;08/25/2006;02:33 PM;7.0;AGGRAVATED ASSAULT;;;;2314 W HOPE AV
062370227;08/25/2006;10:05 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4934 N 53RD ST
062370229;08/25/2006;08:41 PM;5.0;ROBBERY;;;;4057 N GREEN BAY AV
062370231;08/25/2006;06:32 PM;7.0;ALL OTHER LARCENY;;;;4244 N TEUTONIA AV #21
062380005;08/25/2006;10:20 PM;7.0;ROBBERY;;;;4632 N 28TH ST
062360012;08/24/2006;12:56 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;LIQUOR LAW VIOLATIONS;;;1916 W CONGRESS ST
062360017;08/24/2006;12:59 AM;7.0;MOTOR VEHICLE THEFT;;;;4965 N TEUTONIA AV
062360041;08/24/2006;08:04 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5676 N 39TH ST
062360057;08/24/2006;09:23 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4541 N 28TH ST
062360059;08/24/2006;08:27 AM;7.0;INTIMIDATION;;;;2462 W CAPITOL DR
062360097;08/24/2006;12:37 PM;7.0;MOTOR VEHICLE THEFT;;;;2601 W HAMPTON AV
062360117;08/24/2006;01:57 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3900 W SILVER SPRING DR
062360120;08/24/2006;11:09 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4242 N 18TH ST
062360136;08/24/2006;03:13 PM;7.0;ALL OTHER LARCENY;;;;4536 N 24TH PL
062360139;08/24/2006;02:43 PM;4.0;SIMPLE ASSAULT;;;;3700 W GREEN TREE RD
062360140;08/24/2006;11:14 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;3001 W SILVER SPRING DR #207
062360158;08/24/2006;08:47 AM;7.0;THEFT FROM BUILDING;;;;5110 N 35TH ST
062360160;08/24/2006;05:02 PM;7.0;ALL OTHER LARCENY;;;;5151 N 51ST BL
062360173;08/24/2006;11:59 AM;4.0;ALL OTHER LARCENY;;;;5560 N 36TH ST
062360180;08/24/2006;04:39 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;3336 W VERA AV
062360189;08/24/2006;05:06 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4332 N 17TH ST
062360234;08/24/2006;10:12 PM;7.0;SIMPLE ASSAULT;;;;1974 W CONGRESS ST #3
062360236;08/24/2006;09:11 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;4014 W VERA AV
062370016;08/24/2006;09:13 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4154 N 15TH ST
062540421;08/24/2006;11:46 AM;;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6770 N 43RD ST
062350014;08/23/2006;01:32 AM;7.0;ALL OTHER LARCENY;;;;5143 N 38TH ST
062350040;08/23/2006;05:37 AM;7.0;ALL OTHER LARCENY;;;;4800 N HOPKINS ST
062350077;08/23/2006;10:06 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5544 N 32ND ST
062350122;08/23/2006;11:23 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4100 N 27TH ST
062350131;08/23/2006;01:17 PM;7.0;MOTOR VEHICLE THEFT;;;;5226 W HAMPTON AV
062350173;08/23/2006;04:34 PM;4.0;ALL OTHER LARCENY;;;;5741 N 35TH ST
062350177;08/23/2006;04:44 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;3232 W LANCASTER AV
062350187;08/23/2006;03:58 PM;7.0;AGGRAVATED ASSAULT;;;;4820 N 40TH ST
062350191;08/23/2006;05:17 PM;7.0;MOTOR VEHICLE THEFT;;;;5226 W HAMPTON AV
062350230;08/23/2006;03:57 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6433 N 48TH CT
062350238;08/23/2006;09:28 PM;4.0;ALL OTHER LARCENY;;;;3001 W SILVER SPRING DR
062350261;08/23/2006;10:46 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4184 N 17TH ST
062340027;08/22/2006;01:20 AM;4.0;SIMPLE ASSAULT;;;;5859 N 41ST ST
062340039;08/22/2006;04:34 AM;7.0;MOTOR VEHICLE THEFT;;;;4009 N 24TH PL
062340044;08/22/2006;06:29 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5690 N 39TH ST
062340047;08/22/2006;07:44 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4075 N TEUTONIA AV
062340050;08/22/2006;07:02 AM;4.0;TRESPASSING;BURGLARY/BREAKING AND ENTERING;;;5457 N 37TH ST
062340098;08/22/2006;10:55 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;4218 N 16TH ST
062340107;08/22/2006;10:01 AM;4.0;MOTOR VEHICLE THEFT;;;;5724 N 41ST ST
062340113;08/22/2006;12:02 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2350 W HAMPTON AV
062340202;08/22/2006;01:53 PM;7.0;ROBBERY;;;;4149-A N 19TH ST
062340210;08/22/2006;03:08 PM;4.0;ROBBERY;;;;3401 W FLORIST AV
062340212;08/22/2006;05:25 PM;7.0;AGGRAVATED ASSAULT;;;;5052 N 42ND ST
062350010;08/22/2006;05:25 PM;7.0;AGGRAVATED ASSAULT;;;;4135 W LANCASTER AV
062360035;08/22/2006;10:59 AM;4.0;ALL OTHER LARCENY;;;;5530 N 41ST ST
062330015;08/21/2006;12:29 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5962 N SHERMAN BL #2
062330015;08/21/2006;12:29 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5962 N SHERMAN BL #2
062330020;08/21/2006;01:20 AM;7.0;AGGRAVATED ASSAULT;;;;1931 W FIEBRANTZ AV
062330052;08/21/2006;06:41 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5439 N 40TH ST
062330079;08/21/2006;07:55 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4505 W WOOLWORTH AV
062330107;08/21/2006;09:21 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;3125 W CAMERON AV
062330128;08/21/2006;01:30 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6974 N 43RD ST #C
062330144;08/21/2006;11:36 AM;4.0;MOTOR VEHICLE THEFT;;;;5512 N 31ST ST #8
062330170;08/21/2006;03:08 PM;4.0;MOTOR VEHICLE THEFT;;;;6071 N TEUTONIA AV
062330189;08/21/2006;03:09 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;5510 N 33RD ST
062330220;08/21/2006;03:33 PM;4.0;THEFT FROM BUILDING;;;;6952 N 37TH ST #4
062330272;08/21/2006;09:55 PM;4.0;SIMPLE ASSAULT;;;;6183 N 38TH ST #UPR
062330274;08/21/2006;05:58 PM;7.0;MOTOR VEHICLE THEFT;;;;3101 W VILLARD AV
062330285;08/21/2006;11:17 PM;4.0;SIMPLE ASSAULT;;;;6119 N 37TH ST
062320031;08/20/2006;05:25 AM;4.0;ROBBERY;;;;3505 W KILEY AV
062320063;08/20/2006;09:40 AM;7.0;MOTOR VEHICLE THEFT;;;;5128 N 32ND ST
062320110;08/20/2006;03:07 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5055 N 41ST ST
062320112;08/20/2006;03:00 PM;4.0;SIMPLE ASSAULT;ALL OTHER LARCENY;;;5540 N 42ND ST
062320132;08/20/2006;04:50 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4627 N 27TH ST
062320145;08/20/2006;06:16 PM;7.0;SIMPLE ASSAULT;;;;4353 N 18TH ST
062320178;08/20/2006;08:40 PM;4.0;MOTOR VEHICLE THEFT;;;;5218 N GREEN BAY AV
062320201;08/20/2006;07:38 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4069 N 23RD ST
062330003;08/20/2006;11:40 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5924 N SHERMAN BL #1
062330004;08/20/2006;11:35 PM;7.0;THEFT FROM COIN-OPPERATED MACHINES;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4805 N SHERMAN BL
062330014;08/20/2006;09:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;4621 W MILL RD
062310025;08/19/2006;12:43 AM;4.0;MOTOR VEHICLE THEFT;;;;7436 N 43RD ST
062310054;08/19/2006;04:26 AM;4.0;MOTOR VEHICLE THEFT;;;;4032 W GREEN TREE RD
062310071;08/19/2006;05:52 AM;4.0;MOTOR VEHICLE THEFT;;;;5936 N SHERMAN BL #4
062310083;08/19/2006;05:41 AM;5.0;ROBBERY;;;;4057 N GREEN BAY AV
062310108;08/19/2006;10:43 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;5657 N 34TH ST
062310122;08/19/2006;11:43 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4153 N 21ST ST
062310142;08/19/2006;01:12 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3926 W GOOD HOPE RD
062310153;08/19/2006;01:44 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5003 N 46TH ST
062310160;08/19/2006;01:10 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5693 N 42ND ST #UPR
062310176;08/19/2006;03:34 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4932 N 20TH ST
062310188;08/19/2006;04:52 PM;7.0;MOTOR VEHICLE THEFT;;;;5177 N 31ST ST
062310193;08/19/2006;04:27 PM;4.0;MOTOR VEHICLE THEFT;;;;7373 N TEUTONIA AV #6
062310211;08/19/2006;06:56 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5944 N 37TH ST
062310227;08/19/2006;07:38 PM;7.0;SHOPLIFTING;;;;4808 N HOPKINS ST
062300044;08/18/2006;07:46 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6184 N 39TH ST
062300078;08/18/2006;11:15 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5277 N 36TH ST
062300123;08/18/2006;02:07 PM;4.0;ALL OTHER LARCENY;;;;5457 N 39TH ST
062300135;08/18/2006;02:51 PM;7.0;ALL OTHER LARCENY;;;;4920 N 19TH ST #A
062300142;08/18/2006;03:22 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5246 N 38TH ST
062300150;08/18/2006;03:06 PM;4.0;SIMPLE ASSAULT;;;;5277 N 38TH ST
062300164;08/18/2006;05:45 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5329 N TEUTONIA AV #3
062300201;08/18/2006;05:37 PM;7.0;MOTOR VEHICLE THEFT;;;;4921 N 37TH ST
062300207;08/18/2006;09:14 PM;7.0;MOTOR VEHICLE THEFT;;;;4030 N TEUTONIA AV
062310002;08/18/2006;11:50 PM;7.0;MOTOR VEHICLE THEFT;;;;4821 N 22ND ST
062310003;08/18/2006;07:52 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4752 N 30TH ST
062310005;08/18/2006;10:50 PM;7.0;ROBBERY;;;;5048 N 35TH ST
062340053;08/18/2006;07:13 PM;7.0;SIMPLE ASSAULT;;;;5127 N 39TH ST
062290007;08/17/2006;01:57 AM;4.0;SIMPLE ASSAULT;;;;3425 W SILVER SPRING DR
062290010;08/17/2006;01:25 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5739 N 37TH ST
062290022;08/17/2006;02:38 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5516 N 31ST ST
062290037;08/17/2006;07:49 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5261 N 35TH ST
062290046;08/17/2006;07:37 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;3118 W THURSTON AV
062290052;08/17/2006;08:18 AM;7.0;PURSE SNATCHING;;;;4341 W EGGERT PL
062290053;08/17/2006;07:49 AM;4.0;MOTOR VEHICLE THEFT;;;;6829 N DARIEN ST
062290069;08/17/2006;09:40 AM;7.0;ALL OTHER LARCENY;;;;5131 N GREEN BAY AV
062290072;08/17/2006;06:22 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2200 W CORNELL ST
062290102;08/17/2006;11:00 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;4461 N 28TH ST #4
062290118;08/17/2006;03:01 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4522 W HAMPTON AV
062290120;08/17/2006;01:46 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;1801 W OLIVE ST
062290159;08/17/2006;05:25 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;1801 W OLIVE ST
062290167;08/17/2006;05:51 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;4704 N 19TH ST
062290170;08/17/2006;05:43 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5150 N 35TH ST
062290205;08/17/2006;08:12 PM;4.0;SIMPLE ASSAULT;;;;7117 N 41ST ST
062290222;08/17/2006;06:43 PM;7.0;MOTOR VEHICLE THEFT;;;;1801 W OLIVE ST
062290233;08/17/2006;09:04 PM;7.0;MOTOR VEHICLE THEFT;;;;2015 W VILLARD AV
062280032;08/16/2006;07:51 AM;7.0;ALL OTHER LARCENY;;;;2903 W ROOSEVELT DR
062280041;08/16/2006;06:39 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6017-A N 38TH ST
062280071;08/16/2006;10:01 AM;4.0;ALL OTHER LARCENY;;;;4800 N GREEN BAY AV
062280112;08/16/2006;11:23 AM;7.0;ALL OTHER LARCENY;;;;1700 W CORNELL ST
062280118;08/16/2006;02:22 PM;4.0;ALL OTHER LARCENY;;;;3704 W JUNIPER CT
062280138;08/16/2006;02:29 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;7044 N TEUTONIA AV
062280178;08/16/2006;05:36 PM;7.0;ALL OTHER LARCENY;;;;4466 N 28TH ST
062290005;08/16/2006;11:52 PM;7.0;ROBBERY;;;;5060 N 24TH PL
062270013;08/15/2006;12:50 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4880 N HOPKINS ST
062270052;08/15/2006;04:28 AM;7.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;5108 N 32ND ST
062270052;08/15/2006;04:28 AM;7.0;ROBBERY;;;;5108 N 32ND ST
062270053;08/15/2006;08:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2302 W CAPITOL DR
062270059;08/15/2006;08:27 AM;7.0;ALL OTHER LARCENY;;;;2643 W ATKINSON AV
062270067;08/15/2006;08:56 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5538 N 35TH ST
