Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
060270080;01/27/2006;12:00 PM;7.0;MOTOR VEHICLE THEFT;;;2022 W ROOSEVELT DR
060270081;01/27/2006;11:34 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3525 W KIEHNAU AV
060270082;01/27/2006;12:08 PM;4.0;ALL OTHER LARCENY;;;6548 N 51ST ST
060270107;01/27/2006;01:58 PM;5.0;MOTOR VEHICLE THEFT;;;4150 N GREEN BAY AV
060270138;01/27/2006;04:14 PM;4.0;MOTOR VEHICLE THEFT;;;2400 W VILLARD AV
060270157;01/27/2006;06:05 PM;7.0;THEFT FROM MOTOR VEHICLE;;;2930 W CAPITOL DR
060270184;01/27/2006;09:06 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2400 W VILLARD AV
060270200;01/27/2006;10:31 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2041 W ATKINSON AV
060270205;01/27/2006;08:33 PM;7.0;ROBBERY;;;4181 N 19TH ST
060280006;01/27/2006;11:35 PM;7.0;AGGRAVATED ASSAULT;;;4755 N 30TH ST
060280012;01/27/2006;11:27 PM;7.0;MOTOR VEHICLE THEFT;;;4821 N 22ND ST
060260043;01/26/2006;07:46 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1712 W CAPITOL DR
060260061;01/26/2006;11:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4861 N TEUTONIA AV
060260072;01/26/2006;12:09 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4638 N 32ND ST #A
060260084;01/26/2006;12:33 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;7118 N 46TH ST
060260086;01/26/2006;11:39 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5938 N 40TH ST
060260128;01/26/2006;04:46 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6096 N 36TH ST
060260155;01/26/2006;02:03 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4541 N 22ND ST
060270003;01/26/2006;11:53 PM;7.0;SIMPLE ASSAULT;;;4957 N 27TH ST
060250003;01/25/2006;12:41 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5458 N 38TH ST
060250013;01/25/2006;02:03 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4756 N 21ST ST
060250017;01/25/2006;02:04 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;6201-A N TEUTONIA AV
060250033;01/25/2006;08:17 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5554 N 40TH ST
060250039;01/25/2006;08:26 AM;4.0;MOTOR VEHICLE THEFT;;;2400 W VILLARD AV
060250084;01/25/2006;10:35 AM;7.0;ALL OTHER LARCENY;;;4937 N 39TH ST
060250097;01/25/2006;01:32 PM;7.0;ALL OTHER LARCENY;;;5075 N SHERMAN BL
060250101;01/25/2006;01:49 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1969 W VILLARD AV
060250132;01/25/2006;04:45 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2449 W CONGRESS ST
060250150;01/25/2006;05:50 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5230 N 28TH ST
060250164;01/25/2006;04:42 PM;4.0;AGGRAVATED ASSAULT;;;6159 N TEUTONIA AV
060250181;01/25/2006;07:16 PM;4.0;ROBBERY;;;5500 N 37TH ST
060240020;01/24/2006;05:54 AM;7.0;SIMPLE ASSAULT;;;2700 W CAPITOL DR
060240045;01/24/2006;09:03 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5070 N 49TH ST
060240070;01/24/2006;10:54 AM;7.0;ALL OTHER LARCENY;;;4030 N 29TH ST
060240086;01/24/2006;01:53 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4701 N 29TH ST
060240090;01/24/2006;02:07 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4934 N 24TH PL
060240105;01/24/2006;03:17 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5160 N 39TH ST
060240107;01/24/2006;02:44 PM;7.0;ALL OTHER LARCENY;;;4339 N 27TH ST
060240109;01/24/2006;02:59 PM;7.0;MOTOR VEHICLE THEFT;;;4637 N 29TH ST
060240122;01/24/2006;03:26 PM;4.0;SIMPLE ASSAULT;;;3109 W REICHERT PL
060240167;01/24/2006;04:35 PM;7.0;ALL OTHER LARCENY;;;4951 N 50TH ST
060240186;01/24/2006;07:47 PM;4.0;MOTOR VEHICLE THEFT;;;3500 W SILVER SPRING DR
060230095;01/23/2006;11:32 AM;4.0;MOTOR VEHICLE THEFT;;;2400 W VILLARD AV
060230161;01/23/2006;09:20 PM;7.0;AGGRAVATED ASSAULT;;;4845 N 52ND ST
060230162;01/23/2006;07:24 PM;7.0;ROBBERY;;;2910 W CAPITOL DR
060220042;01/22/2006;08:09 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6017 N 38TH ST #LOWER
060220046;01/22/2006;08:48 AM;4.0;MOTOR VEHICLE THEFT;;;6401 N TEUTONIA AV
060220065;01/22/2006;12:00 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4633 N GREEN BAY AV
060220096;01/22/2006;03:30 PM;4.0;SIMPLE ASSAULT;;;5463 N 40TH ST
060220114;01/22/2006;04:56 PM;4.0;MOTOR VEHICLE THEFT;;;5226 N 38TH ST
060220132;01/22/2006;06:06 PM;7.0;ROBBERY;;;4957 N TEUTONIA AV
060220140;01/22/2006;09:17 PM;7.0;MOTOR VEHICLE THEFT;;;1975 W CONGRESS ST
060230037;01/22/2006;09:50 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4310 N 16TH ST
060210053;01/21/2006;11:03 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4234 N 30TH ST
060210084;01/21/2006;12:17 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5255 N 28TH ST
060210086;01/21/2006;01:17 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3807 W HELENA ST
060210103;01/21/2006;02:49 PM;4.0;ALL OTHER LARCENY;;;7155 N 43RD ST
060210122;01/21/2006;05:13 PM;7.0;ROBBERY;;;4891 N 25TH ST
060210123;01/21/2006;06:40 PM;4.0;SIMPLE ASSAULT;;;7018 N 43RD ST
060210145;01/21/2006;09:32 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;ALL OTHER LARCENY;THEFT FROM MOTOR VEHICLE;5358 N 36TH ST
060210147;01/21/2006;10:37 PM;4.0;ALL OTHER LARCENY;;;5100 W MILL RD
060220001;01/21/2006;09:29 PM;4.0;ROBBERY;;;6971 N TEUTONIA AV
060190124;01/20/2006;01:23 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4320 W EGGERT PL
060190125;01/20/2006;01:49 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4320 W EGGERT PL
060200055;01/20/2006;08:38 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5739 N 40TH ST
060200057;01/20/2006;08:48 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5739 N 40TH ST
060200098;01/20/2006;12:36 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1801 W OLIVE ST
060200131;01/20/2006;02:15 PM;4.0;AGGRAVATED ASSAULT;;;5306 N 35TH ST
060200137;01/20/2006;01:36 PM;4.0;AGGRAVATED ASSAULT;;;7170 N TEUTONIA AV
060200150;01/20/2006;04:31 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5525 N 41ST ST
060200168;01/20/2006;02:19 PM;4.0;ALL OTHER LARCENY;;;6600 N 42ND ST
060200172;01/20/2006;12:20 PM;4.0;MOTOR VEHICLE THEFT;;;5339 N 39TH ST
060200185;01/20/2006;07:35 PM;7.0;MOTOR VEHICLE THEFT;;;4804 N 52ND ST
060200200;01/20/2006;09:34 PM;4.0;AGGRAVATED ASSAULT;;;1738 W LAWN AV
060200204;01/20/2006;10:40 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4932 N 20TH ST
060190006;01/19/2006;12:48 AM;4.0;ROBBERY;;;3006 W BOBOLINK AV #APT1
060190024;01/19/2006;08:30 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4638 N 32ND ST
060190053;01/19/2006;11:53 AM;4.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;3030 W VILLARD AV
060190055;01/19/2006;12:02 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4933 N 49TH ST
060190062;01/19/2006;12:01 PM;7.0;ALL OTHER LARCENY;;;2406 W CAPITOL DR
060190068;01/19/2006;01:07 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6434 N 47TH ST
060190074;01/19/2006;10:02 AM;7.0;ALL OTHER LARCENY;THEFT FROM MOTOR VEHICLE;;4044 N 31ST ST
060190079;01/19/2006;02:14 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4000 N TEUTONIA AV
060190095;01/19/2006;12:39 PM;4.0;ALL OTHER LARCENY;;;5823 N 36TH ST
060190099;01/19/2006;03:10 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3740 W GREEN TREE RD #1
060190152;01/19/2006;07:10 PM;7.0;ALL OTHER LARCENY;;;5075 N SHERMAN BL
060190157;01/19/2006;07:39 PM;4.0;SIMPLE ASSAULT;;;6401 N 40TH ST
060200011;01/19/2006;10:36 PM;7.0;SIMPLE ASSAULT;;;5061 N 25TH ST
060180022;01/18/2006;07:51 AM;4.0;THEFT FROM MOTOR VEHICLE;;;5692 N 36TH ST
060180049;01/18/2006;10:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4965 N TEUTONIA AV
060180062;01/18/2006;12:09 PM;7.0;MOTOR VEHICLE THEFT;;;2711 W COURTLAND AV
060180064;01/18/2006;12:20 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5231 N 35TH ST
060180071;01/18/2006;01:08 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5665 N TEUTONIA AV
060180085;01/18/2006;01:40 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;2806 W BOBOLINK AV #2
060180095;01/18/2006;03:33 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5900 N 42ND ST
060180103;01/18/2006;04:34 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5866 N 39TH ST
060180112;01/18/2006;03:50 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5325 N 38TH ST
060180129;01/18/2006;05:39 PM;4.0;ALL OTHER LARCENY;;;5541 N TEUTONIA AV #8
060180142;01/18/2006;08:36 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4136 N 24TH PL
060180151;01/18/2006;09:43 PM;7.0;MOTOR VEHICLE THEFT;;;4209 N 27TH ST
060180158;01/18/2006;09:44 PM;4.0;AGGRAVATED ASSAULT;;;3132 W THURSTON AV
060180161;01/18/2006;07:57 PM;7.0;AGGRAVATED ASSAULT;;;2418 W HOPE AV
060180164;01/18/2006;10:39 PM;7.0;ALL OTHER LARCENY;;;5048 N 35TH ST
060180170;01/18/2006;11:05 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;3916 W ROCHELLE AV
060170019;01/17/2006;02:50 AM;4.0;MOTOR VEHICLE THEFT;THEFT FROM MOTOR VEHICLE;;3426 W VILLARD AV
060170062;01/17/2006;09:44 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4970 N 38TH ST
060170067;01/17/2006;09:17 AM;4.0;THEFT FROM BUILDING;;;4111 W MILL RD
060170071;01/17/2006;10:37 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4238 N 30TH ST
060170085;01/17/2006;11:03 AM;4.0;MOTOR VEHICLE THEFT;;;5636 N 41ST ST
060170102;01/17/2006;12:57 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2121 W ROOSEVELT DR
060170106;01/17/2006;01:40 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2909 W ROOSEVELT DR
060170132;01/17/2006;03:16 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5251 N 25TH ST
060170151;01/17/2006;01:18 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2719 W ATKINSON AV
060170165;01/17/2006;05:47 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4701 N 20TH ST
060170179;01/17/2006;06:39 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4840 N 39TH ST
060170185;01/17/2006;06:58 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6092 N 37TH ST
060170186;01/17/2006;06:21 PM;7.0;INTIMIDATION;;;4935 W FAIRMOUNT AV
060170194;01/17/2006;06:57 PM;4.0;MOTOR VEHICLE THEFT;;;5418 N 36TH ST
060170195;01/17/2006;06:57 PM;4.0;MOTOR VEHICLE THEFT;;;5418 N 36TH ST
060170211;01/17/2006;08:33 PM;7.0;AGGRAVATED ASSAULT;;;4816 W EGGERT PL
060170218;01/17/2006;06:59 PM;4.0;ROBBERY;;;6111 N TEUTONIA AV
060170222;01/17/2006;10:50 PM;7.0;ALL OTHER LARCENY;;;5055 N SHERMAN BL
060170228;01/17/2006;10:43 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5260 N 36TH ST
060160031;01/16/2006;01:02 AM;7.0;ALL OTHER LARCENY;;;4905 N 32ND ST
060160070;01/16/2006;10:48 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5312 N 27TH ST
060160077;01/16/2006;10:51 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;MOTOR VEHICLE THEFT;;4860 N 22ND ST
060160102;01/16/2006;01:12 PM;4.0;SIMPLE ASSAULT;;;3815 W GOOD HOPE RD #4
060160110;01/16/2006;01:43 PM;4.0;SHOPLIFTING;;;3030 W VILLARD AV
060160117;01/16/2006;03:03 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5118 N 31ST ST
060160136;01/16/2006;03:53 PM;4.0;MOTOR VEHICLE THEFT;;;5448 N 40TH ST
060160138;01/16/2006;03:44 PM;5.0;MOTOR VEHICLE THEFT;;;1405 W CONGRESS ST
060160145;01/16/2006;05:02 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4850 N 49TH ST
060160151;01/16/2006;05:06 PM;7.0;MOTOR VEHICLE THEFT;;;4800 N 48TH ST
060160168;01/16/2006;05:16 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4051 N 27TH ST
060160195;01/16/2006;09:49 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3600 W GREEN TREE RD
060160199;01/16/2006;09:34 PM;4.0;MOTOR VEHICLE THEFT;;;2801 W CUSTER AV #313
060150017;01/15/2006;01:40 AM;4.0;ARSON;;;5853 N 35TH ST
060150025;01/15/2006;01:43 AM;7.0;ROBBERY;;;4700 N TEUTONIA AV
060150047;01/15/2006;07:19 AM;4.0;THEFT FROM MOTOR VEHICLE;;;5233 N TEUTONIA AV
060150059;01/15/2006;09:02 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4645 N 28TH ST
060150080;01/15/2006;11:00 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4461 N 28TH ST #3
060150113;01/15/2006;12:35 PM;4.0;ROBBERY;;;7171 N TEUTONIA AV
060150154;01/15/2006;05:45 PM;7.0;MOTOR VEHICLE THEFT;;;4845 N 39TH ST
060150158;01/15/2006;06:44 PM;4.0;ALL OTHER LARCENY;;;5667 N 35TH ST
060150169;01/15/2006;08:24 PM;7.0;MOTOR VEHICLE THEFT;;;4658 N 30TH ST
060160006;01/15/2006;11:59 PM;7.0;MOTOR VEHICLE THEFT;;;4271 N 29TH ST
060160012;01/15/2006;11:42 PM;7.0;MOTOR VEHICLE THEFT;;;3800 W HAMPTON AV
060140008;01/14/2006;01:05 AM;4.0;SIMPLE ASSAULT;;;3200 W BOBOLINK AV
060140010;01/14/2006;12:11 AM;4.0;SIMPLE ASSAULT;;;5200 N TEUTONIA AV
060140025;01/14/2006;03:36 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5541 N 35TH ST
060140027;01/14/2006;03:40 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5003 N 38TH ST
060140091;01/14/2006;10:42 AM;7.0;MOTOR VEHICLE THEFT;;;4964 N 38TH ST
060140130;01/14/2006;03:47 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2041 W ATKINSON AV
060140153;01/14/2006;05:40 PM;7.0;MOTOR VEHICLE THEFT;;;4456 N 28TH ST
060140164;01/14/2006;06:33 PM;4.0;MOTOR VEHICLE THEFT;;;3205 W BOBOLINK AV
060140166;01/14/2006;06:38 PM;4.0;ALL OTHER LARCENY;;;5513 N 34TH ST
060150007;01/14/2006;11:06 PM;7.0;MOTOR VEHICLE THEFT;;;4622 W STARK ST
060130023;01/13/2006;04:54 AM;4.0;SIMPLE ASSAULT;;;2801 W CUSTER AV
060130049;01/13/2006;08:06 AM;7.0;SIMPLE ASSAULT;;;4720 W HAMPTON AV
060130054;01/13/2006;08:35 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4177 N GREEN BAY AV
060130090;01/13/2006;09:14 AM;7.0;SIMPLE ASSAULT;ALL OTHER LARCENY;;4688 N 19TH ST
060130132;01/13/2006;12:29 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4292 N 27TH ST
060130171;01/13/2006;04:38 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5456 N 38TH ST
060130182;01/13/2006;04:29 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5327 N 35TH ST
060130191;01/13/2006;04:20 PM;7.0;KIDNAPING;ROBBERY;;2002 W CAPITOL DR
060130196;01/13/2006;05:29 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5263 N 37TH ST
060130200;01/13/2006;07:34 PM;5.0;ROBBERY;;;1500 W CAPITOL DR
060130217;01/13/2006;09:03 PM;7.0;AGGRAVATED ASSAULT;;;4910 N TEUTONIA AV
060120016;01/12/2006;01:31 AM;5.0;SHOPLIFTING;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;4427 N GREEN BAY AV
060120081;01/12/2006;10:46 AM;7.0;THEFT FROM MOTOR VEHICLE;;;5109 N 38TH ST
060120088;01/12/2006;08:45 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5966 N 35TH ST
060120090;01/12/2006;10:08 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4930 N 47TH ST
060120124;01/12/2006;04:32 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4058 N 13TH ST #A
060120131;01/12/2006;02:36 PM;7.0;SIMPLE ASSAULT;;;4055 N 34TH ST
060120138;01/12/2006;04:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5325 N 38TH ST
060120145;01/12/2006;04:16 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5872 N SHERMAN BL
060120146;01/12/2006;04:16 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5872 N SHERMAN BL
060120169;01/12/2006;06:35 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5340 N 38TH ST
060120172;01/12/2006;05:48 PM;7.0;AGGRAVATED ASSAULT;;;2670 W CAPITOL DR
060110017;01/11/2006;01:06 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5133 N TEUTONIA AV
060110024;01/11/2006;03:52 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4567 N 30TH ST
060110025;01/11/2006;04:40 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5185 N 35TH ST
060110125;01/11/2006;03:29 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;1800 W FAIRMOUNT AV
