Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
152990100;10/26/2015;03:57 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;6044 N 41ST ST
152990107;10/26/2015;04:15 PM;7.0;THEFT FROM BUILDING;;;4955 N 47TH ST #3
152990137;10/26/2015;05:57 PM;7.0;ROBBERY;;;5141 N 35TH ST
152990166;10/26/2015;09:07 PM;4.0;MOTOR VEHICLE THEFT;;;5256 N 38TH ST
152990174;10/26/2015;09:15 PM;4.0;ROBBERY;;;4230 W GOOD HOPE RD
152990176;10/26/2015;09:42 PM;4.0;MOTOR VEHICLE THEFT;;;5867 N TEUTONIA AV
152980014;10/25/2015;12:41 AM;7.0;SIMPLE ASSAULT;;;4728 N 22ND ST
152980016;10/25/2015;01:34 AM;7.0;AGGRAVATED ASSAULT;;;3541 W VILLARD AV
152980041;10/25/2015;06:50 AM;5.0;SIMPLE ASSAULT;;;4627 N 28TH ST
152980042;10/25/2015;08:37 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5674 N 37TH ST
152980056;10/25/2015;11:34 AM;7.0;MOTOR VEHICLE THEFT;;;4703 N 18TH ST
152980082;10/25/2015;02:21 PM;7.0;THEFT FROM MOTOR VEHICLE;;;3500 W MOTHER DANIELS WA
152980086;10/25/2015;03:08 PM;7.0;MOTOR VEHICLE THEFT;;;3500 W MOTHER DANIELS WA
152980130;10/25/2015;08:31 PM;7.0;MOTOR VEHICLE THEFT;;;4873 N 41ST ST
152980144;10/25/2015;08:49 PM;4.0;SIMPLE ASSAULT;;;5768 N 34TH ST
152990001;10/25/2015;08:49 PM;4.0;SIMPLE ASSAULT;;;5768 N 34TH ST
152970007;10/24/2015;12:30 AM;5.0;SIMPLE ASSAULT;;;4247 N 13TH ST
152970013;10/24/2015;01:40 AM;7.0;AGGRAVATED ASSAULT;;;4641 N 20TH ST
152970025;10/24/2015;03:19 AM;7.0;AGGRAVATED ASSAULT;;;5157 N 39TH ST
152970041;10/24/2015;05:10 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4267 N TEUTONIA AV #2
152970043;10/24/2015;08:57 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4162 N 16TH ST
152970057;10/24/2015;11:16 AM;4.0;MOTOR VEHICLE THEFT;;;5757 N TEUTONIA AV
152970070;10/24/2015;01:06 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5449 N 37TH ST
152970074;10/24/2015;01:23 PM;4.0;MOTOR VEHICLE THEFT;;;5237 N 35TH ST
152970096;10/24/2015;12:49 PM;4.0;THEFT FROM MOTOR VEHICLE;;;5736 N 33RD ST
152970100;10/24/2015;03:34 PM;4.0;MOTOR VEHICLE THEFT;;;5372 N 34TH ST
152970103;10/24/2015;05:05 PM;7.0;ROBBERY;;;4873 N 24TH ST
152970107;10/24/2015;06:25 PM;5.0;MOTOR VEHICLE THEFT;;;4343 N 16TH ST
152970117;10/24/2015;07:30 PM;4.0;MOTOR VEHICLE THEFT;;;5662 N 35TH ST
152970135;10/24/2015;07:31 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;6945 N 41ST ST
152970142;10/24/2015;08:56 PM;4.0;MOTOR VEHICLE THEFT;;;5692 N 40TH ST
152970158;10/24/2015;11:19 PM;5.0;MOTOR VEHICLE THEFT;;;4466 N 30TH ST
152980005;10/24/2015;11:55 PM;4.0;SIMPLE ASSAULT;;;5628-B N 40TH ST
152960010;10/23/2015;02:12 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5008 W FAIRMOUNT AV
152960014;10/23/2015;03:18 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6859 N 43RD ST
152960026;10/23/2015;05:16 AM;7.0;ROBBERY;;;5046 N 47TH ST
152960050;10/23/2015;09:37 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4621 N 29TH ST
152960158;10/23/2015;03:07 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5733 N 32ND ST
152950026;10/22/2015;07:07 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4433 W STARK ST
152950040;10/22/2015;09:22 AM;5.0;ALL OTHER LARCENY;;;4187 N 16TH ST
152950053;10/22/2015;09:47 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5964 N 40TH ST
152950066;10/22/2015;11:53 AM;4.0;SIMPLE ASSAULT;;;5900 N 42ND ST
152950067;10/22/2015;12:34 PM;4.0;THEFT FROM MOTOR VEHICLE;;;6944 N TEUTONIA AV
152950076;10/22/2015;01:13 PM;7.0;INTIMIDATION;;;4820 W HAMPTON AV
152950083;10/22/2015;12:51 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5519 N 35TH ST
152950100;10/22/2015;02:41 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5557 N LONG ISLAND DR
152950101;10/22/2015;08:26 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5557 N LONG ISLAND DR
152950107;10/22/2015;04:16 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4200 W FAIRMOUNT AV
152950112;10/22/2015;03:59 PM;5.0;ALL OTHER LARCENY;;;2905 W HOPE AV
152950117;10/22/2015;03:38 PM;4.0;SIMPLE ASSAULT;;;3504 W GREEN TREE RD #3
152950120;10/22/2015;04:34 PM;5.0;AGGRAVATED ASSAULT;;;4449 N 27TH ST
152950132;10/22/2015;05:56 PM;5.0;AGGRAVATED ASSAULT;;;4550 N 27TH ST #2
152950136;10/22/2015;06:06 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5181 N 34TH ST
152950138;10/22/2015;06:06 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4920 N SHERMAN BL
152950146;10/22/2015;05:05 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4238 N 26TH ST #LWR
152950147;10/22/2015;08:18 PM;5.0;AGGRAVATED ASSAULT;;;4010 N 19TH PL
153020007;10/22/2015;12:35 AM;5.0;AGGRAVATED ASSAULT;;;4481 N 20TH ST
152940012;10/21/2015;12:46 AM;7.0;AGGRAVATED ASSAULT;;;4820 W HAMPTON AV
152940029;10/21/2015;05:10 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5829 N 35TH ST
152940049;10/21/2015;08:48 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1500 W CONGRESS ST
152940072;10/21/2015;11:51 AM;5.0;ALL OTHER LARCENY;;;4308 N 19TH PL
152940074;10/21/2015;11:58 AM;4.0;ALL OTHER LARCENY;;;4011 W CLINTON AV
152940103;10/21/2015;12:58 PM;7.0;THEFT FROM BUILDING;;;2226 W LANCASTER AV
152940114;10/21/2015;01:36 PM;7.0;AGGRAVATED ASSAULT;;;5127 W FAIRMOUNT AV
152940117;10/21/2015;02:50 PM;5.0;THEFT FROM BUILDING;;;4030 N 29TH ST
152940128;10/21/2015;03:24 PM;5.0;THEFT FROM BUILDING;;;1524 W CAPITOL DR
152940129;10/21/2015;03:16 PM;7.0;MOTOR VEHICLE THEFT;;;4876 N 48TH ST
152940133;10/21/2015;09:32 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4319 W VILLARD AV #UPR
152940176;10/21/2015;02:28 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5620 N 38TH ST
152940190;10/21/2015;09:28 PM;7.0;INTIMIDATION;;;4945 N 39TH ST #8
152930009;10/20/2015;02:00 AM;;HOMICIDE;;;5647 N 36TH ST
152930009;10/20/2015;02:01 AM;4.0;AGGRAVATED ASSAULT;;;5647 N 36TH ST
152930009;10/20/2015;02:01 AM;4.0;ARSON;;;5647 N 36TH ST
152930014;10/20/2015;02:22 AM;5.0;ROBBERY;;;4457 N 29TH ST
152930017;10/20/2015;04:32 AM;7.0;AGGRAVATED ASSAULT;;;4935 W FAIRMOUNT AV
152930080;10/20/2015;12:45 PM;7.0;MOTOR VEHICLE THEFT;;;4948 N SHERMAN BL
152930090;10/20/2015;11:25 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4919 N 31ST ST
152930148;10/20/2015;06:42 PM;4.0;AGGRAVATED ASSAULT;;;6158 N 40TH ST
152930151;10/20/2015;06:54 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4175 N GREEN BAY AV
152930184;10/20/2015;09:26 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2302 W LINWAL LA
152940011;10/20/2015;11:29 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4701 W MILL RD
152920014;10/19/2015;01:23 AM;4.0;AGGRAVATED ASSAULT;THEFT FROM MOTOR VEHICLE;;7048 N 38TH CT
152920034;10/19/2015;09:08 AM;5.0;SIMPLE ASSAULT;;;2822 W ATKINSON AV #102
152920040;10/19/2015;10:40 AM;5.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;1217 W OLIVE ST
152920055;10/19/2015;12:44 PM;4.0;ROBBERY;;;5248 N 35TH ST
152920117;10/19/2015;07:20 PM;5.0;PURSE SNATCHING;;;4100 N 14TH ST
152920134;10/19/2015;09:03 PM;5.0;AGGRAVATED ASSAULT;;;4482 N 25TH ST
152920154;10/19/2015;11:03 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5326 N 35TH ST
152920154;10/19/2015;11:03 PM;4.0;THEFT FROM MOTOR VEHICLE;;;5326 N 35TH ST
152930004;10/19/2015;11:43 PM;4.0;AGGRAVATED ASSAULT;;;7144 N 43RD ST
152910001;10/18/2015;12:20 AM;7.0;AGGRAVATED ASSAULT;;;4962 N 47TH ST
152910026;10/18/2015;05:53 AM;4.0;MOTOR VEHICLE THEFT;;;5256 N 38TH ST
152910041;10/18/2015;10:40 AM;7.0;THEFT FROM MOTOR VEHICLE;;;4808 N HOPKINS ST
152910057;10/18/2015;01:07 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4925 N 21ST ST
152910060;10/18/2015;12:52 PM;7.0;THEFT FROM MOTOR VEHICLE;;;3500 W MOTHER DANIELS WA
152910072;10/18/2015;02:47 PM;5.0;MOTOR VEHICLE THEFT;;;1430 W HAUSER AV
152910087;10/18/2015;03:50 PM;4.0;MOTOR VEHICLE THEFT;;;3307 W CUSTER AV
152910091;10/18/2015;04:37 PM;4.0;THEFT FROM MOTOR VEHICLE;;;5710 N 33RD ST
152910094;10/18/2015;06:55 PM;7.0;THEFT FROM MOTOR VEHICLE;;;3450 W HOPKINS ST
152910099;10/18/2015;06:23 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;5137 N HOPKINS ST #LWR
152910100;10/18/2015;07:55 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5065 N 32ND ST
152910111;10/18/2015;09:05 PM;4.0;MOTOR VEHICLE THEFT;;;5766 N 38TH ST
152910125;10/18/2015;09:55 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4943 N 20TH ST
152910126;10/18/2015;09:39 PM;5.0;AGGRAVATED ASSAULT;;;4234 N 27TH ST
152910128;10/18/2015;10:44 PM;7.0;MOTOR VEHICLE THEFT;;;4909 N 39TH ST
152900014;10/17/2015;12:32 AM;7.0;AGGRAVATED ASSAULT;;;4919 N 49TH ST
152900014;10/17/2015;12:32 AM;7.0;ROBBERY;;;4919 N 49TH ST
152900019;10/17/2015;12:30 AM;4.0;ROBBERY;;;4200 W KIEHNAU AV
152900032;10/17/2015;03:17 AM;7.0;SIMPLE ASSAULT;;;4945 N 39TH ST #8
152900035;10/17/2015;03:46 AM;4.0;INTIMIDATION;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;5318 N 35TH ST
152900116;10/17/2015;06:21 PM;7.0;MOTOR VEHICLE THEFT;;;4954 N 48TH ST
152900119;10/17/2015;07:21 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;7009 N 43RD ST #5
152900131;10/17/2015;09:06 PM;7.0;MOTOR VEHICLE THEFT;;;4951 N 48TH ST
152900132;10/17/2015;09:09 PM;7.0;MOTOR VEHICLE THEFT;;;5088 N SHERMAN BL
152900135;10/17/2015;08:45 PM;5.0;AGGRAVATED ASSAULT;;;4752 N 30TH ST
152890005;10/16/2015;12:41 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6125 N 39TH ST
152890022;10/16/2015;04:04 AM;4.0;SIMPLE ASSAULT;;;5927 N TEUTONIA AV #2
152890023;10/16/2015;05:07 AM;7.0;SIMPLE ASSAULT;;;5045 N HOPKINS ST #21
152890030;10/16/2015;06:55 AM;5.0;MOTOR VEHICLE THEFT;;;4645 N 24TH PL
152890043;10/16/2015;09:32 AM;5.0;MOTOR VEHICLE THEFT;;;4125 N 12TH ST
152890059;10/16/2015;11:35 AM;7.0;MOTOR VEHICLE THEFT;;;4118 W FAIRMOUNT AV
152890077;10/16/2015;01:19 PM;4.0;ROBBERY;;;6811 N TEUTONIA AV
152890089;10/16/2015;04:00 PM;4.0;MOTOR VEHICLE THEFT;;;4101 W KIEHNAU AV
152890105;10/16/2015;05:21 PM;7.0;THEFT FROM BUILDING;;;5139 N 47TH ST #1
152890123;10/16/2015;06:19 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4519 W VILLARD AV
152890130;10/16/2015;09:07 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5399 N 33RD ST
152880037;10/15/2015;08:32 AM;7.0;THEFT FROM BUILDING;;;3500 W MOTHER DANIELS WA
152880056;10/15/2015;10:24 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;3000 W CAPITOL DR #101
152880059;10/15/2015;11:14 AM;5.0;MOTOR VEHICLE THEFT;;;4556 N TEUTONIA AV
152880069;10/15/2015;10:07 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5427 N 35TH ST
152880165;10/15/2015;07:16 PM;4.0;MOTOR VEHICLE THEFT;;;5301 N HOPKINS ST
152880174;10/15/2015;08:23 PM;7.0;MOTOR VEHICLE THEFT;;;2451 W LANCASTER AV
152890002;10/15/2015;11:36 PM;5.0;SIMPLE ASSAULT;;;4276 N 27TH ST #1
152870022;10/14/2015;05:39 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4055 N TEUTONIA AV
152870034;10/14/2015;07:39 AM;4.0;AGGRAVATED ASSAULT;;;5926 N TEUTONIA AV
152870065;10/14/2015;11:22 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4253 N 16TH ST
152870076;10/14/2015;12:05 PM;7.0;MOTOR VEHICLE THEFT;;;4851 N 36TH ST
152870077;10/14/2015;12:19 PM;4.0;THEFT FROM MOTOR VEHICLE;;;4033 W GOOD HOPE RD
152870079;10/14/2015;01:02 PM;4.0;MOTOR VEHICLE THEFT;;;4033 W GOOD HOPE RD
152870093;10/14/2015;01:20 PM;4.0;THEFT FROM BUILDING;;;6043 N 40TH ST
152870095;10/14/2015;02:36 PM;4.0;MOTOR VEHICLE THEFT;;;6533 N TEUTONIA AV
152870113;10/14/2015;02:48 PM;;HOMICIDE;;;5537 N 35TH ST
152870113;10/14/2015;02:49 PM;4.0;AGGRAVATED ASSAULT;;;5537 N 35TH ST
152870166;10/14/2015;09:08 PM;4.0;MOTOR VEHICLE THEFT;;;3205 W THURSTON AV
152870182;10/14/2015;11:29 PM;7.0;MOTOR VEHICLE THEFT;;;4918 N 37TH ST
152880016;10/14/2015;07:57 PM;4.0;MOTOR VEHICLE THEFT;;;5373 N 26TH ST
152860063;10/13/2015;11:20 AM;5.0;SIMPLE ASSAULT;;;4627 N 27TH ST #5
152860076;10/13/2015;01:15 PM;7.0;THEFT FROM MOTOR VEHICLE;;;3709 W VILLARD AV
152860086;10/13/2015;02:23 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4330 N 19TH PL
152860134;10/13/2015;06:24 PM;5.0;AGGRAVATED ASSAULT;;;4444 N 26TH ST
152860144;10/13/2015;06:56 PM;5.0;ROBBERY;;;4030 N TEUTONIA AV
152860150;10/13/2015;04:37 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5424 N 20TH ST
152860151;10/13/2015;08:27 PM;7.0;MOTOR VEHICLE THEFT;;;3500 W MOTHER DANIELS WA
152860152;10/13/2015;07:26 PM;7.0;AGGRAVATED ASSAULT;;;5177 N 42ND ST
152850014;10/12/2015;01:39 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5075 N SHERMAN BL
152850049;10/12/2015;08:56 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4953 N 52ND ST
152850060;10/12/2015;09:23 AM;7.0;AGGRAVATED ASSAULT;;;2405 W LANCASTER AV
152850137;10/12/2015;04:57 PM;4.0;MOTOR VEHICLE THEFT;;;3701 W JUNIPER CT
152850170;10/12/2015;07:29 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5450 N 36TH ST
152850188;10/12/2015;08:52 PM;7.0;AGGRAVATED ASSAULT;;;4965 N HOPKINS ST #1
152850191;10/12/2015;10:14 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4932 N 51ST BL
152840013;10/11/2015;12:18 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;3628 W FLORIST AV
152840014;10/11/2015;12:55 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;2009 W HAMPTON AV
152840018;10/11/2015;01:18 AM;7.0;MOTOR VEHICLE THEFT;;;4924 N 53RD ST
152840050;10/11/2015;07:19 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3707 W GOOD HOPE RD
152840052;10/11/2015;08:00 AM;7.0;MOTOR VEHICLE THEFT;;;4827 N 46TH ST
152840059;10/11/2015;08:28 AM;5.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;2513 W GLENDALE AV
152840061;10/11/2015;09:08 AM;7.0;MOTOR VEHICLE THEFT;;;5112 N 49TH ST
152840076;10/11/2015;10:27 AM;4.0;MOTOR VEHICLE THEFT;;;5941 N TEUTONIA AV
152840095;10/11/2015;12:15 PM;4.0;MOTOR VEHICLE THEFT;;;5713 N 37TH ST
152840114;10/11/2015;01:36 PM;5.0;MOTOR VEHICLE THEFT;;;4001 N 24TH ST
152840127;10/11/2015;02:58 PM;5.0;MOTOR VEHICLE THEFT;;;2328 W CAPITOL DR
152840138;10/11/2015;04:27 PM;5.0;SIMPLE ASSAULT;;;4625 N 24TH PL
152840158;10/11/2015;05:35 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;3112 W GLENDALE AV #5
152840171;10/11/2015;07:33 PM;7.0;SIMPLE ASSAULT;;;4938 W HAMPTON AV #1
152840177;10/11/2015;06:25 PM;7.0;AGGRAVATED ASSAULT;;;3206 W FAIRMOUNT AV
152830016;10/10/2015;01:17 AM;7.0;ROBBERY;;;5151 N 35TH ST
152830028;10/10/2015;03:40 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6133 N 40TH ST
152830081;10/10/2015;01:45 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;2206 W FAIRMOUNT AV
152830105;10/10/2015;05:15 PM;4.0;THEFT FROM MOTOR VEHICLE;;;7152 N 41ST ST
152830109;10/10/2015;10:55 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5956 N 37TH ST
152830118;10/10/2015;01:44 PM;4.0;MOTOR VEHICLE THEFT;;;3847 W HELENA ST
152830128;10/10/2015;09:20 PM;7.0;MOTOR VEHICLE THEFT;;;4930 N 40TH ST
152840015;10/10/2015;11:49 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2429 W HAMPTON AV
152820018;10/09/2015;03:11 AM;7.0;SIMPLE ASSAULT;;;4030 W HAMPTON AV
152820055;10/09/2015;09:17 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5034 N 48TH ST
152820060;10/09/2015;10:16 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;6060 N 38TH ST
152820061;10/09/2015;10:51 AM;4.0;MOTOR VEHICLE THEFT;;;5246 N TEUTONIA AV
152820101;10/09/2015;03:05 PM;5.0;MOTOR VEHICLE THEFT;;;4375 N 18TH ST
152820104;10/09/2015;01:26 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4433 N 21ST ST
152820108;10/09/2015;04:03 PM;4.0;MOTOR VEHICLE THEFT;;;5739 N 39TH ST
152820120;10/09/2015;04:59 PM;5.0;THEFT FROM MOTOR VEHICLE;;;2040 W CORNELL ST
152820160;10/09/2015;04:35 PM;4.0;AGGRAVATED ASSAULT;KIDNAPING;;5307 N 39TH ST
152820167;10/09/2015;08:38 PM;4.0;MOTOR VEHICLE THEFT;;;3124 W SHERIDAN AV
152820171;10/09/2015;09:04 PM;4.0;MOTOR VEHICLE THEFT;;;3724 W KILEY AV
152820192;10/09/2015;11:01 PM;4.0;MOTOR VEHICLE THEFT;;;3204 W SILVER SPRING DR
152820193;10/09/2015;11:20 PM;7.0;MOTOR VEHICLE THEFT;;;3200 W HAMPTON AV
152830003;10/09/2015;11:41 PM;4.0;SIMPLE ASSAULT;;;5268-A N 29TH ST
152810017;10/08/2015;02:32 AM;4.0;SIMPLE ASSAULT;;;5863 N 37TH ST
152810057;10/08/2015;11:36 AM;5.0;THEFT FROM BUILDING;;;4624 N 29TH ST
152810112;10/08/2015;02:22 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3500 W MOTHER DANIELS WA
152810114;10/08/2015;05:38 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3210 W FAIRMOUNT AV
152810115;10/08/2015;05:38 PM;5.0;MOTOR VEHICLE THEFT;;;4343 N 15TH ST
152810132;10/08/2015;05:44 PM;7.0;SIMPLE ASSAULT;;;4892 N 26TH ST
