Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
150840101;03/25/2015;02:00 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5121 N 50TH ST
150840117;03/25/2015;10:56 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5414 N 41ST ST
150840139;03/25/2015;02:04 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5104 N 21ST ST
150840162;03/25/2015;09:30 PM;5.0;ROBBERY;;;;4182 N 13TH ST
150850002;03/25/2015;09:29 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5165 N SHERMAN BL
150830010;03/24/2015;12:58 AM;5.0;SIMPLE ASSAULT;ALL OTHER OFFENSES;;;4731 N TEUTONIA AV
150830070;03/24/2015;12:35 PM;7.0;MOTOR VEHICLE THEFT;;;;4800 N SHERMAN BL
150830076;03/24/2015;01:09 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4231 N 27TH ST
150830104;03/24/2015;04:06 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5060 N GREEN BAY AV
150830117;03/24/2015;07:20 PM;5.0;ROBBERY;;;;4139 N 22ND ST
150830120;03/24/2015;05:17 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;1900 W OLIVE ST
150830140;03/24/2015;05:52 PM;5.0;ROBBERY;;;;2442 W HOPE AV
150820064;03/23/2015;10:55 AM;4.0;MOTOR VEHICLE THEFT;;;;5208 N TEUTONIA AV
150820099;03/23/2015;12:44 PM;5.0;PURSE SNATCHING;;;;1700 W CAPITOL DR
150820120;03/23/2015;02:43 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4475 N 20TH ST
150820139;03/23/2015;04:13 PM;7.0;SIMPLE ASSAULT;;;;5121 N 22ND ST
150820146;03/23/2015;03:48 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;4243 N 19TH PL
150820147;03/23/2015;03:38 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;;;5400 N TEUTONIA AV
150820159;03/23/2015;01:00 PM;7.0;SIMPLE ASSAULT;;;;5075 N SHERMAN BL
150820193;03/23/2015;08:23 PM;4.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;5852 N 36TH ST
150830066;03/23/2015;12:11 PM;7.0;MOTOR VEHICLE THEFT;;;;5027 N 20TH ST
150810013;03/22/2015;12:58 AM;5.0;MOTOR VEHICLE THEFT;;;;1964 W CONGRESS ST
150810017;03/22/2015;01:02 AM;4.0;ROBBERY;;;;3743 W CHEYENNE ST
150810036;03/22/2015;06:50 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5859 N TEUTONIA AV
150810041;03/22/2015;02:29 AM;5.0;MOTOR VEHICLE THEFT;;;;4212 N 22ND ST
150810065;03/22/2015;10:18 AM;4.0;SIMPLE ASSAULT;;;;4216 W DOUGLAS AV
150810068;03/22/2015;11:28 AM;5.0;POCKET PICKING;;;;2500 W CAPITOL DR
150810091;03/22/2015;01:54 PM;7.0;ALL OTHER LARCENY;;;;4949 W VILLARD AV
150810163;03/22/2015;10:57 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2422 W CAPITOL DR
150800019;03/21/2015;02:45 AM;7.0;AGGRAVATED ASSAULT;;;;4948 W HAMPTON AV #7
150800062;03/21/2015;11:44 AM;5.0;ROBBERY;;;;4402 N 27TH ST
150800082;03/21/2015;03:19 PM;7.0;MOTOR VEHICLE THEFT;;;;4700 N 18TH ST
150810001;03/21/2015;09:55 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;2908 W VILLARD AV
150810003;03/21/2015;11:18 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;6155 N 35TH ST
150790075;03/20/2015;12:18 PM;7.0;SIMPLE ASSAULT;;;;5107 N 51ST BL
150790078;03/20/2015;01:19 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;4058 N 24TH ST
150790079;03/20/2015;12:02 PM;7.0;AGGRAVATED ASSAULT;;;;5075 N SHERMAN BL
150790101;03/20/2015;04:58 PM;7.0;MOTOR VEHICLE THEFT;;;;5071 N 20TH ST
150790104;03/20/2015;11:28 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;5011 N 20TH ST
150790108;03/20/2015;05:16 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4516 W EGGERT PL #LWR
150790110;03/20/2015;05:30 PM;4.0;AGGRAVATED ASSAULT;;;;5654 N 38TH ST
150790122;03/20/2015;04:09 PM;4.0;ALL OTHER LARCENY;;;;6017 N 39TH ST
150780004;03/19/2015;12:08 AM;5.0;MOTOR VEHICLE THEFT;;;;4347 N 13TH ST
150780081;03/19/2015;02:05 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4754 N 31ST ST
150780084;03/19/2015;02:23 PM;7.0;ROBBERY;;;;4800 N TEUTONIA AV
150780138;03/19/2015;07:54 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4965 N HOPKINS ST
150780162;03/19/2015;09:37 PM;7.0;SIMPLE ASSAULT;;;;4900 N 38TH ST
150770044;03/18/2015;07:31 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4580 N 27TH ST
150770074;03/18/2015;10:50 AM;7.0;ROBBERY;;;;5022-A N SHERMAN BL
150770080;03/18/2015;12:48 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4331 N 19TH ST
150770103;03/18/2015;11:46 AM;4.0;SIMPLE ASSAULT;;;;5403 N LONG ISLAND DR
150770178;03/18/2015;07:53 PM;5.0;MOTOR VEHICLE THEFT;;;;3000 W CAPITOL DR #ALLEY
150760009;03/17/2015;01:44 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5132 N 47TH ST
150760028;03/17/2015;08:02 AM;5.0;MOTOR VEHICLE THEFT;;;;3000 W CAPITOL DR
150760080;03/17/2015;01:19 PM;5.0;AGGRAVATED ASSAULT;;;;2400 W CAPITOL DR
150760135;03/17/2015;07:07 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4193 N 19TH PL
150770007;03/17/2015;11:33 PM;7.0;SIMPLE ASSAULT;;;;2000 W HAMPTON AV #3
150750020;03/16/2015;06:21 AM;7.0;AGGRAVATED ASSAULT;;;;5118 N 31ST ST
150750032;03/16/2015;08:21 AM;5.0;SIMPLE ASSAULT;;;;4148 N 24TH PL
150750044;03/16/2015;09:37 AM;4.0;MOTOR VEHICLE THEFT;;;;3700 W CUSTER AV
150750058;03/16/2015;10:15 AM;5.0;ROBBERY;;;;4343 N GREEN BAY AV
150750059;03/16/2015;11:03 AM;7.0;ROBBERY;;;;4945 N 24TH ST
150750072;03/16/2015;11:32 AM;5.0;ROBBERY;;;;2305 W ATKINSON AV
150750079;03/16/2015;09:17 AM;5.0;MOTOR VEHICLE THEFT;;;;4466 N 28TH ST
150750100;03/16/2015;02:23 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;2800 W CUSTER AV
150750106;03/16/2015;03:37 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4337 W VILLARD AV
150750108;03/16/2015;03:39 PM;4.0;SIMPLE ASSAULT;;;;5571 N 40TH ST
150750162;03/16/2015;07:55 PM;7.0;SIMPLE ASSAULT;;;;4676 N 19TH PL
150740053;03/15/2015;10:31 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;4326 N 19TH ST
150740079;03/15/2015;10:42 AM;4.0;ALL OTHER LARCENY;;;;5301 N HOPKINS ST
150740082;03/15/2015;02:31 PM;4.0;MOTOR VEHICLE THEFT;;;;5695 N 40TH ST
150740105;03/15/2015;05:15 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4765 N 32ND ST
150740121;03/15/2015;05:34 PM;4.0;MOTOR VEHICLE THEFT;;;;3000 W ORIOLE DR
150730018;03/14/2015;04:46 AM;4.0;AGGRAVATED ASSAULT;;;;3500 W SILVER SPRING DR
150730037;03/14/2015;08:02 AM;7.0;MOTOR VEHICLE THEFT;;;;5157 N 39TH ST
150730076;03/14/2015;02:26 PM;5.0;INTIMIDATION;;;;4246 N 21ST ST
150730124;03/14/2015;10:03 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3530 W THURSTON AV
150730135;03/14/2015;10:07 PM;5.0;ROBBERY;;;;4353 N 18TH ST
150720010;03/13/2015;12:48 AM;4.0;AGGRAVATED ASSAULT;;;;5861 N 38TH ST
150720011;03/13/2015;04:40 AM;4.0;ARSON;;;;7528 N TEUTONIA AV
150720013;03/13/2015;01:43 AM;7.0;INTIMIDATION;;;;5171 N TEUTONIA AV #4
150720042;03/13/2015;12:37 PM;4.0;ROBBERY;;;;3030 W VILLARD AV
150720067;03/13/2015;11:02 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;4224 W BOEHLKE AV
150720114;03/13/2015;05:21 PM;7.0;THEFT FROM BUILDING;;;;4950 N 24TH ST
150720121;03/13/2015;06:03 PM;5.0;AGGRAVATED ASSAULT;;;;4114 N 22ND ST
150720128;03/13/2015;06:58 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;7835 N GREEN BAY RD
150720143;03/13/2015;08:24 PM;4.0;ALL OTHER LARCENY;;;;5410 N LONG ISLAND DR
150720146;03/13/2015;08:18 PM;;HOMICIDE;;;;1202 W CAPITOL DR
150710039;03/12/2015;10:58 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4115 N TEUTONIA AV
150710059;03/12/2015;12:48 PM;7.0;MOTOR VEHICLE THEFT;;;;4820 N 37TH ST
150710074;03/12/2015;01:53 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4824 N 40TH ST
150710086;03/12/2015;01:01 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;4100 W PORTAGE ST
150710093;03/12/2015;03:18 PM;7.0;SIMPLE ASSAULT;;;;3629 W VILLARD AV
150710097;03/12/2015;03:54 PM;7.0;MOTOR VEHICLE THEFT;;;;5135 N 32ND ST
150710108;03/12/2015;04:59 PM;7.0;INTIMIDATION;;;;5141 N 42ND ST
150710126;03/12/2015;02:59 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;5443 N LONG ISLAND DR #LWR
150710167;03/12/2015;10:46 PM;5.0;ARSON;;;;4181 N 19TH ST
150700058;03/11/2015;12:27 PM;7.0;AGGRAVATED ASSAULT;;;;3733 W FAIRMOUNT AV
150700078;03/11/2015;03:55 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4172 N 19TH PL #1
150700082;03/11/2015;04:15 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4000 N TEUTONIA AV
150700136;03/11/2015;06:59 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;4242 N 18TH ST
150700139;03/11/2015;06:42 PM;7.0;ROBBERY;;;;4938 W HAMPTON AV
150700156;03/11/2015;09:35 PM;7.0;MOTOR VEHICLE THEFT;;;;3500 W MOTHER DANIELS WA
150690017;03/10/2015;02:29 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4820 W HAMPTON AV
150690017;03/10/2015;02:29 AM;7.0;ROBBERY;;;;4820 W HAMPTON AV
150690027;03/10/2015;08:29 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4136 N 27TH ST
150690032;03/10/2015;08:20 AM;7.0;ROBBERY;;;;2526 W HAMPTON AV
150690039;03/10/2015;09:31 AM;7.0;ROBBERY;;;;5075 N SHERMAN BL
150690045;03/10/2015;10:53 AM;7.0;SIMPLE ASSAULT;;;;5202-A W HAMPTON AV
150690067;03/10/2015;11:54 AM;5.0;ROBBERY;;;;4057 N GREEN BAY AV
150690081;03/10/2015;04:06 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;7222 N TEUTONIA AV
150690092;03/10/2015;05:40 PM;7.0;AGGRAVATED ASSAULT;;;;3634 W HAMPTON AV
150690098;03/10/2015;02:07 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4507-A W VILLARD AV
150690136;03/10/2015;07:44 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4966 N 21ST ST
150690149;03/10/2015;08:36 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4805 N SHERMAN BL
150690160;03/10/2015;11:02 PM;7.0;ROBBERY;;;;5068 N HOPKINS ST
150680037;03/09/2015;08:59 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5541 N TEUTONIA AV
150680045;03/09/2015;10:06 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2222 W CAPITOL DR
150680053;03/09/2015;10:24 AM;4.0;SIMPLE ASSAULT;;;;5239 N 34TH ST
150680088;03/09/2015;03:20 PM;4.0;INTIMIDATION;;;;5566 N 39TH ST
150680090;03/09/2015;12:51 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3825 W DOUGLAS AV
150680135;03/09/2015;04:33 PM;5.0;ROBBERY;;;;4612 N 30TH ST
150670021;03/08/2015;06:21 AM;7.0;ROBBERY;;;;4802 N GREEN BAY AV
150670029;03/08/2015;12:49 PM;4.0;ROBBERY;;;;1935 W SILVER SPRING DR
150670043;03/08/2015;10:04 AM;7.0;AGGRAVATED ASSAULT;;;;2470 W HAMPTON AV
150670044;03/08/2015;10:21 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4245 N 27TH ST #5
150670045;03/08/2015;10:10 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;4839 N 47TH ST
150670077;03/08/2015;03:22 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4304 N 26TH ST
150670125;03/08/2015;09:44 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4903 N 19TH PL
150660014;03/07/2015;03:06 AM;7.0;AGGRAVATED ASSAULT;;;;4959 N 50TH ST
150660052;03/07/2015;11:22 AM;5.0;ROBBERY;;;;2482 W CAPITOL DR
150660085;03/07/2015;04:27 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4223 N 25TH ST
150660111;03/07/2015;09:00 PM;4.0;AGGRAVATED ASSAULT;;;;4006 W GOOD HOPE RD
150650003;03/06/2015;12:08 AM;4.0;AGGRAVATED ASSAULT;;;;5277 N 29TH ST #1
150650045;03/06/2015;11:01 AM;5.0;AGGRAVATED ASSAULT;;;;4328 N 29TH ST
150650057;03/06/2015;01:05 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;7835 N GREEN BAY RD
150650065;03/06/2015;10:14 AM;4.0;SIMPLE ASSAULT;;;;5812 N 42ND ST
150650082;03/06/2015;02:51 PM;4.0;ROBBERY;;;;3717 W CUSTER AV
150650096;03/06/2015;04:50 PM;4.0;MOTOR VEHICLE THEFT;;;;4230 W GOOD HOPE RD
150650098;03/06/2015;05:42 PM;4.0;ALL OTHER LARCENY;;;;3720 W VILLARD AV
150650106;03/06/2015;06:52 PM;7.0;MOTOR VEHICLE THEFT;;;;4917 N 47TH ST
150650115;03/06/2015;06:52 PM;7.0;MOTOR VEHICLE THEFT;;;;4811 N TEUTONIA AV
150650117;03/06/2015;08:32 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4129 N 24TH ST
150650122;03/06/2015;06:25 PM;7.0;AGGRAVATED ASSAULT;;;;3506 W HAMPTON AV
150650142;03/06/2015;04:09 PM;4.0;MOTOR VEHICLE THEFT;;;;6091 N TEUTONIA AV
150640056;03/05/2015;12:11 PM;4.0;MOTOR VEHICLE THEFT;;;;2716 W BOBOLINK AV
150630066;03/04/2015;12:52 PM;5.0;INTIMIDATION;;;;2822 W ATKINSON AV #301
150630069;03/04/2015;01:32 PM;5.0;ALL OTHER LARCENY;;;;2514 W GLENDALE AV
150630073;03/04/2015;08:22 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;4649 N 28TH ST
150630083;03/04/2015;04:14 PM;5.0;THEFT FROM BUILDING;;;;1801 W OLIVE ST
150630115;03/04/2015;09:07 PM;4.0;MOTOR VEHICLE THEFT;;;;5479 N 35TH ST
150610097;03/03/2015;04:50 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;4049 N 18TH ST
150620018;03/03/2015;08:34 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5317 N 38TH ST
150620088;03/03/2015;04:58 PM;5.0;AGGRAVATED ASSAULT;;;;4244 N TEUTONIA AV #25
150620095;03/03/2015;06:28 PM;5.0;AGGRAVATED ASSAULT;KIDNAPING;;;4421 N TEUTONIA AV
150620102;03/03/2015;06:55 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;6811 N TEUTONIA AV
150620117;03/03/2015;07:46 PM;7.0;AGGRAVATED ASSAULT;TRESPASSING;;;4876 N 25TH ST
150620117;03/03/2015;07:46 PM;7.0;AGGRAVATED ASSAULT;;;;4876 N 25TH ST
150610016;03/02/2015;04:05 AM;5.0;ROBBERY;STOLEN PROPERTY OFFENSES;;;4768 N 30TH ST #LWR
150610022;03/02/2015;06:11 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4661 N 27TH ST
150610038;03/02/2015;09:30 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2012 W CAPITOL DR
150610056;03/02/2015;11:49 AM;4.0;MOTOR VEHICLE THEFT;;;;7535 N TEUTONIA AV
150610063;03/02/2015;12:16 PM;4.0;SHOPLIFTING;;;;7171 N TEUTONIA AV
150610082;03/02/2015;02:48 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4042 N 18TH ST
150610103;03/02/2015;05:23 PM;7.0;MOTOR VEHICLE THEFT;;;;4735 N 18TH ST
150600014;03/01/2015;02:17 AM;4.0;SIMPLE ASSAULT;;;;6161 N 36TH ST
150600044;03/01/2015;10:25 AM;4.0;MOTOR VEHICLE THEFT;;;;7537 N TEUTONIA AV
150600051;03/01/2015;11:51 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3600 W STARK ST
150600066;03/01/2015;12:46 PM;4.0;AGGRAVATED ASSAULT;;;;4136 W GOOD HOPE RD
150600097;03/01/2015;06:16 PM;7.0;MOTOR VEHICLE THEFT;;;;5068 N 41ST ST
150760025;03/01/2015;12:52 AM;5.0;MOTOR VEHICLE THEFT;;;;2330 W ROOSEVELT DR
150900018;03/31/2015;06:10 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;217 N 77TH ST
150900020;03/31/2015;06:28 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;213 N 77TH ST
150900021;03/31/2015;06:43 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;209 N 77TH ST
150900027;03/31/2015;04:32 AM;3.0;AGGRAVATED ASSAULT;;;;5000 W NATIONAL AV
150900042;03/31/2015;10:04 AM;3.0;THEFT FROM MOTOR VEHICLE;;;;332 N 75TH ST
150900071;03/31/2015;12:29 PM;7.0;INTIMIDATION;;;;2721 N BLAINE PL
150900095;03/31/2015;05:47 PM;3.0;ALL OTHER LARCENY;;;;432 S 92ND ST
150900122;03/31/2015;08:15 PM;3.0;ROBBERY;;;;5929 W LISBON AV
150910001;03/31/2015;07:54 PM;3.0;SIMPLE ASSAULT;;;;6700 W FAIRVIEW AV
150890050;03/30/2015;10:45 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;607 S 70TH ST
150890105;03/30/2015;04:16 PM;3.0;ARSON;;;;101 N 63RD ST
150880024;03/29/2015;02:15 AM;7.0;AGGRAVATED ASSAULT;;;;5030 W CENTER ST
150880037;03/29/2015;06:12 AM;7.0;MOTOR VEHICLE THEFT;;;;2905 N 52ND ST
150880074;03/29/2015;03:30 PM;7.0;ROBBERY;;;;6020 W CHAMBERS ST
150880080;03/29/2015;04:33 PM;3.0;MOTOR VEHICLE THEFT;;;;2027 N 58TH ST
150880088;03/29/2015;04:23 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;;2244 N 55TH ST
150880096;03/29/2015;07:01 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;3055 N 60TH ST
150880100;03/29/2015;06:37 PM;7.0;THEFT FROM BUILDING;;;;3003 N 52ND ST
150880104;03/29/2015;07:08 PM;3.0;SIMPLE ASSAULT;;;;2236 N 57TH ST
150870073;03/28/2015;11:56 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2350 N 53RD ST
150870076;03/28/2015;01:00 PM;7.0;ALL OTHER LARCENY;;;;2808 N 52ND ST
150870108;03/28/2015;05:38 PM;3.0;SHOPLIFTING;;;;5816 W NORTH AV
150860029;03/27/2015;08:38 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2830 N 51ST ST
150860044;03/27/2015;09:15 AM;3.0;THEFT FROM BUILDING;;;;2632 N 55TH ST
150860067;03/27/2015;01:13 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2944 N 50TH ST
150860084;03/27/2015;02:54 PM;3.0;ALL OTHER LARCENY;;;;311 N 40TH ST
150860114;03/27/2015;05:14 PM;3.0;SHOPLIFTING;;;;5428 W NORTH AV
150860131;03/27/2015;05:37 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2879 N 51ST ST
150860145;03/27/2015;08:36 PM;3.0;ROBBERY;;;;5929 W LISBON AV
150850033;03/26/2015;09:23 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;607 S 70TH ST
150850051;03/26/2015;09:33 AM;7.0;ALL OTHER LARCENY;;;;5000 W CHAMBERS ST
150850078;03/26/2015;02:02 PM;3.0;THEFT FROM MOTOR VEHICLE;;;;2367 N 52ND ST
150850084;03/26/2015;02:08 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;;535 S 84TH ST #F221
150850117;03/26/2015;01:48 PM;3.0;ROBBERY;;;;5758 W APPLETON AV
150850124;03/26/2015;06:21 PM;3.0;AGGRAVATED ASSAULT;;;;608-A S HAWLEY RD
