INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150080060,01/08/2015,06:42 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1621 S 5TH ST
150090004,01/08/2015,09:59 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2471 S 10TH ST
150070023,01/07/2015,09:57 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1324 W WINDLAKE AV
150070037,01/07/2015,11:01 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1700 W MITCHELL ST
150070044,01/07/2015,11:17 AM,2,THEFT FROM BUILDING,,,,,1425 S 11TH ST
150070056,01/07/2015,01:23 PM,2,AGGRAVATED ASSAULT,,,,,1100 W HISTORIC MITCHELL ST
150070056,01/07/2015,01:23 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,,,,1100 W HISTORIC MITCHELL ST
150070065,01/07/2015,03:14 PM,2,SIMPLE ASSAULT,,,,,2471 S 13TH ST #1
150070075,01/07/2015,03:15 PM,2,ROBBERY,,,,,1135 W HISTORIC MITCHELL ST
150070078,01/07/2015,04:41 PM,2,SIMPLE ASSAULT,,,,,730 W MAPLE ST
150070100,01/07/2015,06:52 PM,2,INTIMIDATION,,,,,527 W MAPLE ST #LWR
150060014,01/06/2015,06:52 AM,2,MOTOR VEHICLE THEFT,,,,,1211 W WASHINGTON ST
150060021,01/06/2015,09:43 AM,2,MOTOR VEHICLE THEFT,,,,,1403 S 7TH ST
150060024,01/06/2015,09:07 AM,2,THEFT FROM BUILDING,,,,,1430 S 4TH ST
150060035,01/06/2015,09:28 AM,1,FORCIBLE RAPE,,,,,
150060043,01/06/2015,01:22 PM,2,MOTOR VEHICLE THEFT,,,,,903 S 9TH ST
150060062,01/06/2015,03:27 PM,2,MOTOR VEHICLE THEFT,,,,,1901 S 9TH ST
150060074,01/06/2015,04:15 PM,2,SIMPLE ASSAULT,,,,,527 W MAPLE ST
150060077,01/06/2015,05:02 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1748 S 1ST ST
150060131,01/06/2015,10:53 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1946 S 7TH ST
150050003,01/05/2015,12:09 AM,2,ROBBERY,,,,,1901 W NATIONAL AV
150050007,01/05/2015,12:38 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,401 S 2ND ST
150050015,01/05/2015,02:41 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,1522 W ORCHARD ST
150050019,01/05/2015,04:12 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1818 W NATIONAL AV
150050022,01/05/2015,03:26 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,830 W GREENFIELD AV
150050034,01/05/2015,11:20 AM,2,ROBBERY,,,,,1545 S 6TH ST
150050041,01/05/2015,11:56 AM,2,SIMPLE ASSAULT,,,,,1974 S 20TH ST
150050042,01/05/2015,12:11 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1232 S 19TH ST
150050064,01/05/2015,02:33 PM,2,ALL OTHER LARCENY,,,,,1219 W NATIONAL AV
150050078,01/05/2015,04:35 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1935 S 19TH ST
150050082,01/05/2015,03:50 PM,2,THEFT FROM MOTOR VEHICLE,,,,,920 W MADISON ST
150050110,01/05/2015,09:57 PM,2,SIMPLE ASSAULT,,,,,2177 S 11TH ST
150050119,01/05/2015,09:45 PM,2,SIMPLE ASSAULT,,,,,1805 S 17TH ST
150040054,01/04/2015,01:44 PM,2,MOTOR VEHICLE THEFT,,,,,1214 S 21ST ST
150040056,01/04/2015,01:56 PM,2,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,2013 S 13TH ST
150040071,01/04/2015,04:53 PM,2,MOTOR VEHICLE THEFT,,,,,905 S 18TH ST
150040074,01/04/2015,05:08 PM,2,MOTOR VEHICLE THEFT,,,,,1310 W HAYES AV
150040077,01/04/2015,05:46 PM,2,THEFT FROM MOTOR VEHICLE,,,,,1930 W ROGERS ST #LWR
150040097,01/04/2015,08:55 PM,2,SIMPLE ASSAULT,,,,,2054-B S 12TH ST
150040108,01/04/2015,09:14 PM,2,AGGRAVATED ASSAULT,KIDNAPING,,,,1722 S 2ND ST
150030040,01/03/2015,09:36 AM,2,MOTOR VEHICLE THEFT,,,,,1120 W ROGERS ST
150030045,01/03/2015,10:57 AM,2,MOTOR VEHICLE THEFT,,,,,1429 W SCOTT ST
150030060,01/03/2015,01:34 PM,2,MOTOR VEHICLE THEFT,,,,,323 W WASHINGTON ST
150030084,01/03/2015,03:51 PM,2,THEFT FROM BUILDING,,,,,1651 S 6TH ST
150030112,01/03/2015,08:41 PM,2,FORCIBLE FONDLING,,,,,
150030118,01/03/2015,08:08 PM,2,ROBBERY,,,,,2061 S 14TH ST
150020065,01/02/2015,11:56 AM,2,MOTOR VEHICLE THEFT,,,,,1629 W MINERAL ST
150020067,01/02/2015,12:19 PM,2,THEFT FROM BUILDING,,,,,801 S 2ND ST
150020079,01/02/2015,12:21 PM,2,THEFT FROM BUILDING,,,,,828 W WINDLAKE AV #3
150020113,01/02/2015,05:15 PM,2,THEFT FROM MOTOR VEHICLE,,,,,821 W LINCOLN AV
150020132,01/02/2015,07:07 PM,2,ROBBERY,,,,,1818 W NATIONAL AV
150020150,01/02/2015,08:46 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2216-B S 15TH ST
150020175,01/02/2015,11:33 PM,2,MOTOR VEHICLE THEFT,,,,,1605 W LAPHAM ST
150010029,01/01/2015,02:55 AM,2,AGGRAVATED ASSAULT,,,,,1900 S 12TH ST
150010045,01/01/2015,04:36 AM,2,AGGRAVATED ASSAULT,,,,,1014 W WINDLAKE AV
150010098,01/01/2015,01:23 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2333 S 7TH ST
150010101,01/01/2015,12:42 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2042 S 7TH ST
150010122,01/01/2015,01:17 PM,2,AGGRAVATED ASSAULT,,,,,2073 S 7TH ST
150010129,01/01/2015,05:24 PM,2,ROBBERY,,,,,2233 S 6TH ST
150010138,01/01/2015,07:25 PM,2,MOTOR VEHICLE THEFT,,,,,1309 W SCOTT ST
150010148,01/01/2015,08:44 PM,2,MOTOR VEHICLE THEFT,,,,,1724 S 6TH ST
,,,,,,,,,
Total Records: 255,,,,,,,,,
Aldermanic District: 12,,,,,,,,,
